#:t M1mx M1my M1mz
82.45 0.673394 -0.28276 0.683072
82.5 0.673662 -0.286079 0.681424
82.55 0.673931 -0.289387 0.679759
82.6 0.674199 -0.292687 0.678078
82.65 0.674467 -0.295976 0.676382
82.7 0.674735 -0.299256 0.674669
82.75 0.675003 -0.302527 0.672941
82.8 0.67527 -0.305787 0.671196
82.85 0.675538 -0.309038 0.669436
82.9 0.675805 -0.312278 0.66766
82.95 0.676072 -0.315509 0.665869
83.0 0.676339 -0.31873 0.664061
83.05 0.676605 -0.32194 0.662239
83.1 0.676872 -0.32514 0.6604
83.15 0.677138 -0.32833 0.658547
83.2 0.677404 -0.331509 0.656678
83.25 0.67767 -0.334678 0.654793
83.3 0.677936 -0.337836 0.652893
83.35 0.678201 -0.340984 0.650978
83.4 0.678467 -0.344121 0.649048
83.45 0.678732 -0.347247 0.647103
83.5 0.678997 -0.350362 0.645143
83.55 0.679262 -0.353466 0.643168
83.6 0.679527 -0.35656 0.641178
83.65 0.679791 -0.359642 0.639173
83.7 0.680055 -0.362713 0.637153
83.75 0.68032 -0.365773 0.635118
83.8 0.680584 -0.368822 0.633069
83.85 0.680847 -0.371859 0.631005
83.9 0.681111 -0.374885 0.628927
83.95 0.681374 -0.377899 0.626834
84.0 0.681638 -0.380902 0.624727
84.05 0.681901 -0.383894 0.622605
84.1 0.682164 -0.386873 0.620469
84.15 0.682426 -0.389841 0.618319
84.2 0.682689 -0.392797 0.616155
84.25 0.682951 -0.395741 0.613976
84.3 0.683213 -0.398673 0.611784
84.35 0.683475 -0.401593 0.609577
84.4 0.683737 -0.404501 0.607357
84.45 0.683999 -0.407397 0.605123
84.5 0.68426 -0.41028 0.602875
84.55 0.684522 -0.413151 0.600613
84.6 0.684783 -0.41601 0.598338
84.65 0.685044 -0.418857 0.596049
84.7 0.685305 -0.421691 0.593746
84.75 0.685565 -0.424512 0.591431
84.8 0.685826 -0.427321 0.589101
84.85 0.686086 -0.430117 0.586759
84.9 0.686346 -0.4329 0.584403
84.95 0.686606 -0.435671 0.582034
85.0 0.686865 -0.438428 0.579652
85.05 0.687125 -0.441173 0.577257
85.1 0.687384 -0.443905 0.574849
85.15 0.687643 -0.446624 0.572428
85.2 0.687902 -0.449329 0.569994
85.25 0.688161 -0.452022 0.567548
85.3 0.68842 -0.454701 0.565089
85.35 0.688678 -0.457367 0.562617
85.4 0.688937 -0.460019 0.560133
85.45 0.689195 -0.462658 0.557636
85.5 0.689453 -0.465284 0.555127
85.55 0.68971 -0.467896 0.552605
85.6 0.689968 -0.470495 0.550072
85.65 0.690225 -0.47308 0.547526
85.7 0.690483 -0.475651 0.544968
85.75 0.69074 -0.478208 0.542398
85.8 0.690997 -0.480752 0.539816
85.85 0.691253 -0.483282 0.537222
85.9 0.69151 -0.485798 0.534617
85.95 0.691766 -0.4883 0.531999
86.0 0.692022 -0.490787 0.52937
86.05 0.692278 -0.493261 0.52673
86.1 0.692534 -0.495721 0.524078
86.15 0.69279 -0.498166 0.521414
86.2 0.693045 -0.500598 0.518739
86.25 0.693301 -0.503014 0.516053
86.3 0.693556 -0.505417 0.513356
86.35 0.693811 -0.507805 0.510647
86.4 0.694065 -0.510179 0.507928
86.45 0.69432 -0.512538 0.505197
86.5 0.694574 -0.514883 0.502456
86.55 0.694829 -0.517213 0.499704
86.6 0.695083 -0.519528 0.496941
86.65 0.695337 -0.521829 0.494167
86.7 0.69559 -0.524115 0.491383
86.75 0.695844 -0.526386 0.488588
86.8 0.696097 -0.528643 0.485783
86.85 0.69635 -0.530884 0.482968
86.9 0.696603 -0.533111 0.480142
86.95 0.696856 -0.535322 0.477306
87.0 0.697109 -0.537519 0.47446
87.05 0.697361 -0.5397 0.471604
87.1 0.697614 -0.541867 0.468738
87.15 0.697866 -0.544018 0.465863
87.2 0.698118 -0.546154 0.462977
87.25 0.69837 -0.548274 0.460082
87.3 0.698621 -0.55038 0.457177
87.35 0.698873 -0.55247 0.454262
87.4 0.699124 -0.554544 0.451338
87.45 0.699375 -0.556604 0.448405
87.5 0.699626 -0.558648 0.445462
87.55 0.699877 -0.560676 0.44251
87.6 0.700127 -0.562689 0.439549
87.65 0.700378 -0.564686 0.436579
87.7 0.700628 -0.566667 0.4336
87.75 0.700878 -0.568633 0.430612
87.8 0.701128 -0.570583 0.427615
87.85 0.701378 -0.572517 0.424609
87.9 0.701627 -0.574436 0.421595
87.95 0.701877 -0.576339 0.418572
88.0 0.702126 -0.578226 0.415541
88.05 0.702375 -0.580097 0.412501
88.1 0.702624 -0.581952 0.409454
88.15 0.702872 -0.583791 0.406397
88.2 0.703121 -0.585614 0.403333
88.25 0.703369 -0.587421 0.400261
88.3 0.703617 -0.589212 0.39718
88.35 0.703865 -0.590987 0.394092
88.4 0.704113 -0.592745 0.390996
88.45 0.704361 -0.594488 0.387892
88.5 0.704608 -0.596214 0.38478
88.55 0.704855 -0.597924 0.381661
88.6 0.705102 -0.599618 0.378535
88.65 0.705349 -0.601296 0.375401
88.7 0.705596 -0.602957 0.37226
88.75 0.705843 -0.604601 0.369111
88.8 0.706089 -0.60623 0.365956
88.85 0.706335 -0.607842 0.362793
88.9 0.706582 -0.609437 0.359623
88.95 0.706827 -0.611016 0.356447
89.0 0.707073 -0.612579 0.353264
89.05 0.707319 -0.614124 0.350074
89.1 0.707564 -0.615654 0.346877
89.15 0.707809 -0.617166 0.343674
89.2 0.708054 -0.618662 0.340464
89.25 0.708299 -0.620142 0.337248
89.3 0.708544 -0.621605 0.334026
89.35 0.708788 -0.623051 0.330798
89.4 0.709033 -0.62448 0.327563
89.45 0.709277 -0.625892 0.324322
89.5 0.709521 -0.627288 0.321076
89.55 0.709765 -0.628667 0.317824
89.6 0.710009 -0.630029 0.314565
89.65 0.710252 -0.631374 0.311302
89.7 0.710495 -0.632702 0.308032
89.75 0.710738 -0.634014 0.304758
89.8 0.710981 -0.635308 0.301477
89.85 0.711224 -0.636586 0.298192
89.9 0.711467 -0.637847 0.294901
89.95 0.711709 -0.63909 0.291605
90.0 0.711952 -0.640317 0.288304
90.05 0.712194 -0.641526 0.284998
90.1 0.712436 -0.642719 0.281687
90.15 0.712678 -0.643894 0.278371
90.2 0.712919 -0.645053 0.275051
90.25 0.713161 -0.646194 0.271726
90.3 0.713402 -0.647318 0.268396
90.35 0.713643 -0.648425 0.265063
90.4 0.713884 -0.649515 0.261724
90.45 0.714125 -0.650588 0.258382
90.5 0.714365 -0.651644 0.255035
90.55 0.714606 -0.652682 0.251684
90.6 0.714846 -0.653703 0.248329
90.65 0.715086 -0.654707 0.24497
90.7 0.715326 -0.655694 0.241608
90.75 0.715566 -0.656663 0.238241
90.8 0.715805 -0.657616 0.234871
90.85 0.716045 -0.658551 0.231498
90.9 0.716284 -0.659468 0.228121
90.95 0.716523 -0.660369 0.22474
91.0 0.716762 -0.661252 0.221357
91.05 0.717001 -0.662117 0.21797
91.1 0.717239 -0.662966 0.21458
91.15 0.717478 -0.663797 0.211187
91.2 0.717716 -0.664611 0.207791
91.25 0.717954 -0.665407 0.204392
91.3 0.718192 -0.666186 0.20099
91.35 0.718429 -0.666948 0.197586
91.4 0.718667 -0.667692 0.194179
91.45 0.718904 -0.668419 0.190769
91.5 0.719142 -0.669128 0.187358
91.55 0.719379 -0.66982 0.183943
91.6 0.719615 -0.670495 0.180527
91.65 0.719852 -0.671152 0.177109
91.7 0.720089 -0.671792 0.173688
91.75 0.720325 -0.672415 0.170265
91.8 0.720561 -0.67302 0.166841
91.85 0.720797 -0.673607 0.163415
91.9 0.721033 -0.674178 0.159987
91.95 0.721269 -0.67473 0.156557
92.0 0.721504 -0.675266 0.153126
92.05 0.72174 -0.675784 0.149694
92.1 0.721975 -0.676284 0.14626
92.15 0.72221 -0.676767 0.142825
92.2 0.722445 -0.677233 0.139389
92.25 0.722679 -0.677681 0.135951
92.3 0.722914 -0.678112 0.132513
92.35 0.723148 -0.678525 0.129074
92.4 0.723382 -0.678921 0.125634
92.45 0.723616 -0.6793 0.122193
92.5 0.72385 -0.679661 0.118752
92.55 0.724084 -0.680005 0.11531
92.6 0.724317 -0.680331 0.111867
92.65 0.724551 -0.68064 0.108424
92.7 0.724784 -0.680931 0.104981
92.75 0.725017 -0.681205 0.101538
92.8 0.72525 -0.681462 0.0980945
92.85 0.725482 -0.681701 0.0946511
92.9 0.725715 -0.681923 0.0912077
92.95 0.725947 -0.682128 0.0877645
93.0 0.726179 -0.682315 0.0843215
93.05 0.726411 -0.682485 0.0808788
93.1 0.726643 -0.682637 0.0774365
93.15 0.726875 -0.682772 0.0739948
93.2 0.727106 -0.68289 0.0705536
93.25 0.727338 -0.68299 0.0671131
93.3 0.727569 -0.683073 0.0636734
93.35 0.7278 -0.683139 0.0602345
93.4 0.728031 -0.683188 0.0567965
93.45 0.728261 -0.683219 0.0533596
93.5 0.728492 -0.683233 0.0499238
93.55 0.728722 -0.68323 0.0464892
93.6 0.728952 -0.683209 0.0430558
93.65 0.729182 -0.683171 0.0396238
93.7 0.729412 -0.683116 0.0361933
93.75 0.729642 -0.683044 0.0327644
93.8 0.729871 -0.682955 0.029337
93.85 0.730101 -0.682848 0.0259114
93.9 0.73033 -0.682724 0.0224875
93.95 0.730559 -0.682584 0.0190656
94.0 0.730788 -0.682426 0.0156456
94.05 0.731016 -0.68225 0.0122277
94.1 0.731245 -0.682058 0.00881193
94.15 0.731473 -0.681849 0.00539838
94.2 0.731701 -0.681622 0.00198715
94.25 0.731929 -0.681379 -0.00142168
94.3 0.732157 -0.681119 -0.00482802
94.35 0.732385 -0.680841 -0.0082318
94.4 0.732612 -0.680547 -0.0116329
94.45 0.73284 -0.680235 -0.0150313
94.5 0.733067 -0.679907 -0.0184269
94.55 0.733294 -0.679562 -0.0218195
94.6 0.733521 -0.679199 -0.0252092
94.65 0.733748 -0.67882 -0.0285958
94.7 0.733974 -0.678424 -0.0319792
94.75 0.7342 -0.678011 -0.0353594
94.8 0.734427 -0.677582 -0.0387362
94.85 0.734653 -0.677135 -0.0421097
94.9 0.734879 -0.676672 -0.0454796
94.95 0.735104 -0.676192 -0.048846
95.0 0.73533 -0.675695 -0.0522087
95.05 0.735555 -0.675182 -0.0555676
95.1 0.73578 -0.674652 -0.0589228
95.15 0.736005 -0.674105 -0.062274
95.2 0.73623 -0.673542 -0.0656212
95.25 0.736455 -0.672962 -0.0689644
95.3 0.73668 -0.672366 -0.0723034
95.35 0.736904 -0.671752 -0.0756381
95.4 0.737128 -0.671123 -0.0789686
95.45 0.737352 -0.670477 -0.0822946
95.5 0.737576 -0.669814 -0.0856162
95.55 0.7378 -0.669135 -0.0889331
95.6 0.738024 -0.66844 -0.0922455
95.65 0.738247 -0.667728 -0.0955531
95.7 0.73847 -0.667 -0.0988559
95.75 0.738693 -0.666256 -0.102154
95.8 0.738916 -0.665495 -0.105447
95.85 0.739139 -0.664718 -0.108735
95.9 0.739362 -0.663925 -0.112017
95.95 0.739584 -0.663116 -0.115295
96.0 0.739806 -0.66229 -0.118567
96.05 0.740028 -0.661449 -0.121834
96.1 0.74025 -0.660591 -0.125096
96.15 0.740472 -0.659717 -0.128351
96.2 0.740694 -0.658827 -0.131602
96.25 0.740915 -0.657922 -0.134846
96.3 0.741137 -0.657 -0.138085
96.35 0.741358 -0.656062 -0.141318
96.4 0.741579 -0.655109 -0.144545
96.45 0.741799 -0.65414 -0.147767
96.5 0.74202 -0.653154 -0.150982
96.55 0.742241 -0.652153 -0.15419
96.6 0.742461 -0.651137 -0.157393
96.65 0.742681 -0.650104 -0.160589
96.7 0.742901 -0.649056 -0.163779
96.75 0.743121 -0.647993 -0.166963
96.8 0.743341 -0.646913 -0.17014
96.85 0.74356 -0.645819 -0.17331
96.9 0.74378 -0.644708 -0.176474
96.95 0.743999 -0.643583 -0.179631
97.0 0.744218 -0.642441 -0.182781
97.05 0.744437 -0.641285 -0.185924
97.1 0.744655 -0.640113 -0.18906
97.15 0.744874 -0.638926 -0.192189
97.2 0.745092 -0.637723 -0.195311
97.25 0.745311 -0.636506 -0.198426
97.3 0.745529 -0.635273 -0.201533
97.35 0.745747 -0.634025 -0.204633
97.4 0.745964 -0.632761 -0.207726
97.45 0.746182 -0.631483 -0.210811
97.5 0.746399 -0.63019 -0.213889
97.55 0.746617 -0.628882 -0.216959
97.6 0.746834 -0.627559 -0.220021
97.65 0.747051 -0.626221 -0.223075
97.7 0.747267 -0.624868 -0.226122
97.75 0.747484 -0.623501 -0.22916
97.8 0.747701 -0.622118 -0.232191
97.85 0.747917 -0.620721 -0.235213
97.9 0.748133 -0.61931 -0.238228
97.95 0.748349 -0.617883 -0.241234
98.0 0.748565 -0.616443 -0.244232
98.05 0.74878 -0.614987 -0.247221
98.1 0.748996 -0.613518 -0.250202
98.15 0.749211 -0.612033 -0.253175
98.2 0.749427 -0.610535 -0.256139
98.25 0.749642 -0.609022 -0.259094
98.3 0.749856 -0.607495 -0.26204
98.35 0.750071 -0.605954 -0.264978
98.4 0.750286 -0.604398 -0.267907
98.45 0.7505 -0.602829 -0.270827
98.5 0.750714 -0.601245 -0.273738
98.55 0.750928 -0.599647 -0.27664
98.6 0.751142 -0.598036 -0.279533
98.65 0.751356 -0.59641 -0.282416
98.7 0.75157 -0.594771 -0.285291
98.75 0.751783 -0.593117 -0.288156
98.8 0.751996 -0.59145 -0.291012
98.85 0.75221 -0.58977 -0.293858
98.9 0.752422 -0.588075 -0.296694
98.95 0.752635 -0.586368 -0.299522
99.0 0.752848 -0.584646 -0.302339
99.05 0.75306 -0.582911 -0.305147
99.1 0.753273 -0.581163 -0.307945
99.15 0.753485 -0.579401 -0.310733
99.2 0.753697 -0.577626 -0.313511
99.25 0.753909 -0.575837 -0.316279
99.3 0.754121 -0.574036 -0.319038
99.35 0.754332 -0.572221 -0.321786
99.4 0.754543 -0.570393 -0.324524
99.45 0.754755 -0.568552 -0.327251
99.5 0.754966 -0.566698 -0.329969
99.55 0.755177 -0.564832 -0.332676
99.6 0.755387 -0.562952 -0.335373
99.65 0.755598 -0.561059 -0.338059
99.7 0.755808 -0.559154 -0.340735
99.75 0.756019 -0.557236 -0.3434
99.8 0.756229 -0.555305 -0.346054
99.85 0.756439 -0.553362 -0.348698
99.9 0.756649 -0.551406 -0.351331
99.95 0.756858 -0.549438 -0.353953
100.0 0.757068 -0.547458 -0.356565
100.05 0.757277 -0.545465 -0.359165
100.1 0.757486 -0.543459 -0.361755
100.15 0.757695 -0.541442 -0.364333
100.2 0.757904 -0.539412 -0.3669
100.25 0.758113 -0.53737 -0.369456
100.3 0.758322 -0.535316 -0.372001
100.35 0.75853 -0.533251 -0.374534
100.4 0.758738 -0.531173 -0.377057
100.45 0.758946 -0.529083 -0.379567
100.5 0.759154 -0.526982 -0.382067
100.55 0.759362 -0.524869 -0.384555
100.6 0.75957 -0.522744 -0.387031
100.65 0.759777 -0.520607 -0.389496
100.7 0.759984 -0.518459 -0.391949
100.75 0.760192 -0.5163 -0.39439
100.8 0.760399 -0.514129 -0.396819
100.85 0.760605 -0.511947 -0.399237
100.9 0.760812 -0.509753 -0.401643
100.95 0.761019 -0.507548 -0.404036
101.0 0.761225 -0.505332 -0.406418
101.05 0.761431 -0.503105 -0.408788
101.1 0.761637 -0.500867 -0.411146
101.15 0.761843 -0.498618 -0.413491
101.2 0.762049 -0.496358 -0.415825
101.25 0.762255 -0.494087 -0.418146
101.3 0.76246 -0.491805 -0.420455
101.35 0.762665 -0.489513 -0.422751
101.4 0.76287 -0.48721 -0.425035
101.45 0.763075 -0.484896 -0.427307
101.5 0.76328 -0.482572 -0.429566
101.55 0.763485 -0.480238 -0.431813
101.6 0.76369 -0.477893 -0.434047
101.65 0.763894 -0.475538 -0.436268
101.7 0.764098 -0.473172 -0.438477
101.75 0.764302 -0.470797 -0.440673
101.8 0.764506 -0.468411 -0.442856
101.85 0.76471 -0.466015 -0.445027
101.9 0.764913 -0.463609 -0.447184
101.95 0.765117 -0.461194 -0.449329
102.0 0.76532 -0.458768 -0.451461
102.05 0.765523 -0.456333 -0.453579
102.1 0.765726 -0.453888 -0.455685
102.15 0.765929 -0.451433 -0.457778
102.2 0.766132 -0.448969 -0.459857
102.25 0.766334 -0.446496 -0.461923
102.3 0.766537 -0.444013 -0.463977
102.35 0.766739 -0.44152 -0.466016
102.4 0.766941 -0.439019 -0.468043
102.45 0.767143 -0.436508 -0.470056
102.5 0.767345 -0.433988 -0.472056
102.55 0.767546 -0.431459 -0.474042
102.6 0.767748 -0.428921 -0.476015
102.65 0.767949 -0.426374 -0.477974
102.7 0.76815 -0.423818 -0.47992
102.75 0.768351 -0.421254 -0.481853
102.8 0.768552 -0.41868 -0.483771
102.85 0.768753 -0.416098 -0.485676
102.9 0.768953 -0.413508 -0.487568
102.95 0.769154 -0.410909 -0.489445
103.0 0.769354 -0.408302 -0.491309
103.05 0.769554 -0.405686 -0.493159
103.1 0.769754 -0.403062 -0.494995
103.15 0.769954 -0.40043 -0.496817
103.2 0.770153 -0.39779 -0.498626
103.25 0.770353 -0.395141 -0.50042
103.3 0.770552 -0.392485 -0.5022
103.35 0.770751 -0.389821 -0.503967
103.4 0.77095 -0.387149 -0.505719
103.45 0.771149 -0.384469 -0.507457
103.5 0.771348 -0.381781 -0.509181
103.55 0.771546 -0.379086 -0.510891
103.6 0.771745 -0.376384 -0.512587
103.65 0.771943 -0.373674 -0.514268
103.7 0.772141 -0.370956 -0.515936
103.75 0.772339 -0.368231 -0.517589
103.8 0.772537 -0.365499 -0.519227
103.85 0.772735 -0.36276 -0.520851
103.9 0.772932 -0.360014 -0.522461
103.95 0.773129 -0.357261 -0.524057
104.0 0.773327 -0.3545 -0.525638
104.05 0.773524 -0.351733 -0.527205
104.1 0.773721 -0.34896 -0.528757
104.15 0.773917 -0.346179 -0.530294
104.2 0.774114 -0.343392 -0.531817
104.25 0.77431 -0.340598 -0.533326
104.3 0.774507 -0.337798 -0.534819
104.35 0.774703 -0.334991 -0.536299
104.4 0.774899 -0.332178 -0.537763
104.45 0.775095 -0.329359 -0.539213
104.5 0.775291 -0.326534 -0.540648
104.55 0.775486 -0.323702 -0.542068
104.6 0.775681 -0.320865 -0.543474
104.65 0.775877 -0.318022 -0.544865
104.7 0.776072 -0.315172 -0.546241
104.75 0.776267 -0.312317 -0.547602
104.8 0.776462 -0.309456 -0.548948
104.85 0.776656 -0.30659 -0.55028
104.9 0.776851 -0.303718 -0.551596
104.95 0.777045 -0.300841 -0.552898
105.0 0.777239 -0.297958 -0.554184
105.05 0.777433 -0.29507 -0.555456
105.1 0.777627 -0.292176 -0.556713
105.15 0.777821 -0.289277 -0.557954
105.2 0.778015 -0.286374 -0.559181
105.25 0.778208 -0.283465 -0.560392
105.3 0.778402 -0.280551 -0.561589
105.35 0.778595 -0.277633 -0.56277
105.4 0.778788 -0.27471 -0.563936
105.45 0.778981 -0.271782 -0.565088
105.5 0.779173 -0.268849 -0.566224
105.55 0.779366 -0.265912 -0.567344
105.6 0.779558 -0.26297 -0.56845
105.65 0.779751 -0.260024 -0.569541
105.7 0.779943 -0.257074 -0.570616
105.75 0.780135 -0.254119 -0.571676
105.8 0.780327 -0.25116 -0.572721
105.85 0.780518 -0.248198 -0.57375
105.9 0.78071 -0.245231 -0.574764
105.95 0.780901 -0.24226 -0.575763
106.0 0.781092 -0.239285 -0.576747
106.05 0.781284 -0.236307 -0.577715
106.1 0.781474 -0.233325 -0.578668
106.15 0.781665 -0.230339 -0.579606
106.2 0.781856 -0.22735 -0.580528
106.25 0.782046 -0.224358 -0.581435
106.3 0.782237 -0.221362 -0.582327
106.35 0.782427 -0.218362 -0.583203
106.4 0.782617 -0.21536 -0.584064
106.45 0.782807 -0.212354 -0.584909
106.5 0.782997 -0.209346 -0.585739
106.55 0.783186 -0.206334 -0.586554
106.6 0.783376 -0.203319 -0.587353
106.65 0.783565 -0.200302 -0.588137
106.7 0.783754 -0.197282 -0.588905
106.75 0.783944 -0.194259 -0.589657
106.8 0.784132 -0.191234 -0.590395
106.85 0.784321 -0.188206 -0.591117
106.9 0.78451 -0.185176 -0.591823
106.95 0.784698 -0.182143 -0.592514
107.0 0.784887 -0.179108 -0.593189
107.05 0.785075 -0.176071 -0.593849
107.1 0.785263 -0.173032 -0.594493
107.15 0.785451 -0.16999 -0.595122
107.2 0.785638 -0.166947 -0.595736
107.25 0.785826 -0.163902 -0.596333
107.3 0.786013 -0.160855 -0.596916
107.35 0.786201 -0.157807 -0.597483
107.4 0.786388 -0.154757 -0.598034
107.45 0.786575 -0.151705 -0.59857
107.5 0.786762 -0.148652 -0.59909
107.55 0.786948 -0.145597 -0.599595
107.6 0.787135 -0.142541 -0.600084
107.65 0.787321 -0.139484 -0.600557
107.7 0.787508 -0.136426 -0.601015
107.75 0.787694 -0.133366 -0.601458
107.8 0.78788 -0.130306 -0.601885
107.85 0.788066 -0.127244 -0.602297
107.9 0.788251 -0.124182 -0.602693
107.95 0.788437 -0.121119 -0.603073
108.0 0.788622 -0.118055 -0.603438
108.05 0.788808 -0.114991 -0.603788
108.1 0.788993 -0.111926 -0.604122
108.15 0.789178 -0.108861 -0.60444
108.2 0.789363 -0.105795 -0.604743
108.25 0.789547 -0.102729 -0.60503
108.3 0.789732 -0.0996632 -0.605302
108.35 0.789916 -0.0965969 -0.605559
108.4 0.790101 -0.0935305 -0.6058
108.45 0.790285 -0.0904642 -0.606025
108.5 0.790469 -0.0873979 -0.606235
108.55 0.790652 -0.0843318 -0.60643
108.6 0.790836 -0.0812659 -0.606609
108.65 0.79102 -0.0782003 -0.606772
108.7 0.791203 -0.0751352 -0.60692
108.75 0.791386 -0.0720705 -0.607053
108.8 0.79157 -0.0690064 -0.60717
108.85 0.791752 -0.0659429 -0.607272
108.9 0.791935 -0.0628802 -0.607359
108.95 0.792118 -0.0598182 -0.60743
109.0 0.792301 -0.0567571 -0.607485
109.05 0.792483 -0.0536969 -0.607526
109.1 0.792665 -0.0506378 -0.607551
109.15 0.792847 -0.0475797 -0.60756
109.2 0.793029 -0.0445229 -0.607554
109.25 0.793211 -0.0414673 -0.607533
109.3 0.793393 -0.038413 -0.607497
109.35 0.793574 -0.0353601 -0.607445
109.4 0.793756 -0.0323087 -0.607378
109.45 0.793937 -0.0292588 -0.607296
109.5 0.794118 -0.0262106 -0.607198
109.55 0.794299 -0.0231641 -0.607085
109.6 0.79448 -0.0201194 -0.606957
109.65 0.794661 -0.0170765 -0.606814
109.7 0.794841 -0.0140356 -0.606655
109.75 0.795022 -0.0109967 -0.606481
109.8 0.795202 -0.00795989 -0.606292
109.85 0.795382 -0.00492524 -0.606088
109.9 0.795562 -0.00189284 -0.605869
109.95 0.795742 0.00113726 -0.605635
110.0 0.795922 0.00416496 -0.605385
110.05 0.796101 0.00719019 -0.605121
110.1 0.796281 0.0102129 -0.604841
110.15 0.79646 0.013233 -0.604546
110.2 0.796639 0.0162504 -0.604237
110.25 0.796818 0.019265 -0.603912
110.3 0.796997 0.0222768 -0.603572
110.35 0.797176 0.0252856 -0.603218
110.4 0.797354 0.0282915 -0.602848
110.45 0.797533 0.0312943 -0.602463
110.5 0.797711 0.034294 -0.602064
110.55 0.797889 0.0372905 -0.60165
110.6 0.798067 0.0402837 -0.60122
110.65 0.798245 0.0432735 -0.600776
110.7 0.798423 0.0462599 -0.600317
110.75 0.7986 0.0492428 -0.599844
110.8 0.798778 0.0522221 -0.599355
110.85 0.798955 0.0551978 -0.598852
110.9 0.799132 0.0581697 -0.598334
110.95 0.79931 0.0611379 -0.597801
111.0 0.799486 0.0641021 -0.597254
111.05 0.799663 0.0670625 -0.596692
111.1 0.79984 0.0700188 -0.596115
111.15 0.800016 0.072971 -0.595524
111.2 0.800193 0.0759191 -0.594918
111.25 0.800369 0.078863 -0.594298
111.3 0.800545 0.0818026 -0.593663
111.35 0.800721 0.0847377 -0.593014
111.4 0.800897 0.0876685 -0.59235
111.45 0.801072 0.0905947 -0.591672
111.5 0.801248 0.0935164 -0.590979
111.55 0.801423 0.0964334 -0.590272
111.6 0.801598 0.0993456 -0.589551
111.65 0.801774 0.102253 -0.588815
111.7 0.801949 0.105156 -0.588065
111.75 0.802123 0.108053 -0.587301
111.8 0.802298 0.110946 -0.586523
111.85 0.802473 0.113834 -0.58573
111.9 0.802647 0.116716 -0.584923
111.95 0.802821 0.119593 -0.584102
112.0 0.802995 0.122465 -0.583267
112.05 0.803169 0.125332 -0.582418
112.1 0.803343 0.128193 -0.581555
112.15 0.803517 0.131049 -0.580678
112.2 0.803691 0.133899 -0.579787
112.25 0.803864 0.136743 -0.578882
112.3 0.804037 0.139582 -0.577963
112.35 0.80421 0.142415 -0.57703
112.4 0.804384 0.145243 -0.576083
112.45 0.804556 0.148064 -0.575123
112.5 0.804729 0.150879 -0.574148
112.55 0.804902 0.153689 -0.57316
112.6 0.805074 0.156492 -0.572159
112.65 0.805247 0.159289 -0.571143
112.7 0.805419 0.16208 -0.570115
112.75 0.805591 0.164864 -0.569072
112.8 0.805763 0.167643 -0.568016
112.85 0.805935 0.170414 -0.566946
112.9 0.806106 0.17318 -0.565863
112.95 0.806278 0.175938 -0.564767
113.0 0.806449 0.178691 -0.563657
113.05 0.806621 0.181436 -0.562534
113.1 0.806792 0.184175 -0.561397
113.15 0.806963 0.186907 -0.560247
113.2 0.807134 0.189632 -0.559084
113.25 0.807304 0.19235 -0.557908
113.3 0.807475 0.195061 -0.556719
113.35 0.807645 0.197765 -0.555516
113.4 0.807816 0.200461 -0.554301
113.45 0.807986 0.203151 -0.553072
113.5 0.808156 0.205833 -0.55183
113.55 0.808326 0.208509 -0.550576
113.6 0.808495 0.211176 -0.549308
113.65 0.808665 0.213836 -0.548028
113.7 0.808835 0.216489 -0.546735
113.75 0.809004 0.219134 -0.545429
113.8 0.809173 0.221772 -0.54411
113.85 0.809342 0.224402 -0.542779
113.9 0.809511 0.227024 -0.541435
113.95 0.80968 0.229638 -0.540078
114.0 0.809849 0.232245 -0.538709
114.05 0.810017 0.234843 -0.537327
114.1 0.810186 0.237434 -0.535933
114.15 0.810354 0.240016 -0.534527
114.2 0.810522 0.24259 -0.533108
114.25 0.81069 0.245156 -0.531676
114.3 0.810858 0.247714 -0.530233
114.35 0.811026 0.250264 -0.528777
114.4 0.811193 0.252805 -0.527309
114.45 0.811361 0.255338 -0.525829
114.5 0.811528 0.257863 -0.524337
114.55 0.811695 0.260379 -0.522832
114.6 0.811862 0.262886 -0.521316
114.65 0.812029 0.265385 -0.519788
114.7 0.812196 0.267875 -0.518247
114.75 0.812363 0.270356 -0.516695
114.8 0.812529 0.272829 -0.515131
114.85 0.812696 0.275292 -0.513556
114.9 0.812862 0.277747 -0.511969
114.95 0.813028 0.280193 -0.51037
115.0 0.813194 0.282629 -0.508759
115.05 0.81336 0.285057 -0.507137
115.1 0.813526 0.287476 -0.505503
115.15 0.813692 0.289885 -0.503858
115.2 0.813857 0.292285 -0.502201
115.25 0.814022 0.294676 -0.500533
115.3 0.814188 0.297057 -0.498854
115.35 0.814353 0.299429 -0.497164
115.4 0.814518 0.301792 -0.495462
115.45 0.814682 0.304145 -0.493749
115.5 0.814847 0.306489 -0.492025
115.55 0.815012 0.308823 -0.49029
115.6 0.815176 0.311147 -0.488544
115.65 0.81534 0.313461 -0.486787
115.7 0.815505 0.315766 -0.48502
115.75 0.815669 0.318061 -0.483241
115.8 0.815832 0.320346 -0.481451
115.85 0.815996 0.322622 -0.479651
115.9 0.81616 0.324887 -0.477841
115.95 0.816323 0.327142 -0.476019
116.0 0.816487 0.329387 -0.474187
116.05 0.81665 0.331622 -0.472345
116.1 0.816813 0.333847 -0.470492
116.15 0.816976 0.336062 -0.468628
116.2 0.817139 0.338266 -0.466755
116.25 0.817302 0.340461 -0.464871
