#:t M1mx M1my M1mz
251.9 0.985899 0.166977 0.0110664
251.95 0.985912 0.16684 0.0118958
252.0 0.985926 0.166698 0.0127242
252.05 0.98594 0.166552 0.0135514
252.1 0.985953 0.166402 0.0143774
252.15 0.985967 0.166248 0.0152024
252.2 0.98598 0.16609 0.0160261
252.25 0.985994 0.165928 0.0168486
252.3 0.986008 0.165762 0.01767
252.35 0.986021 0.165592 0.0184901
252.4 0.986035 0.165418 0.0193089
252.45 0.986048 0.165239 0.0201265
252.5 0.986062 0.165057 0.0209427
252.55 0.986075 0.164871 0.0217577
252.6 0.986089 0.164681 0.0225713
252.65 0.986102 0.164487 0.0233836
252.7 0.986116 0.164289 0.0241945
252.75 0.986129 0.164087 0.025004
252.8 0.986142 0.163881 0.0258121
252.85 0.986156 0.163671 0.0266187
252.9 0.986169 0.163457 0.0274239
252.95 0.986183 0.163239 0.0282277
253.0 0.986196 0.163017 0.02903
253.05 0.986209 0.162792 0.0298307
253.1 0.986223 0.162562 0.03063
253.15 0.986236 0.162329 0.0314277
253.2 0.986249 0.162092 0.0322238
253.25 0.986263 0.161851 0.0330184
253.3 0.986276 0.161606 0.0338113
253.35 0.986289 0.161357 0.0346027
253.4 0.986303 0.161104 0.0353924
253.45 0.986316 0.160848 0.0361804
253.5 0.986329 0.160588 0.0369668
253.55 0.986342 0.160323 0.0377515
253.6 0.986356 0.160056 0.0385345
253.65 0.986369 0.159784 0.0393157
253.7 0.986382 0.159508 0.0400953
253.75 0.986395 0.159229 0.040873
253.8 0.986408 0.158946 0.041649
253.85 0.986422 0.15866 0.0424232
253.9 0.986435 0.158369 0.0431955
253.95 0.986448 0.158075 0.0439661
254.0 0.986461 0.157777 0.0447347
254.05 0.986474 0.157476 0.0455015
254.1 0.986487 0.15717 0.0462665
254.15 0.9865 0.156862 0.0470295
254.2 0.986513 0.156549 0.0477906
254.25 0.986526 0.156233 0.0485497
254.3 0.986539 0.155913 0.0493069
254.35 0.986552 0.155589 0.0500621
254.4 0.986565 0.155262 0.0508154
254.45 0.986578 0.154932 0.0515666
254.5 0.986591 0.154597 0.0523158
254.55 0.986604 0.154259 0.053063
254.6 0.986617 0.153918 0.0538081
254.65 0.98663 0.153573 0.0545511
254.7 0.986643 0.153224 0.055292
254.75 0.986656 0.152872 0.0560309
254.8 0.986669 0.152517 0.0567676
254.85 0.986682 0.152157 0.0575021
254.9 0.986695 0.151795 0.0582345
254.95 0.986708 0.151429 0.0589647
255.0 0.986721 0.151059 0.0596928
255.05 0.986734 0.150686 0.0604186
255.1 0.986747 0.15031 0.0611422
255.15 0.986759 0.14993 0.0618636
255.2 0.986772 0.149546 0.0625827
255.25 0.986785 0.14916 0.0632995
255.3 0.986798 0.148769 0.064014
255.35 0.986811 0.148376 0.0647263
255.4 0.986823 0.147979 0.0654362
255.45 0.986836 0.147579 0.0661438
255.5 0.986849 0.147175 0.066849
255.55 0.986862 0.146768 0.0675519
255.6 0.986874 0.146358 0.0682524
255.65 0.986887 0.145945 0.0689505
255.7 0.9869 0.145528 0.0696462
255.75 0.986912 0.145108 0.0703394
255.8 0.986925 0.144684 0.0710302
255.85 0.986938 0.144258 0.0717186
255.9 0.98695 0.143828 0.0724044
255.95 0.986963 0.143395 0.0730878
256.0 0.986976 0.142959 0.0737687
256.05 0.986988 0.142519 0.0744471
256.1 0.987001 0.142077 0.0751229
256.15 0.987014 0.141631 0.0757962
256.2 0.987026 0.141182 0.0764669
256.25 0.987039 0.14073 0.077135
256.3 0.987051 0.140275 0.0778006
256.35 0.987064 0.139816 0.0784636
256.4 0.987076 0.139355 0.0791239
256.45 0.987089 0.13889 0.0797816
256.5 0.987101 0.138423 0.0804366
256.55 0.987114 0.137952 0.081089
256.6 0.987126 0.137479 0.0817387
256.65 0.987139 0.137002 0.0823858
256.7 0.987151 0.136523 0.0830301
256.75 0.987164 0.13604 0.0836717
256.8 0.987176 0.135555 0.0843106
256.85 0.987189 0.135066 0.0849467
256.9 0.987201 0.134575 0.0855801
256.95 0.987213 0.13408 0.0862107
257.0 0.987226 0.133583 0.0868385
257.05 0.987238 0.133083 0.0874635
257.1 0.98725 0.13258 0.0880857
257.15 0.987263 0.132074 0.0887051
257.2 0.987275 0.131565 0.0893217
257.25 0.987288 0.131053 0.0899354
257.3 0.9873 0.130539 0.0905462
257.35 0.987312 0.130022 0.0911542
257.4 0.987324 0.129502 0.0917593
257.45 0.987337 0.128979 0.0923614
257.5 0.987349 0.128454 0.0929607
257.55 0.987361 0.127925 0.0935571
257.6 0.987373 0.127394 0.0941505
257.65 0.987386 0.126861 0.0947409
257.7 0.987398 0.126324 0.0953284
257.75 0.98741 0.125785 0.095913
257.8 0.987422 0.125243 0.0964945
257.85 0.987435 0.124699 0.097073
257.9 0.987447 0.124152 0.0976486
257.95 0.987459 0.123603 0.0982211
258.0 0.987471 0.12305 0.0987906
258.05 0.987483 0.122496 0.099357
258.1 0.987495 0.121938 0.0999204
258.15 0.987507 0.121379 0.100481
258.2 0.98752 0.120816 0.101038
258.25 0.987532 0.120251 0.101592
258.3 0.987544 0.119684 0.102143
258.35 0.987556 0.119114 0.102691
258.4 0.987568 0.118542 0.103236
258.45 0.98758 0.117967 0.103778
258.5 0.987592 0.11739 0.104316
258.55 0.987604 0.11681 0.104852
258.6 0.987616 0.116228 0.105384
258.65 0.987628 0.115644 0.105913
258.7 0.98764 0.115057 0.106439
258.75 0.987652 0.114468 0.106962
258.8 0.987664 0.113877 0.107481
258.85 0.987676 0.113283 0.107997
258.9 0.987688 0.112687 0.10851
258.95 0.9877 0.112089 0.10902
259.0 0.987712 0.111488 0.109527
259.05 0.987724 0.110886 0.11003
259.1 0.987735 0.110281 0.11053
259.15 0.987747 0.109674 0.111027
259.2 0.987759 0.109064 0.11152
259.25 0.987771 0.108453 0.112011
259.3 0.987783 0.107839 0.112498
259.35 0.987795 0.107223 0.112981
259.4 0.987807 0.106605 0.113461
259.45 0.987818 0.105985 0.113938
259.5 0.98783 0.105363 0.114412
259.55 0.987842 0.104739 0.114882
259.6 0.987854 0.104113 0.115349
259.65 0.987866 0.103485 0.115813
259.7 0.987877 0.102855 0.116273
259.75 0.987889 0.102222 0.11673
259.8 0.987901 0.101588 0.117183
259.85 0.987912 0.100952 0.117633
259.9 0.987924 0.100314 0.11808
259.95 0.987936 0.0996741 0.118523
260.0 0.987948 0.0990322 0.118963
260.05 0.987959 0.0983885 0.119399
260.1 0.987971 0.0977428 0.119832
260.15 0.987983 0.0970954 0.120262
260.2 0.987994 0.0964461 0.120688
260.25 0.988006 0.095795 0.12111
260.3 0.988018 0.095142 0.121529
260.35 0.988029 0.0944874 0.121945
260.4 0.988041 0.0938309 0.122357
260.45 0.988052 0.0931728 0.122766
260.5 0.988064 0.0925129 0.123171
260.55 0.988075 0.0918513 0.123573
260.6 0.988087 0.091188 0.123971
260.65 0.988099 0.0905231 0.124365
260.7 0.98811 0.0898565 0.124757
260.75 0.988122 0.0891883 0.125144
260.8 0.988133 0.0885185 0.125528
260.85 0.988145 0.0878471 0.125909
260.9 0.988156 0.0871741 0.126286
260.95 0.988168 0.0864996 0.126659
261.0 0.988179 0.0858236 0.127029
261.05 0.988191 0.085146 0.127395
261.1 0.988202 0.0844669 0.127758
261.15 0.988213 0.0837864 0.128117
261.2 0.988225 0.0831043 0.128473
261.25 0.988236 0.0824209 0.128825
261.3 0.988248 0.081736 0.129173
261.35 0.988259 0.0810497 0.129518
261.4 0.98827 0.0803621 0.129859
261.45 0.988282 0.079673 0.130197
261.5 0.988293 0.0789827 0.130531
261.55 0.988305 0.078291 0.130861
261.6 0.988316 0.0775979 0.131188
261.65 0.988327 0.0769036 0.131511
261.7 0.988339 0.0762081 0.131831
261.75 0.98835 0.0755112 0.132147
261.8 0.988361 0.0748132 0.132459
261.85 0.988372 0.0741139 0.132767
261.9 0.988384 0.0734134 0.133072
261.95 0.988395 0.0727117 0.133373
262.0 0.988406 0.0720089 0.133671
262.05 0.988417 0.0713049 0.133965
262.1 0.988429 0.0705998 0.134255
262.15 0.98844 0.0698937 0.134542
262.2 0.988451 0.0691864 0.134825
262.25 0.988462 0.068478 0.135104
262.3 0.988473 0.0677687 0.13538
262.35 0.988485 0.0670583 0.135652
262.4 0.988496 0.0663468 0.13592
262.45 0.988507 0.0656344 0.136184
262.5 0.988518 0.064921 0.136445
262.55 0.988529 0.0642067 0.136702
262.6 0.98854 0.0634914 0.136956
262.65 0.988551 0.0627753 0.137205
262.7 0.988563 0.0620582 0.137451
262.75 0.988574 0.0613402 0.137694
262.8 0.988585 0.0606214 0.137932
262.85 0.988596 0.0599018 0.138167
262.9 0.988607 0.0591813 0.138398
262.95 0.988618 0.0584601 0.138626
263.0 0.988629 0.057738 0.13885
263.05 0.98864 0.0570152 0.13907
263.1 0.988651 0.0562917 0.139286
263.15 0.988662 0.0555674 0.139498
263.2 0.988673 0.0548424 0.139707
263.25 0.988684 0.0541168 0.139912
263.3 0.988695 0.0533904 0.140114
263.35 0.988706 0.0526635 0.140311
263.4 0.988717 0.0519359 0.140505
263.45 0.988728 0.0512076 0.140696
263.5 0.988739 0.0504788 0.140882
263.55 0.98875 0.0497494 0.141065
263.6 0.98876 0.0490195 0.141244
263.65 0.988771 0.0482891 0.141419
263.7 0.988782 0.0475581 0.14159
263.75 0.988793 0.0468266 0.141758
263.8 0.988804 0.0460946 0.141922
263.85 0.988815 0.0453622 0.142082
263.9 0.988826 0.0446294 0.142239
263.95 0.988837 0.0438961 0.142392
264.0 0.988847 0.0431624 0.142541
264.05 0.988858 0.0424284 0.142686
264.1 0.988869 0.041694 0.142828
264.15 0.98888 0.0409592 0.142965
264.2 0.988891 0.0402241 0.143099
264.25 0.988901 0.0394887 0.14323
264.3 0.988912 0.038753 0.143356
264.35 0.988923 0.0380171 0.143479
264.4 0.988934 0.0372809 0.143598
264.45 0.988944 0.0365444 0.143714
264.5 0.988955 0.0358078 0.143825
264.55 0.988966 0.0350709 0.143933
264.6 0.988976 0.0343339 0.144037
264.65 0.988987 0.0335967 0.144138
264.7 0.988998 0.0328594 0.144234
264.75 0.989008 0.032122 0.144327
264.8 0.989019 0.0313845 0.144417
264.85 0.98903 0.0306469 0.144502
264.9 0.98904 0.0299092 0.144584
264.95 0.989051 0.0291715 0.144662
265.0 0.989062 0.0284337 0.144736
265.05 0.989072 0.027696 0.144807
265.1 0.989083 0.0269582 0.144873
265.15 0.989093 0.0262205 0.144937
265.2 0.989104 0.0254829 0.144996
265.25 0.989115 0.0247453 0.145052
265.3 0.989125 0.0240078 0.145104
265.35 0.989136 0.0232704 0.145152
265.4 0.989146 0.0225331 0.145196
265.45 0.989157 0.021796 0.145237
265.5 0.989167 0.021059 0.145274
265.55 0.989178 0.0203222 0.145308
265.6 0.989188 0.0195856 0.145337
265.65 0.989199 0.0188492 0.145363
265.7 0.989209 0.0181131 0.145386
265.75 0.98922 0.0173772 0.145404
265.8 0.98923 0.0166416 0.145419
265.85 0.989241 0.0159063 0.14543
265.9 0.989251 0.0151712 0.145438
265.95 0.989261 0.0144365 0.145442
266.0 0.989272 0.0137022 0.145442
266.05 0.989282 0.0129682 0.145439
266.1 0.989293 0.0122346 0.145431
266.15 0.989303 0.0115014 0.145421
266.2 0.989313 0.0107686 0.145406
266.25 0.989324 0.0100362 0.145388
266.3 0.989334 0.0093043 0.145366
266.35 0.989345 0.00857287 0.145341
266.4 0.989355 0.00784192 0.145312
266.45 0.989365 0.00711148 0.145279
266.5 0.989375 0.00638157 0.145243
266.55 0.989386 0.00565219 0.145203
266.6 0.989396 0.00492338 0.145159
266.65 0.989406 0.00419515 0.145112
266.7 0.989417 0.00346751 0.145061
266.75 0.989427 0.00274049 0.145007
266.8 0.989437 0.0020141 0.144949
266.85 0.989447 0.00128836 0.144887
266.9 0.989458 0.000563292 0.144822
266.95 0.989468 -0.000161094 0.144753
267.0 0.989478 -0.000884778 0.14468
267.05 0.989488 -0.00160774 0.144604
267.1 0.989498 -0.00232997 0.144525
267.15 0.989509 -0.00305143 0.144441
267.2 0.989519 -0.00377213 0.144355
267.25 0.989529 -0.00449204 0.144264
267.3 0.989539 -0.00521113 0.14417
267.35 0.989549 -0.00592941 0.144073
267.4 0.989559 -0.00664684 0.143972
267.45 0.98957 -0.00736341 0.143868
267.5 0.98958 -0.0080791 0.143759
267.55 0.98959 -0.0087939 0.143648
267.6 0.9896 -0.00950778 0.143533
267.65 0.98961 -0.0102207 0.143414
267.7 0.98962 -0.0109328 0.143292
267.75 0.98963 -0.0116438 0.143167
267.8 0.98964 -0.0123539 0.143037
267.85 0.98965 -0.0130629 0.142905
267.9 0.98966 -0.013771 0.142769
267.95 0.98967 -0.014478 0.142629
268.0 0.98968 -0.015184 0.142486
268.05 0.98969 -0.0158889 0.14234
268.1 0.9897 -0.0165927 0.14219
268.15 0.98971 -0.0172955 0.142037
268.2 0.98972 -0.0179971 0.14188
268.25 0.98973 -0.0186976 0.141719
268.3 0.98974 -0.0193969 0.141556
268.35 0.98975 -0.0200951 0.141389
268.4 0.98976 -0.0207921 0.141218
268.45 0.98977 -0.0214879 0.141044
268.5 0.98978 -0.0221825 0.140867
268.55 0.98979 -0.0228758 0.140686
268.6 0.9898 -0.0235679 0.140502
268.65 0.98981 -0.0242588 0.140315
268.7 0.98982 -0.0249483 0.140124
268.75 0.989829 -0.0256366 0.13993
268.8 0.989839 -0.0263236 0.139733
268.85 0.989849 -0.0270092 0.139532
268.9 0.989859 -0.0276935 0.139328
268.95 0.989869 -0.0283764 0.13912
269.0 0.989879 -0.0290579 0.138909
269.05 0.989888 -0.0297381 0.138695
269.1 0.989898 -0.0304169 0.138478
269.15 0.989908 -0.0310942 0.138257
269.2 0.989918 -0.0317701 0.138033
269.25 0.989928 -0.0324445 0.137806
269.3 0.989937 -0.0331175 0.137576
269.35 0.989947 -0.0337889 0.137342
269.4 0.989957 -0.0344589 0.137105
269.45 0.989967 -0.0351274 0.136865
269.5 0.989976 -0.0357943 0.136621
269.55 0.989986 -0.0364597 0.136375
269.6 0.989996 -0.0371235 0.136125
269.65 0.990006 -0.0377857 0.135872
269.7 0.990015 -0.0384464 0.135616
269.75 0.990025 -0.0391054 0.135356
269.8 0.990035 -0.0397628 0.135094
269.85 0.990044 -0.0404186 0.134828
269.9 0.990054 -0.0410727 0.134559
269.95 0.990064 -0.0417252 0.134287
270.0 0.990073 -0.042376 0.134012
270.05 0.990083 -0.043025 0.133734
270.1 0.990093 -0.0436724 0.133452
270.15 0.990102 -0.044318 0.133168
270.2 0.990112 -0.0449619 0.13288
270.25 0.990121 -0.045604 0.13259
270.3 0.990131 -0.0462444 0.132296
270.35 0.99014 -0.046883 0.131999
270.4 0.99015 -0.0475198 0.1317
270.45 0.99016 -0.0481547 0.131397
270.5 0.990169 -0.0487878 0.131091
270.55 0.990179 -0.0494191 0.130782
270.6 0.990188 -0.0500486 0.13047
270.65 0.990198 -0.0506761 0.130155
270.7 0.990207 -0.0513018 0.129837
270.75 0.990217 -0.0519256 0.129517
270.8 0.990226 -0.0525474 0.129193
270.85 0.990236 -0.0531674 0.128866
270.9 0.990245 -0.0537854 0.128536
270.95 0.990255 -0.0544014 0.128204
271.0 0.990264 -0.0550155 0.127868
271.05 0.990274 -0.0556276 0.12753
271.1 0.990283 -0.0562376 0.127189
271.15 0.990292 -0.0568457 0.126844
271.2 0.990302 -0.0574518 0.126497
271.25 0.990311 -0.0580558 0.126147
271.3 0.990321 -0.0586578 0.125795
271.35 0.99033 -0.0592577 0.125439
271.4 0.990339 -0.0598555 0.125081
271.45 0.990349 -0.0604513 0.124719
271.5 0.990358 -0.0610449 0.124355
271.55 0.990368 -0.0616365 0.123988
271.6 0.990377 -0.0622259 0.123619
271.65 0.990386 -0.0628131 0.123246
271.7 0.990396 -0.0633983 0.122871
271.75 0.990405 -0.0639812 0.122493
271.8 0.990414 -0.064562 0.122113
271.85 0.990423 -0.0651405 0.12173
271.9 0.990433 -0.0657169 0.121343
271.95 0.990442 -0.0662911 0.120955
272.0 0.990451 -0.066863 0.120563
272.05 0.990461 -0.0674327 0.120169
272.1 0.99047 -0.0680001 0.119773
272.15 0.990479 -0.0685653 0.119373
272.2 0.990488 -0.0691282 0.118971
272.25 0.990498 -0.0696888 0.118567
272.3 0.990507 -0.0702471 0.11816
272.35 0.990516 -0.0708031 0.11775
272.4 0.990525 -0.0713568 0.117337
272.45 0.990534 -0.0719081 0.116922
272.5 0.990544 -0.0724571 0.116505
272.55 0.990553 -0.0730037 0.116085
272.6 0.990562 -0.0735479 0.115662
272.65 0.990571 -0.0740898 0.115237
272.7 0.99058 -0.0746293 0.11481
272.75 0.990589 -0.0751664 0.11438
272.8 0.990598 -0.075701 0.113947
272.85 0.990608 -0.0762332 0.113512
272.9 0.990617 -0.076763 0.113075
272.95 0.990626 -0.0772903 0.112635
273.0 0.990635 -0.0778152 0.112193
273.05 0.990644 -0.0783376 0.111748
273.1 0.990653 -0.0788575 0.111301
273.15 0.990662 -0.079375 0.110852
273.2 0.990671 -0.0798899 0.1104
273.25 0.99068 -0.0804023 0.109946
273.3 0.990689 -0.0809122 0.109489
273.35 0.990698 -0.0814195 0.10903
273.4 0.990707 -0.0819243 0.108569
273.45 0.990716 -0.0824266 0.108106
273.5 0.990725 -0.0829263 0.10764
273.55 0.990734 -0.0834234 0.107172
273.6 0.990743 -0.0839179 0.106702
273.65 0.990752 -0.0844098 0.106229
273.7 0.990761 -0.0848991 0.105755
273.75 0.99077 -0.0853858 0.105278
273.8 0.990779 -0.0858699 0.104799
273.85 0.990788 -0.0863513 0.104317
273.9 0.990797 -0.0868301 0.103834
273.95 0.990806 -0.0873062 0.103348
274.0 0.990815 -0.0877797 0.102861
274.05 0.990824 -0.0882505 0.102371
274.1 0.990833 -0.0887186 0.101879
274.15 0.990842 -0.089184 0.101385
274.2 0.990851 -0.0896467 0.100888
274.25 0.99086 -0.0901068 0.10039
274.3 0.990868 -0.090564 0.0998899
274.35 0.990877 -0.0910186 0.0993876
274.4 0.990886 -0.0914704 0.0988832
274.45 0.990895 -0.0919195 0.0983768
274.5 0.990904 -0.0923658 0.0978685
274.55 0.990913 -0.0928094 0.0973581
274.6 0.990921 -0.0932502 0.0968458
274.65 0.99093 -0.0936882 0.0963316
274.7 0.990939 -0.0941234 0.0958154
274.75 0.990948 -0.0945558 0.0952973
274.8 0.990957 -0.0949854 0.0947772
274.85 0.990965 -0.0954122 0.0942553
274.9 0.990974 -0.0958362 0.0937316
274.95 0.990983 -0.0962574 0.0932059
275.0 0.990992 -0.0966757 0.0926784
275.05 0.991 -0.0970911 0.0921491
275.1 0.991009 -0.0975038 0.091618
275.15 0.991018 -0.0979135 0.091085
275.2 0.991027 -0.0983204 0.0905503
275.25 0.991035 -0.0987244 0.0900138
275.3 0.991044 -0.0991255 0.0894756
275.35 0.991053 -0.0995238 0.0889356
275.4 0.991061 -0.0999191 0.0883939
275.45 0.99107 -0.100312 0.0878505
275.5 0.991079 -0.100701 0.0873053
275.55 0.991087 -0.101088 0.0867586
275.6 0.991096 -0.101471 0.0862101
275.65 0.991105 -0.101852 0.08566
275.7 0.991113 -0.10223 0.0851083
275.75 0.991122 -0.102605 0.0845549
275.8 0.991131 -0.102977 0.084
275.85 0.991139 -0.103346 0.0834435
275.9 0.991148 -0.103712 0.0828854
275.95 0.991156 -0.104075 0.0823257
276.0 0.991165 -0.104435 0.0817645
276.05 0.991174 -0.104792 0.0812018
276.1 0.991182 -0.105146 0.0806376
276.15 0.991191 -0.105497 0.0800719
276.2 0.991199 -0.105845 0.0795047
276.25 0.991208 -0.10619 0.0789361
276.3 0.991216 -0.106532 0.078366
276.35 0.991225 -0.106871 0.0777945
276.4 0.991233 -0.107207 0.0772215
276.45 0.991242 -0.10754 0.0766472
276.5 0.99125 -0.10787 0.0760715
276.55 0.991259 -0.108197 0.0754944
276.6 0.991267 -0.10852 0.074916
276.65 0.991276 -0.108841 0.0743363
276.7 0.991284 -0.109159 0.0737552
276.75 0.991293 -0.109474 0.0731728
276.8 0.991301 -0.109785 0.0725892
276.85 0.99131 -0.110094 0.0720043
276.9 0.991318 -0.110399 0.0714181
276.95 0.991326 -0.110701 0.0708307
277.0 0.991335 -0.111001 0.070242
277.05 0.991343 -0.111297 0.0696522
277.1 0.991352 -0.11159 0.0690612
277.15 0.99136 -0.11188 0.068469
277.2 0.991369 -0.112167 0.0678756
277.25 0.991377 -0.112451 0.0672811
277.3 0.991385 -0.112731 0.0666855
277.35 0.991394 -0.113009 0.0660888
277.4 0.991402 -0.113283 0.065491
277.45 0.99141 -0.113554 0.0648921
277.5 0.991419 -0.113822 0.0642921
277.55 0.991427 -0.114088 0.0636911
277.6 0.991435 -0.114349 0.0630891
277.65 0.991444 -0.114608 0.0624861
277.7 0.991452 -0.114864 0.0618821
277.75 0.99146 -0.115116 0.061277
277.8 0.991469 -0.115365 0.0606711
277.85 0.991477 -0.115612 0.0600642
277.9 0.991485 -0.115855 0.0594563
277.95 0.991493 -0.116094 0.0588475
278.0 0.991502 -0.116331 0.0582379
278.05 0.99151 -0.116565 0.0576274
278.1 0.991518 -0.116795 0.0570159
278.15 0.991526 -0.117022 0.0564037
278.2 0.991535 -0.117246 0.0557906
278.25 0.991543 -0.117467 0.0551767
278.3 0.991551 -0.117684 0.054562
278.35 0.991559 -0.117899 0.0539465
278.4 0.991567 -0.11811 0.0533303
278.45 0.991576 -0.118318 0.0527133
278.5 0.991584 -0.118523 0.0520955
278.55 0.991592 -0.118725 0.0514771
278.6 0.9916 -0.118923 0.0508579
278.65 0.991608 -0.119119 0.0502381
278.7 0.991616 -0.119311 0.0496176
278.75 0.991625 -0.1195 0.0489964
278.8 0.991633 -0.119685 0.0483746
278.85 0.991641 -0.119868 0.0477522
278.9 0.991649 -0.120047 0.0471292
278.95 0.991657 -0.120223 0.0465055
279.0 0.991665 -0.120396 0.0458814
279.05 0.991673 -0.120566 0.0452566
279.1 0.991681 -0.120732 0.0446313
279.15 0.991689 -0.120896 0.0440055
279.2 0.991697 -0.121056 0.0433792
279.25 0.991705 -0.121212 0.0427524
279.3 0.991714 -0.121366 0.0421252
279.35 0.991722 -0.121516 0.0414974
279.4 0.99173 -0.121664 0.0408693
279.45 0.991738 -0.121808 0.0402407
279.5 0.991746 -0.121948 0.0396117
279.55 0.991754 -0.122086 0.0389823
279.6 0.991762 -0.12222 0.0383525
279.65 0.99177 -0.122351 0.0377224
279.7 0.991778 -0.122479 0.0370919
279.75 0.991786 -0.122604 0.0364611
279.8 0.991794 -0.122726 0.03583
279.85 0.991802 -0.122844 0.0351986
279.9 0.99181 -0.122959 0.0345669
279.95 0.991818 -0.123071 0.033935
280.0 0.991825 -0.123179 0.0333028
280.05 0.991833 -0.123285 0.0326704
280.1 0.991841 -0.123387 0.0320377
280.15 0.991849 -0.123486 0.0314049
280.2 0.991857 -0.123582 0.0307719
280.25 0.991865 -0.123674 0.0301387
280.3 0.991873 -0.123764 0.0295054
280.35 0.991881 -0.12385 0.028872
280.4 0.991889 -0.123933 0.0282384
280.45 0.991897 -0.124012 0.0276047
280.5 0.991905 -0.124089 0.0269709
280.55 0.991912 -0.124162 0.0263371
280.6 0.99192 -0.124232 0.0257032
280.65 0.991928 -0.124299 0.0250693
280.7 0.991936 -0.124363 0.0244354
280.75 0.991944 -0.124423 0.0238015
280.8 0.991952 -0.12448 0.0231675
280.85 0.991959 -0.124535 0.0225336
280.9 0.991967 -0.124585 0.0218998
280.95 0.991975 -0.124633 0.021266
281.0 0.991983 -0.124678 0.0206323
281.05 0.991991 -0.124719 0.0199986
281.1 0.991998 -0.124757 0.0193651
281.15 0.992006 -0.124792 0.0187317
281.2 0.992014 -0.124824 0.0180985
281.25 0.992022 -0.124852 0.0174654
281.3 0.992029 -0.124878 0.0168325
281.35 0.992037 -0.1249 0.0161997
281.4 0.992045 -0.124919 0.0155672
281.45 0.992053 -0.124935 0.0149349
281.5 0.99206 -0.124947 0.0143028
281.55 0.992068 -0.124957 0.0136709
281.6 0.992076 -0.124963 0.0130394
281.65 0.992083 -0.124966 0.0124081
281.7 0.992091 -0.124966 0.0117771
281.75 0.992099 -0.124963 0.0111464
281.8 0.992106 -0.124957 0.0105161
281.85 0.992114 -0.124948 0.00988607
281.9 0.992122 -0.124935 0.00925643
281.95 0.992129 -0.124919 0.00862716
282.0 0.992137 -0.1249 0.00799829
282.05 0.992145 -0.124878 0.00736981
282.1 0.992152 -0.124853 0.00674177
282.15 0.99216 -0.124825 0.00611415
282.2 0.992168 -0.124794 0.00548699
282.25 0.992175 -0.124759 0.0048603
282.3 0.992183 -0.124722 0.0042341
282.35 0.99219 -0.124681 0.00360839
282.4 0.992198 -0.124637 0.00298319
282.45 0.992206 -0.12459 0.00235853
282.5 0.992213 -0.12454 0.00173441
282.55 0.992221 -0.124487 0.00111085
282.6 0.992228 -0.124431 0.00048786
282.65 0.992236 -0.124371 -0.000134535
282.7 0.992243 -0.124309 -0.000756324
282.75 0.992251 -0.124243 -0.00137749
282.8 0.992258 -0.124175 -0.00199803
282.85 0.992266 -0.124103 -0.00261791
282.9 0.992273 -0.124029 -0.00323713
282.95 0.992281 -0.123951 -0.00385566
283.0 0.992288 -0.12387 -0.0044735
283.05 0.992296 -0.123786 -0.00509063
283.1 0.992303 -0.123699 -0.00570704
283.15 0.992311 -0.123609 -0.0063227
283.2 0.992318 -0.123516 -0.00693761
283.25 0.992326 -0.12342 -0.00755175
283.3 0.992333 -0.123321 -0.0081651
283.35 0.992341 -0.123219 -0.00877765
283.4 0.992348 -0.123114 -0.00938939
283.45 0.992356 -0.123006 -0.0100003
283.5 0.992363 -0.122895 -0.0106104
283.55 0.99237 -0.122781 -0.0112196
283.6 0.992378 -0.122664 -0.0118279
283.65 0.992385 -0.122544 -0.0124354
283.7 0.992393 -0.122421 -0.0130419
283.75 0.9924 -0.122295 -0.0136475
283.8 0.992407 -0.122166 -0.0142522
283.85 0.992415 -0.122034 -0.014856
283.9 0.992422 -0.121899 -0.0154588
283.95 0.992429 -0.121762 -0.0160606
284.0 0.992437 -0.121621 -0.0166615
284.05 0.992444 -0.121477 -0.0172613
284.1 0.992451 -0.12133 -0.0178601
284.15 0.992459 -0.121181 -0.0184579
284.2 0.992466 -0.121029 -0.0190546
284.25 0.992473 -0.120873 -0.0196503
284.3 0.992481 -0.120715 -0.0202449
284.35 0.992488 -0.120554 -0.0208384
284.4 0.992495 -0.12039 -0.0214309
284.45 0.992503 -0.120223 -0.0220222
284.5 0.99251 -0.120053 -0.0226124
284.55 0.992517 -0.11988 -0.0232014
284.6 0.992524 -0.119705 -0.0237893
284.65 0.992532 -0.119526 -0.024376
284.7 0.992539 -0.119345 -0.0249615
284.75 0.992546 -0.119161 -0.0255459
284.8 0.992553 -0.118974 -0.026129
284.85 0.992561 -0.118785 -0.0267109
284.9 0.992568 -0.118592 -0.0272915
284.95 0.992575 -0.118397 -0.027871
285.0 0.992582 -0.118199 -0.0284491
285.05 0.99259 -0.117998 -0.029026
285.1 0.992597 -0.117794 -0.0296016
285.15 0.992604 -0.117587 -0.0301758
285.2 0.992611 -0.117378 -0.0307488
285.25 0.992618 -0.117166 -0.0313204
285.3 0.992625 -0.116951 -0.0318907
285.35 0.992633 -0.116734 -0.0324596
285.4 0.99264 -0.116514 -0.0330272
285.45 0.992647 -0.116291 -0.0335933
285.5 0.992654 -0.116065 -0.0341581
285.55 0.992661 -0.115837 -0.0347215
285.6 0.992668 -0.115605 -0.0352834
285.65 0.992675 -0.115372 -0.0358439
285.7 0.992683 -0.115135 -0.036403
285.75 0.99269 -0.114896 -0.0369606
285.8 0.992697 -0.114654 -0.0375167
285.85 0.992704 -0.11441 -0.0380713
285.9 0.992711 -0.114162 -0.0386245
