#:x y Ey Bx Bz
0 0 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
2 0 0.000000 0.000000 0.000000
3 0 0.000000 0.000000 0.000000
4 0 0.000000 0.000000 0.000000
5 0 0.000000 0.000000 0.000000
6 0 0.000000 0.000000 0.000000
7 0 0.000000 0.000000 0.000000
8 0 0.000000 0.000000 0.000000
9 0 0.000000 0.000000 0.000000
10 0 0.000000 0.000000 0.000000
11 0 0.000000 0.000000 0.000000
12 0 0.000000 0.000000 0.000000
13 0 0.000000 0.000000 0.000000
14 0 0.000000 0.000000 0.000000
15 0 0.000000 0.000000 0.000000
16 0 0.000000 0.000000 0.000000
17 0 0.000000 0.000000 0.000000
18 0 0.000000 0.000000 0.000000
19 0 0.000000 0.000000 0.000000

0 1 0.000001 0.000004 0.000000
1 1 0.000000 0.000001 0.000000
2 1 0.000000 0.000000 0.000000
3 1 0.000000 0.000000 0.000000
4 1 0.000000 0.000000 0.000000
5 1 0.000000 0.000000 0.000000
6 1 0.000000 0.000000 0.000000
7 1 0.000000 0.000000 0.000000
8 1 0.000000 0.000000 0.000000
9 1 0.000000 0.000000 0.000000
10 1 0.000000 0.000000 0.000000
11 1 0.000000 0.000000 0.000000
12 1 0.000000 0.000000 0.000000
13 1 0.000000 0.000000 0.000000
14 1 0.000000 0.000000 0.000000
15 1 0.000000 0.000000 0.000000
16 1 0.000000 0.000000 0.000000
17 1 0.000000 0.000000 0.000000
18 1 0.000000 0.000000 0.000000
19 1 0.000000 0.000000 0.000000

0 2 0.000017 0.000095 0.000004
1 2 0.000004 0.000027 0.000001
2 2 0.000000 0.000003 0.000000
3 2 0.000000 0.000000 0.000000
4 2 0.000000 0.000000 0.000000
5 2 0.000000 0.000000 0.000000
6 2 0.000000 0.000000 0.000000
7 2 0.000000 0.000000 0.000000
8 2 0.000000 0.000000 0.000000
9 2 0.000000 0.000000 0.000000
10 2 0.000000 0.000000 0.000000
11 2 0.000000 0.000000 0.000000
12 2 0.000000 0.000000 0.000000
13 2 0.000000 0.000000 0.000000
14 2 0.000000 0.000000 0.000000
15 2 0.000000 0.000000 0.000000
16 2 0.000000 0.000000 0.000000
17 2 0.000000 0.000000 0.000000
18 2 0.000000 0.000000 0.000000
19 2 0.000000 0.000000 0.000000

0 3 0.000328 0.001368 0.000071
1 3 0.000102 0.000477 0.000025
2 3 0.000014 0.000077 0.000003
3 3 0.000001 0.000007 0.000000
4 3 0.000000 0.000000 0.000000
5 3 0.000000 0.000000 0.000000
6 3 0.000000 0.000000 0.000000
7 3 0.000000 0.000000 0.000000
8 3 0.000000 0.000000 0.000000
9 3 0.000000 0.000000 0.000000
10 3 0.000000 0.000000 0.000000
11 3 0.000000 0.000000 0.000000
12 3 0.000000 0.000000 0.000000
13 3 0.000000 0.000000 0.000000
14 3 0.000000 0.000000 0.000000
15 3 0.000000 0.000000 0.000000
16 3 0.000000 0.000000 0.000000
17 3 0.000000 0.000000 0.000000
18 3 0.000000 0.000000 0.000000
19 3 0.000000 0.000000 0.000000

0 4 0.004255 0.013000 0.000963
1 4 0.001641 0.005476 0.000424
2 4 0.000292 0.001119 0.000074
3 4 0.000027 0.000126 0.000007
4 4 0.000001 0.000008 0.000000
5 4 0.000000 0.000000 0.000000
6 4 0.000000 0.000000 0.000000
7 4 0.000000 0.000000 0.000000
8 4 0.000000 0.000000 0.000000
9 4 0.000000 0.000000 0.000000
10 4 0.000000 0.000000 0.000000
11 4 0.000000 0.000000 0.000000
12 4 0.000000 0.000000 0.000000
13 4 0.000000 0.000000 0.000000
14 4 0.000000 0.000000 0.000000
15 4 0.000000 0.000000 0.000000
16 4 0.000000 0.000000 0.000000
17 4 0.000000 0.000000 0.000000
18 4 0.000000 0.000000 0.000000
19 4 0.000000 0.000000 0.000000

0 5 0.035051 0.077030 0.008486
1 5 0.016803 0.039128 0.004781
2 5 0.003874 0.010091 0.001067
3 5 0.000479 0.001446 0.000124
4 5 0.000034 0.000124 0.000008
5 5 0.000001 0.000007 0.000000
6 5 0.000000 0.000000 0.000000
7 5 0.000000 0.000000 0.000000
8 5 0.000000 0.000000 0.000000
9 5 0.000000 0.000000 0.000000
10 5 0.000000 0.000000 0.000000
11 5 0.000000 0.000000 0.000000
12 5 0.000000 0.000000 0.000000
13 5 0.000000 0.000000 0.000000
14 5 0.000000 0.000000 0.000000
15 5 0.000000 0.000000 0.000000
16 5 0.000000 0.000000 0.000000
17 5 0.000000 0.000000 0.000000
18 5 0.000000 0.000000 0.000000
19 5 0.000000 0.000000 0.000000

0 6 0.170827 0.261953 0.046389
1 6 0.103523 0.160549 0.033819
2 6 0.031394 0.052871 0.009711
3 6 0.005089 0.009711 0.001446
4 6 0.000479 0.001067 0.000126
5 6 0.000027 0.000074 0.000007
6 6 0.000001 0.000003 0.000000
7 6 0.000000 0.000000 0.000000
8 6 0.000000 0.000000 0.000000
9 6 0.000000 0.000000 0.000000
10 6 0.000000 0.000000 0.000000
11 6 0.000000 0.000000 0.000000
12 6 0.000000 0.000000 0.000000
13 6 0.000000 0.000000 0.000000
14 6 0.000000 0.000000 0.000000
15 6 0.000000 0.000000 0.000000
16 6 0.000000 0.000000 0.000000
17 6 0.000000 0.000000 0.000000
18 6 0.000000 0.000000 0.000000
19 6 0.000000 0.000000 0.000000

0 7 0.432374 0.457045 0.147793
1 7 0.348589 0.330049 0.141496
2 7 0.145253 0.141496 0.052871
3 7 0.031394 0.033819 0.010091
4 7 0.003874 0.004781 0.001119
5 7 0.000292 0.000424 0.000077
6 7 0.000014 0.000025 0.000003
7 7 0.000000 0.000001 0.000000
8 7 0.000000 0.000000 0.000000
9 7 0.000000 0.000000 0.000000
10 7 0.000000 0.000000 0.000000
11 7 0.000000 0.000000 0.000000
12 7 0.000000 0.000000 0.000000
13 7 0.000000 0.000000 0.000000
14 7 0.000000 0.000000 0.000000
15 7 0.000000 0.000000 0.000000
16 7 0.000000 0.000000 0.000000
17 7 0.000000 0.000000 0.000000
18 7 0.000000 0.000000 0.000000
19 7 0.000000 0.000000 0.000000

0 8 0.431206 0.414197 0.274789
1 8 0.556117 0.274789 0.330049
2 8 0.348589 0.147793 0.160549
3 8 0.103523 0.046389 0.039128
4 8 0.016803 0.008486 0.005476
5 8 0.001641 0.000963 0.000477
6 8 0.000102 0.000071 0.000027
7 8 0.000004 0.000004 0.000001
8 8 0.000000 0.000000 0.000000
9 8 0.000000 0.000000 0.000000
10 8 0.000000 0.000000 0.000000
11 8 0.000000 0.000000 0.000000
12 8 0.000000 0.000000 0.000000
13 8 0.000000 0.000000 0.000000
14 8 0.000000 0.000000 0.000000
15 8 0.000000 0.000000 0.000000
16 8 0.000000 0.000000 0.000000
17 8 0.000000 0.000000 0.000000
18 8 0.000000 0.000000 0.000000
19 8 0.000000 0.000000 0.000000

0 9 -0.063611 0.000000 0.414197
1 9 0.431206 0.000000 0.457045
2 9 0.432374 0.000000 0.261953
3 9 0.170827 0.000000 0.077030
4 9 0.035051 0.000000 0.013000
5 9 0.004255 0.000000 0.001368
6 9 0.000328 0.000000 0.000095
7 9 0.000017 0.000000 0.000004
8 9 0.000001 0.000000 0.000000
9 9 0.000000 0.000000 0.000000
10 9 0.000000 0.000000 0.000000
11 9 0.000000 0.000000 0.000000
12 9 0.000000 0.000000 0.000000
13 9 0.000000 0.000000 0.000000
14 9 0.000000 0.000000 0.000000
15 9 0.000000 0.000000 0.000000
16 9 0.000000 0.000000 0.000000
17 9 0.000000 0.000000 0.000000
18 9 0.000000 0.000000 0.000000
19 9 0.000000 0.000000 0.000000

0 10 -0.063611 -0.414197 0.414197
1 10 0.431206 -0.274789 0.457045
2 10 0.432374 -0.147793 0.261953
3 10 0.170827 -0.046389 0.077030
4 10 0.035051 -0.008486 0.013000
5 10 0.004255 -0.000963 0.001368
6 10 0.000328 -0.000071 0.000095
7 10 0.000017 -0.000004 0.000004
8 10 0.000001 -0.000000 0.000000
9 10 0.000000 -0.000000 0.000000
10 10 0.000000 -0.000000 0.000000
11 10 0.000000 -0.000000 0.000000
12 10 0.000000 -0.000000 0.000000
13 10 0.000000 0.000000 0.000000
14 10 0.000000 0.000000 0.000000
15 10 0.000000 0.000000 0.000000
16 10 0.000000 0.000000 0.000000
17 10 0.000000 0.000000 0.000000
18 10 0.000000 0.000000 0.000000
19 10 0.000000 0.000000 0.000000

0 11 0.431206 -0.457045 0.274789
1 11 0.556117 -0.330049 0.330049
2 11 0.348589 -0.141496 0.160549
3 11 0.103523 -0.033819 0.039128
4 11 0.016803 -0.004781 0.005476
5 11 0.001641 -0.000424 0.000477
6 11 0.000102 -0.000025 0.000027
7 11 0.000004 -0.000001 0.000001
8 11 0.000000 -0.000000 0.000000
9 11 0.000000 -0.000000 0.000000
10 11 0.000000 -0.000000 0.000000
11 11 0.000000 -0.000000 0.000000
12 11 0.000000 0.000000 0.000000
13 11 0.000000 0.000000 0.000000
14 11 0.000000 0.000000 0.000000
15 11 0.000000 0.000000 0.000000
16 11 0.000000 0.000000 0.000000
17 11 0.000000 0.000000 0.000000
18 11 0.000000 0.000000 0.000000
