#:x y f
0 0 0.000000
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000

0 1 0.000000
1 1 0.000001
2 1 0.000002
3 1 0.000005
4 1 0.000013
5 1 0.000027
6 1 0.000051
7 1 0.000085
8 1 0.000122
9 1 0.000152
10 1 0.000164
11 1 0.000152
12 1 0.000122
13 1 0.000085
14 1 0.000051
15 1 0.000027
16 1 0.000013
17 1 0.000005
18 1 0.000002
19 1 0.000000

0 2 0.000000
1 2 0.000002
2 2 0.000006
3 2 0.000017
4 2 0.000040
5 2 0.000085
6 2 0.000160
7 2 0.000262
8 2 0.000375
9 2 0.000466
10 2 0.000501
11 2 0.000466
12 2 0.000375
13 2 0.000262
14 2 0.000160
15 2 0.000085
16 2 0.000040
17 2 0.000016
18 2 0.000006
19 2 0.000000

0 3 0.000000
1 3 0.000005
2 3 0.000017
3 3 0.000044
4 3 0.000106
5 3 0.000223
6 3 0.000413
7 3 0.000673
8 3 0.000957
9 3 0.001185
10 3 0.001272
11 3 0.001185
12 3 0.000957
13 3 0.000673
14 3 0.000413
15 3 0.000223
16 3 0.000106
17 3 0.000044
18 3 0.000015
19 3 0.000000

0 4 0.000000
1 4 0.000013
2 4 0.000040
3 4 0.000106
4 4 0.000248
5 4 0.000516
6 4 0.000949
7 4 0.001535
8 4 0.002171
9 4 0.002678
10 4 0.002873
11 4 0.002678
12 4 0.002171
13 4 0.001535
14 4 0.000949
15 4 0.000516
16 4 0.000248
17 4 0.000105
18 4 0.000036
19 4 0.000000

0 5 0.000000
1 5 0.000027
2 5 0.000085
3 5 0.000223
4 5 0.000516
5 5 0.001064
6 5 0.001941
7 5 0.003117
8 5 0.004388
9 5 0.005397
10 5 0.005784
11 5 0.005397
12 5 0.004388
13 5 0.003117
14 5 0.001941
15 5 0.001064
16 5 0.000516
17 5 0.000220
18 5 0.000077
19 5 0.000000

0 6 0.000000
1 6 0.000051
2 6 0.000160
3 6 0.000413
4 6 0.000949
5 6 0.001941
6 6 0.003515
7 6 0.005614
8 6 0.007871
9 6 0.009656
10 6 0.010340
11 6 0.009656
12 6 0.007871
13 6 0.005614
14 6 0.003515
15 6 0.001941
16 6 0.000948
17 6 0.000408
18 6 0.000143
19 6 0.000000

0 7 0.000000
1 7 0.000085
2 7 0.000262
3 7 0.000673
4 7 0.001535
5 7 0.003117
6 7 0.005614
7 7 0.008925
8 7 0.012473
9 7 0.015271
10 7 0.016341
11 7 0.015271
12 7 0.012473
13 7 0.008925
14 7 0.005614
15 7 0.003117
