#:x y f
0 0 0.000000
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000

0 1 0.000000
1 1 0.000000
2 1 0.000000
3 1 0.000000
4 1 0.000001
5 1 0.000002
6 1 0.000005
7 1 0.000011
8 1 0.000021
9 1 0.000029
10 1 0.000033
11 1 0.000029
12 1 0.000021
13 1 0.000011
14 1 0.000005
15 1 0.000002
16 1 0.000001
17 1 0.000000
18 1 0.000000
19 1 0.000000

0 2 0.000000
1 2 0.000000
2 2 0.000000
3 2 0.000001
4 2 0.000003
5 2 0.000009
6 2 0.000023
7 2 0.000050
8 2 0.000088
9 2 0.000125
10 2 0.000140
11 2 0.000125
12 2 0.000088
13 2 0.000050
14 2 0.000023
15 2 0.000009
16 2 0.000003
17 2 0.000001
18 2 0.000000
19 2 0.000000

0 3 0.000000
1 3 0.000000
2 3 0.000001
3 3 0.000003
4 3 0.000012
5 3 0.000035
6 3 0.000088
7 3 0.000186
8 3 0.000320
9 3 0.000447
10 3 0.000501
11 3 0.000447
12 3 0.000320
13 3 0.000186
14 3 0.000088
15 3 0.000035
16 3 0.000012
17 3 0.000003
18 3 0.000001
19 3 0.000000

0 4 0.000000
1 4 0.000001
2 4 0.000003
3 4 0.000012
4 4 0.000040
5 4 0.000116
6 4 0.000287
7 4 0.000592
8 4 0.001005
9 4 0.001389
10 4 0.001550
11 4 0.001389
12 4 0.001005
13 4 0.000592
14 4 0.000287
15 4 0.000116
16 4 0.000040
17 4 0.000012
18 4 0.000003
19 4 0.000000

0 5 0.000000
1 5 0.000002
2 5 0.000009
3 5 0.000035
4 5 0.000116
5 5 0.000332
6 5 0.000802
7 5 0.001620
8 5 0.002712
9 5 0.003717
10 5 0.004134
11 5 0.003717
12 5 0.002712
13 5 0.001620
14 5 0.000802
15 5 0.000332
16 5 0.000116
17 5 0.000035
18 5 0.000009
19 5 0.000000

0 6 0.000000
1 6 0.000005
2 6 0.000023
3 6 0.000088
4 6 0.000287
5 6 0.000802
6 6 0.001898
7 6 0.003777
8 6 0.006246
9 6 0.008496
10 6 0.009424
11 6 0.008496
12 6 0.006246
13 6 0.003777
14 6 0.001898
15 6 0.000802
16 6 0.000287
17 6 0.000088
18 6 0.000022
19 6 0.000000

0 7 0.000000
1 7 0.000011
2 7 0.000050
3 7 0.000186
4 7 0.000592
5 7 0.001620
6 7 0.003777
7 7 0.007419
8 7 0.012151
9 7 0.016427
10 7 0.018182
11 7 0.016427
12 7 0.012151
13 7 0.007419
14 7 0.003777
15 7 0.001620
