#:x y Ey Bx Bz
0 0 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
2 0 0.000000 0.000000 0.000000
3 0 0.000000 0.000000 0.000000
4 0 0.000000 0.000000 0.000000
5 0 0.000000 0.000000 0.000000
6 0 0.000000 0.000000 0.000000
7 0 0.000000 0.000000 0.000000
8 0 0.000000 0.000000 0.000000
9 0 0.000000 0.000000 0.000000
10 0 0.000000 0.000000 0.000000
11 0 0.000000 0.000000 0.000000
12 0 0.000000 0.000000 0.000000
13 0 0.000000 0.000000 0.000000
14 0 0.000000 0.000000 0.000000
15 0 0.000000 0.000000 0.000000
16 0 0.000000 0.000000 0.000000
17 0 0.000000 0.000000 0.000000
18 0 0.000000 0.000000 0.000000
19 0 0.000000 0.000000 0.000000
20 0 0.000000 0.000000 0.000000
21 0 0.000000 0.000000 0.000000
22 0 0.000000 0.000000 0.000000
23 0 0.000000 0.000000 0.000000
24 0 0.000000 0.000000 0.000000
25 0 0.000000 0.000000 0.000000
26 0 0.000000 0.000000 0.000000
27 0 0.000000 0.000000 0.000000
28 0 0.000000 0.000000 0.000000
29 0 0.000000 0.000000 0.000000
30 0 0.000000 0.000000 0.000000
31 0 0.000000 0.000000 0.000000
32 0 0.000000 0.000000 0.000000
33 0 0.000000 0.000000 0.000000
34 0 0.000000 0.000000 0.000000
35 0 0.000000 0.000000 0.000000
36 0 0.000000 0.000000 0.000000
37 0 0.000000 0.000000 0.000000
38 0 0.000000 0.000000 0.000000
39 0 0.000000 0.000000 0.000000
40 0 0.000000 0.000000 0.000000
41 0 0.000000 0.000000 0.000000
42 0 0.000000 0.000000 0.000000
43 0 0.000000 0.000000 0.000000
44 0 0.000000 0.000000 0.000000
45 0 0.000000 0.000000 0.000000
46 0 0.000000 0.000000 0.000000
47 0 0.000000 0.000000 0.000000
48 0 0.000000 0.000000 0.000000
49 0 0.000000 0.000000 0.000000

0 1 0.000000 0.000000 0.000000
1 1 -0.125651 -0.006671 -0.003743
2 1 -0.126993 -0.004121 -0.007512
3 1 -0.127245 -0.001052 -0.011212
4 1 -0.126480 0.002034 -0.014748
5 1 -0.124882 0.004756 -0.018063
6 1 -0.122818 0.006893 -0.021196
7 1 -0.120639 0.008292 -0.024129
8 1 -0.118489 0.009025 -0.026847
9 1 -0.116649 0.009276 -0.029496
10 1 -0.115372 0.009039 -0.032102
11 1 -0.114432 0.008401 -0.034500
12 1 -0.113707 0.007710 -0.036805
13 1 -0.113566 0.007009 -0.039247
14 1 -0.113891 0.006012 -0.041561
15 1 -0.113867 0.004897 -0.043380
16 1 -0.113459 0.004215 -0.045037
17 1 -0.113582 0.003826 -0.046997
18 1 -0.114118 0.002966 -0.048742
19 1 -0.113428 0.001647 -0.049334
20 1 -0.110874 0.000954 -0.049032
21 1 -0.108312 0.001390 -0.049199
22 1 -0.107546 0.001681 -0.050231
23 1 -0.107055 0.000047 -0.050469
24 1 -0.102931 -0.003560 -0.047879
25 1 -0.093297 -0.007096 -0.042512
26 1 -0.080797 -0.008419 -0.036677
27 1 -0.070078 -0.007308 -0.032582
28 1 -0.063171 -0.005461 -0.030124
29 1 -0.057698 -0.004744 -0.027092
30 1 -0.049433 -0.005615 -0.021382
31 1 -0.036317 -0.007065 -0.012922
32 1 -0.020137 -0.007750 -0.003647
33 1 -0.004808 -0.007129 0.004152
34 1 0.006771 -0.005699 0.009534
35 1 0.014637 -0.004420 0.013378
36 1 0.021288 -0.003955 0.017513
37 1 0.029628 -0.004299 0.023358
38 1 0.040992 -0.004924 0.031029
39 1 0.054427 -0.005193 0.039329
40 1 0.067334 -0.004723 0.046424
41 1 0.076814 -0.003516 0.050692
42 1 0.080873 -0.001874 0.051310
43 1 0.079001 -0.000201 0.048400
44 1 0.072047 0.001164 0.042822
45 1 0.061646 0.002028 0.035844
46 1 0.049426 0.002332 0.028940
47 1 0.036118 0.002069 0.023926
48 1 0.020639 0.001238 0.023233
49 1 0.000000 0.000000 0.000000

0 2 0.000000 0.000000 0.000000
1 2 -0.119101 -0.003093 -0.003504
2 2 -0.115842 0.000641 -0.006867
3 2 -0.112386 0.003410 -0.010051
4 2 -0.109489 0.005422 -0.013115
5 2 -0.107459 0.006852 -0.016049
6 2 -0.106214 0.007938 -0.018877
7 2 -0.105768 0.008736 -0.021731
8 2 -0.105962 0.009170 -0.024522
9 2 -0.106346 0.009399 -0.027159
10 2 -0.106974 0.009451 -0.029870
11 2 -0.108053 0.009042 -0.032643
12 2 -0.109043 0.008261 -0.035112
13 2 -0.109600 0.007485 -0.037381
14 2 -0.110415 0.006497 -0.039895
15 2 -0.111661 0.004865 -0.042364
16 2 -0.112122 0.002987 -0.044062
17 2 -0.111239 0.001533 -0.045181
18 2 -0.110295 0.000156 -0.046593
19 2 -0.110112 -0.002005 -0.048178
20 2 -0.109022 -0.004721 -0.048595
21 2 -0.104819 -0.006739 -0.047097
22 2 -0.097973 -0.007516 -0.044678
23 2 -0.091383 -0.007941 -0.042896
24 2 -0.087062 -0.008999 -0.042050
25 2 -0.084129 -0.010404 -0.041038
26 2 -0.080189 -0.011060 -0.038728
27 2 -0.073842 -0.010619 -0.034983
28 2 -0.065387 -0.010046 -0.030325
29 2 -0.055632 -0.010569 -0.025061
30 2 -0.044798 -0.012313 -0.019040
31 2 -0.032746 -0.014112 -0.012166
32 2 -0.019853 -0.014576 -0.004880
33 2 -0.007258 -0.013273 0.002003
34 2 0.003892 -0.011009 0.007943
35 2 0.013387 -0.009106 0.013132
36 2 0.022165 -0.008435 0.018348
37 2 0.031591 -0.008917 0.024335
38 2 0.042400 -0.009719 0.031205
39 2 0.054056 -0.009855 0.038250
40 2 0.064900 -0.008738 0.044237
41 2 0.072893 -0.006395 0.047947
42 2 0.076466 -0.003337 0.048650
43 2 0.075055 -0.000255 0.046313
44 2 0.069159 0.002259 0.041541
45 2 0.059977 0.003861 0.035375
46 2 0.048768 0.004426 0.029179
47 2 0.036020 0.003921 0.024754
48 2 0.020627 0.002338 0.024471
49 2 0.000000 0.000000 0.000000

0 3 0.000000 0.000000 0.000000
1 3 -0.099792 -0.003912 -0.003002
2 3 -0.098897 0.001431 -0.005934
3 3 -0.097576 0.005518 -0.008701
4 3 -0.096046 0.008694 -0.011346
5 3 -0.094665 0.011082 -0.013923
6 3 -0.093369 0.012810 -0.016275
7 3 -0.092166 0.014138 -0.018571
8 3 -0.091583 0.014890 -0.021005
9 3 -0.091362 0.014954 -0.023224
10 3 -0.091023 0.014757 -0.025280
11 3 -0.091334 0.014242 -0.027734
12 3 -0.092530 0.012898 -0.030251
13 3 -0.093258 0.011116 -0.032144
14 3 -0.093419 0.009607 -0.034020
15 3 -0.094693 0.007858 -0.036660
16 3 -0.096821 0.005096 -0.039120
17 3 -0.097286 0.002061 -0.040190
18 3 -0.095840 -0.000040 -0.040763
19 3 -0.095433 -0.001682 -0.042497
20 3 -0.097159 -0.004387 -0.044789
21 3 -0.097669 -0.008251 -0.045244
22 3 -0.093673 -0.011533 -0.043111
23 3 -0.086812 -0.012828 -0.040499
24 3 -0.081709 -0.012637 -0.039628
25 3 -0.080058 -0.012521 -0.039970
26 3 -0.078543 -0.013384 -0.038893
27 3 -0.072738 -0.014983 -0.034653
28 3 -0.061776 -0.016700 -0.028079
29 3 -0.048740 -0.018214 -0.021428
30 3 -0.037241 -0.019395 -0.016133
31 3 -0.028313 -0.019942 -0.011824
32 3 -0.020341 -0.019466 -0.007169
33 3 -0.011204 -0.017940 -0.001277
34 3 -0.000168 -0.015935 0.005676
35 3 0.011933 -0.014323 0.012859
36 3 0.023756 -0.013672 0.019552
37 3 0.034482 -0.013840 0.025544
38 3 0.044030 -0.014070 0.030969
39 3 0.052566 -0.013464 0.035891
40 3 0.059928 -0.011479 0.040036
41 3 0.065462 -0.008173 0.042845
42 3 0.068290 -0.004114 0.043747
43 3 0.067768 -0.000089 0.042460
44 3 0.063803 0.003205 0.039155
45 3 0.056842 0.005328 0.034487
46 3 0.047479 0.006083 0.029620
47 3 0.035762 0.005377 0.026317
48 3 0.020547 0.003187 0.026809
49 3 0.000000 0.000000 0.000000

0 4 0.000000 0.000000 0.000000
1 4 -0.072558 -0.010120 -0.002272
2 4 -0.074603 -0.001721 -0.004533
3 4 -0.075625 0.006005 -0.006712
4 4 -0.075385 0.012599 -0.008647
5 4 -0.074315 0.017832 -0.010581
6 4 -0.073085 0.021333 -0.012423
7 4 -0.071450 0.023379 -0.013925
8 4 -0.069991 0.024400 -0.015649
9 4 -0.069684 0.024088 -0.017664
10 4 -0.069570 0.022721 -0.019230
11 4 -0.069196 0.021229 -0.020811
12 4 -0.070215 0.019329 -0.023261
13 4 -0.072426 0.016365 -0.025639
14 4 -0.073431 0.013252 -0.027015
15 4 -0.073669 0.010936 -0.028661
16 4 -0.075872 0.008457 -0.031591
17 4 -0.079307 0.004827 -0.034219
18 4 -0.080360 0.001152 -0.034982
19 4 -0.078880 -0.001084 -0.035191
20 4 -0.078760 -0.002475 -0.036932
21 4 -0.081694 -0.004725 -0.039669
22 4 -0.084504 -0.008123 -0.041048
23 4 -0.083741 -0.011440 -0.040231
