#:x y Ey Bx Bz
0 0 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
2 0 0.000000 0.000000 0.000000
3 0 0.000000 0.000000 0.000000
4 0 0.000000 0.000000 0.000000
5 0 0.000000 0.000000 0.000000
6 0 0.000000 0.000000 0.000000
7 0 0.000000 0.000000 0.000000
8 0 0.000000 0.000000 0.000000
9 0 0.000000 0.000000 0.000000
10 0 0.000000 0.000000 0.000000
11 0 0.000000 0.000000 0.000000
12 0 0.000000 0.000000 0.000000
13 0 0.000000 0.000000 0.000000
14 0 0.000000 0.000000 0.000000
15 0 0.000000 0.000000 0.000000
16 0 0.000000 0.000000 0.000000
17 0 0.000000 0.000000 0.000000
18 0 0.000000 0.000000 0.000000
19 0 0.000000 0.000000 0.000000
20 0 0.000000 0.000000 0.000000
21 0 0.000000 0.000000 0.000000
22 0 0.000000 0.000000 0.000000
23 0 0.000000 0.000000 0.000000
24 0 0.000000 0.000000 0.000000
25 0 0.000000 0.000000 0.000000
26 0 0.000000 0.000000 0.000000
27 0 0.000000 0.000000 0.000000
28 0 0.000000 0.000000 0.000000
29 0 0.000000 0.000000 0.000000
30 0 0.000000 0.000000 0.000000
31 0 0.000000 0.000000 0.000000
32 0 0.000000 0.000000 0.000000
33 0 0.000000 0.000000 0.000000
34 0 0.000000 0.000000 0.000000
35 0 0.000000 0.000000 0.000000
36 0 0.000000 0.000000 0.000000
37 0 0.000000 0.000000 0.000000
38 0 0.000000 0.000000 0.000000
39 0 0.000000 0.000000 0.000000
40 0 0.000000 0.000000 0.000000
41 0 0.000000 0.000000 0.000000
42 0 0.000000 0.000000 0.000000
43 0 0.000000 0.000000 0.000000
44 0 0.000000 0.000000 0.000000
45 0 0.000000 0.000000 0.000000
46 0 0.000000 0.000000 0.000000
47 0 0.000000 0.000000 0.000000
48 0 0.000000 0.000000 0.000000
49 0 0.000000 0.000000 0.000000

0 1 0.000000 0.000000 0.000000
1 1 0.036821 -0.018349 0.001325
2 1 0.028133 -0.016763 0.002172
3 1 0.021388 -0.015874 0.002673
4 1 0.016178 -0.015678 0.002933
5 1 0.012174 -0.015996 0.003044
6 1 0.009166 -0.016587 0.003090
7 1 0.007051 -0.017229 0.003146
8 1 0.005799 -0.017766 0.003296
9 1 0.005431 -0.018092 0.003622
10 1 0.005963 -0.018146 0.004186
11 1 0.007386 -0.017925 0.005039
12 1 0.009694 -0.017441 0.006242
13 1 0.012872 -0.016677 0.007828
14 1 0.016810 -0.015617 0.009769
15 1 0.021321 -0.014306 0.012012
16 1 0.026270 -0.012806 0.014551
17 1 0.031576 -0.011085 0.017374
18 1 0.037002 -0.009065 0.020317
19 1 0.042016 -0.006865 0.023048
20 1 0.046103 -0.004984 0.025324
21 1 0.049351 -0.004113 0.027320
22 1 0.052744 -0.004656 0.029678
23 1 0.057722 -0.006334 0.033137
24 1 0.065218 -0.008229 0.037974
25 1 0.074831 -0.009236 0.043663
26 1 0.084745 -0.008622 0.048987
27 1 0.092416 -0.006339 0.052532
28 1 0.095615 -0.002964 0.053248
29 1 0.093243 0.000627 0.050811
30 1 0.085594 0.003640 0.045645
31 1 0.074065 0.005600 0.038680
32 1 0.060572 0.006412 0.031012
33 1 0.046967 0.006265 0.023599
34 1 0.034637 0.005488 0.017099
35 1 0.024370 0.004419 0.011832
36 1 0.016405 0.003318 0.007840
37 1 0.010594 0.002346 0.004988
38 1 0.006578 0.001574 0.003054
39 1 0.003937 0.001006 0.001804
40 1 0.002275 0.000616 0.001029
41 1 0.001272 0.000362 0.000569
42 1 0.000689 0.000205 0.000305
43 1 0.000362 0.000113 0.000158
44 1 0.000185 0.000060 0.000080
45 1 0.000092 0.000031 0.000039
46 1 0.000045 0.000015 0.000019
47 1 0.000021 0.000007 0.000009
48 1 0.000009 0.000003 0.000005
49 1 0.000000 0.000000 0.000000

0 2 0.000000 0.000000 0.000000
1 2 0.044717 -0.039822 0.001377
2 2 0.034682 -0.041005 0.002178
3 2 0.024965 -0.041712 0.002466
4 2 0.016135 -0.041988 0.002357
5 2 0.008596 -0.041870 0.001988
6 2 0.002578 -0.041404 0.001510
7 2 -0.001839 -0.040637 0.001057
8 2 -0.004707 -0.039630 0.000730
9 2 -0.006135 -0.038452 0.000629
10 2 -0.006227 -0.037126 0.000835
11 2 -0.005132 -0.035673 0.001375
12 2 -0.003027 -0.034158 0.002262
13 2 0.000009 -0.032614 0.003562
14 2 0.003986 -0.030976 0.005330
15 2 0.008808 -0.029208 0.007511
16 2 0.014266 -0.027425 0.010021
17 2 0.020340 -0.025740 0.012942
18 2 0.027356 -0.024013 0.016510
19 2 0.035587 -0.021919 0.020807
20 2 0.044664 -0.019374 0.025491
21 2 0.053502 -0.016826 0.029914
22 2 0.060951 -0.015006 0.033573
23 2 0.066589 -0.014299 0.036457
24 2 0.070918 -0.014301 0.038974
25 2 0.074802 -0.013977 0.041525
26 2 0.078652 -0.012272 0.044097
27 2 0.081987 -0.008734 0.046165
28 2 0.083644 -0.003747 0.046950
29 2 0.082414 0.001702 0.045817
30 2 0.077667 0.006498 0.042576
31 2 0.069630 0.009829 0.037543
32 2 0.059267 0.011392 0.031394
33 2 0.047904 0.011353 0.024922
34 2 0.036822 0.010168 0.018819
35 2 0.026973 0.008374 0.013550
36 2 0.018874 0.006429 0.009325
37 2 0.012645 0.004645 0.006150
38 2 0.008132 0.003181 0.003895
39 2 0.005030 0.002075 0.002375
40 2 0.002999 0.001294 0.001397
41 2 0.001727 0.000775 0.000794
42 2 0.000962 0.000447 0.000437
43 2 0.000519 0.000249 0.000233
44 2 0.000272 0.000134 0.000121
45 2 0.000139 0.000070 0.000061
46 2 0.000069 0.000035 0.000030
47 2 0.000033 0.000017 0.000014
48 2 0.000015 0.000008 0.000008
49 2 0.000000 0.000000 0.000000

0 3 0.000000 0.000000 0.000000
1 3 0.037642 -0.059915 0.000994
2 3 0.028418 -0.064274 0.001449
3 3 0.019221 -0.066393 0.001424
4 3 0.010863 -0.066677 0.001048
5 3 0.003834 -0.065620 0.000461
6 3 -0.001667 -0.063709 -0.000196
7 3 -0.005591 -0.061318 -0.000779
8 3 -0.008022 -0.058694 -0.001203
9 3 -0.009156 -0.056042 -0.001419
10 3 -0.009115 -0.053479 -0.001322
11 3 -0.007946 -0.050977 -0.000845
12 3 -0.005846 -0.048535 -0.000046
13 3 -0.003048 -0.046284 0.001058
14 3 0.000520 -0.044255 0.002628
15 3 0.005074 -0.042251 0.004767
16 3 0.010426 -0.040181 0.007268
17 3 0.016067 -0.038353 0.009881
18 3 0.022017 -0.037100 0.012825
19 3 0.029222 -0.036149 0.016750
20 3 0.038617 -0.034584 0.021995
21 3 0.049711 -0.031602 0.027927
22 3 0.060283 -0.027251 0.033140
23 3 0.067687 -0.022393 0.036386
24 3 0.070623 -0.017958 0.037422
25 3 0.069890 -0.014228 0.037066
26 3 0.067637 -0.010741 0.036531
27 3 0.065872 -0.006791 0.036602
28 3 0.065340 -0.002041 0.037244
29 3 0.065386 0.003206 0.037759
30 3 0.064621 0.008168 0.037292
31 3 0.061820 0.011998 0.035288
32 3 0.056501 0.014149 0.031712
33 3 0.049023 0.014539 0.026977
34 3 0.040308 0.013481 0.021728
35 3 0.031432 0.011498 0.016599
36 3 0.023295 0.009135 0.012060
37 3 0.016449 0.006820 0.008356
38 3 0.011098 0.004817 0.005537
39 3 0.007173 0.003235 0.003518
40 3 0.004453 0.002075 0.002149
41 3 0.002661 0.001276 0.001265
42 3 0.001534 0.000754 0.000719
43 3 0.000855 0.000430 0.000395
44 3 0.000461 0.000237 0.000211
45 3 0.000241 0.000126 0.000109
46 3 0.000123 0.000065 0.000055
47 3 0.000060 0.000033 0.000027
48 3 0.000027 0.000015 0.000016
49 3 0.000000 0.000000 0.000000

0 4 0.000000 0.000000 0.000000
1 4 0.010595 -0.067330 0.000114
2 4 0.007464 -0.071870 -0.000006
3 4 0.004925 -0.074455 -0.000295
4 4 0.002851 -0.075577 -0.000677
5 4 0.001163 -0.075616 -0.001089
6 4 -0.000224 -0.074884 -0.001516
7 4 -0.001307 -0.073645 -0.001876
8 4 -0.001913 -0.071993 -0.002066
9 4 -0.001998 -0.069987 -0.002107
10 4 -0.001617 -0.067819 -0.001972
11 4 -0.000539 -0.065539 -0.001455
12 4 0.001481 -0.062971 -0.000495
13 4 0.004160 -0.060144 0.000685
14 4 0.007147 -0.057388 0.002057
15 4 0.010808 -0.054723 0.004009
16 4 0.015669 -0.051652 0.006708
17 4 0.021139 -0.047934 0.009555
18 4 0.025727 -0.044192 0.011784
19 4 0.028865 -0.041285 0.013514
20 4 0.031932 -0.039139 0.015815
21 4 0.036918 -0.036550 0.019534
22 4 0.044111 -0.032245 0.024204
23 4 0.051374 -0.026058 0.028235
24 4 0.055759 -0.019045 0.030179
25 4 0.055840 -0.012580 0.029848
26 4 0.052712 -0.007372 0.028375
27 4 0.049046 -0.003199 0.027322
28 4 0.047221 0.000632 0.027644
29 4 0.047975 0.004607 0.029215
30 4 0.050291 0.008652 0.031074
31 4 0.052264 0.012234 0.032060
32 4 0.052192 0.014720 0.031387
