#:t M1X M2X M1V M2V
0.05 2.47601970558e-05 9.79284529759e-06 0.000990407882232 0.0156685524762
0.1 8.94030214546e-05 9.71225779737e-05 0.00159530509372 0.0311742207105
0.15 0.000186535555666 0.000338779250519 0.00228999627472 0.0465453943414
0.2 0.000375226017508 0.000805423560994 0.00525762219897 0.0600826285334
0.25 0.000664839795805 0.00156725882461 0.00632692893289 0.0756831302272
0.3 0.00103607048957 0.00270395816334 0.00852229881766 0.0903133679874
0.35 0.00146428222085 0.00427533052303 0.00860617043346 0.104538740853
0.4 0.00201366687445 0.00633737310827 0.0133692157105 0.118066901366
0.45 0.00280143378227 0.00894286398399 0.0181414606023 0.130603781979
0.5 0.00377384460019 0.0121232004769 0.0207549721146 0.140274140913
0.55 0.00481359977247 0.0158956469875 0.0208352347767 0.149295782982
0.6 0.00580671650164 0.020295621685 0.01888943439 0.160188200427
0.65 0.00686762634183 0.025370895682 0.0235469592174 0.16979967587
0.7 0.00816315202846 0.0311292763805 0.0282740682478 0.178204620901
0.75 0.00969101538649 0.0375443543993 0.0328404660734 0.183706383503
0.8 0.0114178660747 0.0446207052389 0.0362335614533 0.190566401873
0.85 0.0133399205089 0.052368195114 0.040648615916 0.19609139799
0.9 0.0154781103076 0.0607287895044 0.0448789760335 0.199977387483
0.95 0.0178128326554 0.0696877899075 0.0485099178784 0.203605129699
1.0 0.0202506387589 0.0792748486965 0.0490023262595 0.208564721352
1.05 0.022759471932 0.0894091115712 0.0513510006662 0.212965955815
1.1 0.0254538609204 0.100059889158 0.0564245588695 0.218141809319
1.15 0.0283248878392 0.111180251382 0.0584165178837 0.218184290837
1.2 0.0312647982814 0.122646517032 0.0591798998035 0.21819299608
1.25 0.034240254232 0.134335543819 0.0598383382199 0.216405447647
1.3 0.0373172010705 0.146135186341 0.0632395353192 0.213398251722
1.35 0.0405673086394 0.157936138971 0.0667647674383 0.211063294773
1.4 0.0439045893998 0.169532024749 0.0667264629779 0.20595589753
1.45 0.0472827673919 0.180783789583 0.0684006567039 0.204741456024
1.5 0.0507866130379 0.191653260485 0.0717531691376 0.204502317967
1.55 0.0543978575106 0.20205583609 0.072696609769 0.202318942629
1.6 0.0580228998598 0.211885308671 0.0723050841988 0.202194621866
1.65 0.0616492282645 0.220986086249 0.0727480519895 0.203182775841
1.7 0.0652791130958 0.229207382824 0.0724473412639 0.204446998274
1.75 0.0688295429075 0.236600207859 0.0695698512036 0.210138701369
1.8 0.0722958374148 0.243230496729 0.0690819290872 0.213785914287
1.85 0.0757348541476 0.24902527549 0.0684787402266 0.221153053036
1.9 0.0791427761879 0.253998569578 0.0678381413844 0.230164125664
1.95 0.0824408229169 0.258149358173 0.0640837277779 0.237693346006
2.0 0.08547036232 0.26131166662 0.0570978483429 0.244942234193
2.05 0.0882272413666 0.263548501626 0.0531773135229 0.256887708963
2.1 0.0907811195628 0.264975768369 0.0489778143249 0.271766912948
2.15 0.0929831868357 0.265607843034 0.039104876592 0.288581205066
2.2 0.0947138155237 0.265574830904 0.0301202709273 0.297020893599
2.25 0.0960326571836 0.264953266636 0.0226333954694 0.315158227179
2.3 0.0969579365147 0.263809256641 0.0143777777743 0.326804746653
2.35 0.0974056346294 0.262207862226 0.00353014681371 0.33919337447
2.4 0.0974032523266 0.260145556937 -0.00362543892534 0.351499804333
2.45 0.0969889683594 0.257728456045 -0.0129459197643 0.371472469271
2.5 0.096140921251 0.255108309607 -0.0209759645697 0.388225951773
2.55 0.0949630383296 0.252423651154 -0.0261393522866 0.402652787584
2.6 0.0934809833994 0.249778087636 -0.0331428449234 0.41635539462
2.65 0.091608137819 0.247159443607 -0.0417709782915 0.437340426671
2.7 0.089268083623 0.244608206652 -0.0518311895493 0.453500039097
2.75 0.0864366978007 0.242284157522 -0.0614242433404 0.466811538611
2.8 0.0831870265709 0.240288755934 -0.0685626058551 0.484348249264
2.85 0.0796356952143 0.238696720277 -0.0734906484069 0.496850139773
2.9 0.0757444804916 0.237637652688 -0.0821579405005 0.513000760234
2.95 0.0714434046577 0.23716888049 -0.0898850928546 0.521155167293
3.0 0.0667714065888 0.237319879183 -0.0969948299016 0.530002769521
3.05 0.0617047918081 0.238146349069 -0.105669761328 0.542040214847
3.1 0.0562435817806 0.239752455196 -0.112778639773 0.553171578672
3.15 0.0504143520015 0.242087507424 -0.120390551389 0.561666878256
3.2 0.0442490705453 0.245088428798 -0.126220706861 0.569341870081
3.25 0.0377380264959 0.248721735131 -0.134221055114 0.573311282567
3.3 0.0308854346044 0.253018062247 -0.139882620547 0.573180435091
3.35 0.023684432624 0.258036009633 -0.148157458667 0.575558154083
