#:t M1X M2X q M2V M4X
0.05 0.997588625137 0.995189695941 -0.0964549945022 0.0199130652184 0.990428930322
0.1 0.992799437137 0.985716379459 -0.0951125255178 0.0299166991088 0.971895745259
0.15 0.988052774979 0.976474445574 -0.0947539607808 0.0397038738453 0.95438623644
0.2 0.983368985901 0.967548893611 -0.0925976023654 0.048594733529 0.938219701434
0.25 0.978768000217 0.95901523979 -0.0914418249698 0.056331594226 0.923653896251
0.3 0.974292951134 0.950984226408 -0.087560138349 0.0639285484302 0.910970511527
0.35 0.970005684353 0.943602301263 -0.0839305329285 0.0704530572352 0.900516049714
0.4 0.965877001117 0.936820259121 -0.0812167964968 0.0745552712127 0.892197634971
0.45 0.961934379604 0.930683318507 -0.0764880640339 0.0784514329751 0.886048217045
0.5 0.958261518696 0.925352769114 -0.0704263722568 0.0827871677358 0.882349976504
0.55 0.954864315006 0.920819318301 -0.0654617753777 0.0843975129583 0.881001357655
0.6 0.951684998301 0.916931830878 -0.0617108927948 0.0852788013895 0.881557278464
0.65 0.948675122827 0.913564016828 -0.0586841261665 0.0868955874779 0.88364051716
0.7 0.945879913922 0.910764998283 -0.0531242300378 0.0875207463137 0.887211185747
0.75 0.943273633266 0.908462420878 -0.0511269962185 0.088940008828 0.892036567268
0.8 0.94081990154 0.906537693193 -0.0470222728154 0.0875103205372 0.897703125838
0.85 0.938572598363 0.905033102301 -0.0428698542388 0.088087007861 0.904063177605
0.9 0.936426579241 0.903743186381 -0.042970910665 0.0898477588026 0.910690881884
0.95 0.934359201727 0.902564101803 -0.0397241898966 0.0894460384489 0.917164842409
1.0 0.932452700522 0.901588321388 -0.0365358583122 0.0906675420997 0.923491930379
1.05 0.930708572976 0.900787987085 -0.0332292434956 0.0931982818948 0.929538987368
1.1 0.929023301827 0.899951064229 -0.0341816024752 0.0945879897066 0.934793804718
1.15 0.927377503781 0.899008837264 -0.0316503193677 0.0990133676289 0.939053933806
1.2 0.92583930646 0.898066101322 -0.0298775734719 0.103197109829 0.942507604247
1.25 0.924429672825 0.897149306822 -0.0265077719413 0.106355457031 0.945202225012
1.3 0.923155709973 0.89624710687 -0.0244507421272 0.111103886886 0.947103967265
1.35 0.921940887255 0.895239219244 -0.0241421665761 0.117960671198 0.948104391711
1.4 0.920758639649 0.894079327507 -0.023147737701 0.12368663442 0.948150290446
1.45 0.919658827897 0.892870642603 -0.0208447323587 0.130989052569 0.947520474972
1.5 0.918643723906 0.891669507408 -0.019759427266 0.139312366171 0.946499315016
1.55 0.917624044529 0.890334866443 -0.0210277478207 0.146880878733 0.944879855955
1.6 0.916624802238 0.888916987056 -0.0189419438391 0.153518114673 0.942822699705
1.65 0.915676857021 0.887481165389 -0.018975864823 0.1621650983 0.940538294195
1.7 0.91475549983 0.886028881235 -0.017878422836 0.172620416759 0.93811099853
1.75 0.913923795774 0.884745117252 -0.015389739375 0.181693110653 0.936156691953
1.8 0.913183286 0.883679220117 -0.0142306516214 0.190824800092 0.934995495813
1.85 0.91255291585 0.882873987548 -0.0109841543591 0.199106338116 0.934724593211
1.9 0.911995348605 0.88230594351 -0.0113185354281 0.207206205108 0.935345403386
1.95 0.911467799052 0.881951267533 -0.00978344669607 0.213285446251 0.936905985747
2.0 0.911106095743 0.882054464625 -0.0046846856619 0.219097397746 0.939916498672
2.05 0.91082542045 0.882487441676 -0.00654232607037 0.223295398317 0.944163396436
2.1 0.910475333422 0.882999507109 -0.00746115505823 0.227836036422 0.94915664984
2.15 0.910174715398 0.883805279708 -0.00456356590716 0.232522162116 0.95524331064
2.2 0.909905365637 0.884862950834 -0.00621042453768 0.235218758979 0.96226010575
2.25 0.909674963887 0.886174892908 -0.00300564543134 0.239057765396 0.970143402424
2.3 0.909467572925 0.887685405827 -0.00528999306679 0.240597932752 0.978643162373
2.35 0.909258994141 0.889316136796 -0.00305315829336 0.239816204723 0.98745383556
2.4 0.90909507379 0.891126411615 -0.00350365575724 0.238828530645 0.996666728089
2.45 0.908910422847 0.892973401474 -0.00388238195126 0.241085005621 1.00601415815
2.5 0.908697978075 0.894797268728 -0.0046154089171 0.243281838879 1.01527108451
2.55 0.908412722988 0.896463924072 -0.00679479455719 0.245202421487 1.02406942845
