#:t M1X M2X M1V M2V
0.05 -1.62771112471e-05 1.23383408921e-05 -0.000651084449886 0.0197413454274
0.1 -2.70869973956e-05 0.000123458653187 0.000218689003949 0.039872943106
0.15 -4.16526282083e-05 0.000430407021569 -0.000801314236458 0.0589785915998
0.2 -9.0052976401e-05 0.00102887021598 -0.00113469969125 0.0779614320253
0.25 -0.000157049027504 0.0020077270327 -0.00154514235285 0.0956932810272
0.3 -0.000159180909636 0.00345212096436 0.00145986706755 0.11467830912
0.35 -5.47786707404e-05 0.00543445575206 0.00271622248829 0.130332020564
0.4 2.80955879334e-05 0.00801433785922 0.000598747858659 0.146072270247
0.45 0.000187581728238 0.0112610653189 0.00578069775351 0.160808177118
0.5 0.000617654613414 0.0152334216337 0.0114222176535 0.175682115891
0.55 0.00125984017873 0.0199684620116 0.0142652049591 0.187715235565
0.6 0.00197590920603 0.0254957454849 0.014377556133 0.20231795115
0.65 0.00275076164472 0.0318462477432 0.0166165414144 0.212270175783
0.7 0.00362302419695 0.039019132007 0.018273960675 0.221905785445
0.75 0.0047270875807 0.047020529486 0.025888574675 0.230037632179
0.8 0.00613042690407 0.0558571748798 0.0302449982599 0.237988502614
0.85 0.00770331160835 0.0655160428965 0.0326703899112 0.243268089594
0.9 0.00943606821759 0.0759022867675 0.0366398744583 0.246472821856
0.95 0.0114114459685 0.0869648396698 0.0423752355794 0.250483165144
1.0 0.0136323866001 0.0986879202606 0.0464623896815 0.255579642657
1.05 0.0160350060421 0.111057806603 0.0496423880021 0.258737259279
1.1 0.0186226233653 0.124022579216 0.0538623049241 0.260511465163
1.15 0.0213640962883 0.137438826185 0.0557966119961 0.260897170185
1.2 0.0243000795334 0.151126564133 0.0616427178064 0.259574125855
1.25 0.0275458301373 0.164927897334 0.068187306351 0.256353600471
1.3 0.0310487715785 0.178638075447 0.0719303512954 0.250884660624
1.35 0.0346708309551 0.192121895778 0.0729520237689 0.251865952652
1.4 0.0383280363645 0.20529677855 0.0733361926068 0.248359127839
1.45 0.0420483343736 0.218090472056 0.0754757277578 0.24987828979
1.5 0.0458425899766 0.230440509495 0.0762944963635 0.250612729942
1.55 0.0497187186672 0.242164489677 0.0787506512593 0.251209961434
1.6 0.0536635291361 0.253146811168 0.079041767497 0.252689260658
1.65 0.0576222268604 0.263313936983 0.079306141475 0.254397551775
1.7 0.0614569826639 0.272634104038 0.0740840906665 0.260218862689
1.75 0.0651461278116 0.28101825119 0.0734817152422 0.265744769967
1.8 0.0687775572002 0.288436652611 0.071775460301 0.270974659496
