#:t M1X M2X q M2V M4X
0.05 0.999312521183 0.998629075089 -0.027499152676 0.00645235671404 0.997274249129
0.1 0.99795985703 0.995959529631 -0.0266074134642 0.0124390476149 0.992077374741
0.15 0.996614626674 0.993365694136 -0.0272018007488 0.0179857442899 0.987271654283
0.2 0.995319359563 0.990956348684 -0.0246088836957 0.0226312804711 0.983165153262
0.25 0.994092272191 0.988788369652 -0.0244746111977 0.0275711747759 0.979947935864
0.3 0.992930293864 0.986872620878 -0.0220045218719 0.0315892354381 0.977704561935
0.35 0.991841178639 0.985239895456 -0.0215600871301 0.0355042099108 0.976553250949
0.4 0.990812548848 0.983875205745 -0.0195851045053 0.0386050318015 0.976498014031
0.45 0.989837601591 0.982762839818 -0.0194127857631 0.041455621697 0.977498073559
0.5 0.988908343727 0.981876790174 -0.0177575288216 0.0426375055062 0.979462612096
0.55 0.988057793916 0.981269266355 -0.0162644636165 0.0438298846513 0.98244252338
0.6 0.987227288449 0.980816170693 -0.016955755043 0.0451147739591 0.986154817592
0.65 0.986434157879 0.980534863226 -0.0147694677644 0.04620987669 0.990561599956
0.7 0.985701258487 0.980440588728 -0.0145465079332 0.045918641691 0.995577571093
0.75 0.985001855377 0.980452689965 -0.0134296164557 0.0455737803017 1.0009287539
0.8 0.984346746907 0.980577723657 -0.0127747223311 0.0453806728511 1.0065744441
0.85 0.983730174767 0.980773741578 -0.0118881632747 0.0449333683267 1.01231033259
0.9 0.983112510838 0.980928013062 -0.0128183939094 0.044185887435 1.01775273516
0.95 0.982434130289 0.980900356863 -0.0143168280419 0.0446706972055 1.02252032684
1.0 0.981706254698 0.980691442124 -0.0147981956094 0.0452921021659 1.02653832843
1.05 0.980962582968 0.980339246289 -0.0149486735902 0.045795244943 1.02978694805
1.1 0.980175151534 0.979777785037 -0.0165485837322 0.0468295517929 1.03208493929
1.15 0.979360516021 0.979025518637 -0.0160368368148 0.0490318031877 1.03342694492
1.2 0.978541057513 0.978110353054 -0.0167415034879 0.0508645383376 1.03384059257
1.25 0.977616026487 0.976826615 -0.0202597375513 0.0543302487619 1.03289206155
1.3 0.976558542191 0.97514443574 -0.0220396343085 0.0592979348855 1.03062029208
1.35 0.975446196567 0.973244577826 -0.022454190652 0.0636257855794 1.02751253303
1.4 0.974266534141 0.971109140098 -0.0247323063762 0.0682117839763 1.02358311896
1.45 0.973031804763 0.968803438496 -0.0246568687421 0.0744956591329 1.01913914604
1.5 0.971775467061 0.966421668543 -0.0255966393361 0.0789902562824 1.01447842006
1.55 0.970474040665 0.963911963815 -0.0264604165076 0.0843746691833 1.00945413128
1.6 0.969135886372 0.96131813663 -0.0270657552334 0.0908864160212 1.00426124955
1.65 0.967826104774 0.958801547447 -0.0253255086644 0.0958617871422 0.999363572486
1.7 0.966566331685 0.956411332701 -0.0250654149032 0.10059816773 0.994875022337
1.75 0.965303170478 0.954083002845 -0.0254610333669 0.105406409352 0.990782422924
1.8 0.964036981983 0.9518580713 -0.0251865064445 0.110008711549 0.987284083922
1.85 0.962765637793 0.94973256621 -0.0256672611393 0.11519620776 0.984347021293
1.9 0.96148974319 0.94771151288 -0.0253685229786 0.118107360926 0.98197483654
1.95 0.960224373053 0.945841810852 -0.0252462825317 0.121457596377 0.980312983807
2.0 0.959037773997 0.944266445389 -0.0222176796754 0.122366879189 0.979696073107
2.05 0.957943286258 0.943003222438 -0.0215618299132 0.125175300678 0.980130583449
2.1 0.956849409935 0.941881057291 -0.0221932229907 0.126028822888 0.98128680714
2.15 0.955836005405 0.941044783037 -0.0183429582155 0.126367256823 0.983417877499
2.2 0.954944416094 0.94055314176 -0.0173206142022 0.125574250236 0.986561496212
2.25 0.954090563764 0.940216716238 -0.0168334790243 0.125438887799 0.990252149571
2.3 0.953261249086 0.939993322088 -0.0163391081014 0.12491762498 0.994322692598
2.35 0.952400480536 0.939757519616 -0.0180916338719 0.124540242232 0.998441358832
2.4 0.951493678499 0.939452530988 -0.0181804476215 0.124740029965 1.00240271494
2.45 0.950622334512 0.939196956209 -0.0166733118777 0.123953231864 1.00635822849
2.5 0.949776490971 0.938924036056 -0.0171604297521 0.122630418838 1.01001866205
2.55 0.948889857364 0.938485984259 -0.018304914519 0.122897713628 1.01300620816
2.6 0.947950433192 0.937865305208 -0.0192720523429 0.123337956322 1.01533542268
2.65 0.946992715048 0.937090841645 -0.0190366734477 0.125068656913 1.01700412856
2.7 0.945985915022 0.936083621417 -0.0212353275618 0.126685401463 1.01774749725
2.75 0.944899308934 0.934788962069 -0.0222289159798 0.127937011889 1.01744329277
2.8 0.943784845738 0.933305027043 -0.0223496118675 0.130593862339 1.0163565165
2.85 0.942647535635 0.931666379534 -0.0231427922526 0.13387041764 1.01471538902
2.9 0.941441318891 0.929771962908 -0.0251058775124 0.137217162333 1.01226747118
2.95 0.940157351733 0.927601814653 -0.0262528087761 0.139138443211 1.00884504593
3.0 0.938776073175 0.925151284338 -0.028998333544 0.142370442532 1.0045542042
3.05 0.937319968048 0.922489518163 -0.029245871542 0.147775258126 0.999618453149
3.1 0.935836036422 0.919713277407 -0.0301113935229 0.152454566996 0.994231648288
3.15 0.934333837305 0.916857204297 -0.0299765711323 0.158113157337 0.988471995274
3.2 0.932814739227 0.913957596293 -0.030787352007 0.163561976508 0.982511698002
3.25 0.931273083459 0.911035077568 -0.0308788787134 0.16899286562 0.97655986723
3.3 0.929758849185 0.908214063047 -0.0296904922411 0.173260929663 0.970957292271
3.35 0.928272721964 0.905525598921 -0.0297545966009 0.177288520894 0.965854294777
3.4 0.926740544811 0.902842592977 -0.0315324895259 0.181294974295 0.961034555127
3.45 0.925196256059 0.900238124869 -0.0302390605391 0.183598010919 0.956658758765
3.5 0.92373315528 0.897906529418 -0.0282849706051 0.186920923282 0.953180130235
3.55 0.922340339475 0.895843258112 -0.0274276616067 0.189522019992 0.950628707924
3.6 0.920990211073 0.893993762541 -0.026577474483 0.192585376433 0.948906040446
3.65 0.919699359035 0.892381490387 -0.0250566070337 0.19238563676 0.948058161628
3.7 0.918472569663 0.891030437043 -0.0240149678552 0.194828880401 0.948117764588
3.75 0.917316679005 0.889942733732 -0.0222206584715 0.195003055364 0.949014553786
3.8 0.916263368297 0.889154642483 -0.0199117698209 0.193522546592 0.950803477169
3.85 0.915251168473 0.888557877484 -0.0205762231322 0.193025446748 0.953330690614
3.9 0.914196675188 0.887965928114 -0.0216035082752 0.194058144811 0.956136530346
3.95 0.913159593753 0.887456213263 -0.0198797491161 0.191790414958 0.959241196526
4.0 0.91219727717 0.887122567876 -0.0186129142078 0.191266514486 0.962710356008
4.05 0.911272146675 0.88685225682 -0.0183923056124 0.189358397048 0.966206563981
4.1 0.910344661131 0.886512094819 -0.0187071161444 0.187443252459 0.96931533367
4.15 0.909365982222 0.885978018786 -0.0204400402243 0.186864413356 0.971695253543
4.2 0.908321589471 0.885220652199 -0.0213356698062 0.187552317189 0.973243627902
4.25 0.907274409784 0.884367061236 -0.0205515176595 0.187777083817 0.974160567166
4.3 0.906251607104 0.883436170077 -0.020360589553 0.190301109372 0.974410771963
4.35 0.905236495356 0.882386287308 -0.0202438803785 0.190398228744 0.973956585458
4.4 0.904167236581 0.88111104209 -0.0225264706205 0.192043626286 0.972652036833
4.45 0.903053383918 0.879614707545 -0.0220276358947 0.192334035642 0.970533730657
4.5 0.901966004741 0.878000824751 -0.021467531186 0.196704080658 0.967767078709
4.55 0.900908815144 0.876294163866 -0.0208200527009 0.199071730981 0.964488909032
4.6 0.899869795253 0.874543962972 -0.0207407429199 0.203935318929 0.961059220282
4.65 0.89883789479 0.872764704025 -0.0205352756176 0.209783637248 0.95758847999
4.7 0.897854910245 0.871032134759 -0.0187841061869 0.214704528872 0.954191488503
4.75 0.89690110623 0.869335948397 -0.0193680544121 0.217540344954 0.950873292535
4.8 0.895948688477 0.867655548339 -0.0187286556941 0.221453058285 0.947666104415
4.85 0.895066565976 0.866094287383 -0.0165562443392 0.225122471708 0.944723172432
4.9 0.894284415652 0.864701842146 -0.0147297686076 0.228857689626 0.942098177536
4.95 0.893553735937 0.863454578594 -0.0144974200092 0.23232244798 0.939907092354
5.0 0.892845293 0.86231807897 -0.0138402974928 0.236864846219 0.938103332961
5.05 0.892175990587 0.861324298452 -0.0129317990187 0.240574880218 0.936726823614
5.1 0.891543084979 0.860498010764 -0.012384425297 0.243973756715 0.935933253875
5.15 0.890939679061 0.859865641372 -0.0117518114293 0.246733646664 0.935848989784
5.2 0.890361561667 0.859451262412 -0.0113728843267 0.247164157074 0.936613387165
5.25 0.889792830587 0.859209662607 -0.0113763588701 0.247714519831 0.938113347101
5.3 0.889264802293 0.859158074586 -0.00974477289779 0.24684693039 0.940248880078
5.35 0.888829284356 0.859376020392 -0.00767594458789 0.247601823306 0.94313846851
5.4 0.888429057191 0.859771210005 -0.00833314199704 0.246147391417 0.94653242477
5.45 0.888051519548 0.860283920706 -0.00676836370198 0.245588833531 0.950219292433
5.5 0.887692326125 0.8608471138 -0.00759937322198 0.247047075629 0.953928442066
5.55 0.887333914776 0.861434003232 -0.00673708074063 0.248657199575 0.957597631148
5.6 0.887018820931 0.862134201319 -0.00586667307899 0.24854537614 0.961481193756
5.65 0.886714010838 0.862864988784 -0.0063257306363 0.247352405149 0.965421670455
5.7 0.886405262797 0.863576050491 -0.00602419100849 0.247290744185 0.969313330034
5.75 0.886088556911 0.864230737521 -0.00664404441716 0.24706847132 0.973016802897
5.8 0.885744406608 0.864758401654 -0.00712196772427 0.248547272944 0.976327782772
5.85 0.885360813096 0.865142796666 -0.00822177274478 0.25074999946 0.979275253918
