#:t M1X M2X M1V M2V
0.05 1.79476497006e-05 7.61137073307e-06 0.000717905988022 0.0121781931729
0.1 8.23235727522e-05 7.42643550411e-05 0.00185713093404 0.0229429117892
0.15 0.000216788031564 0.000253596664421 0.00352144741844 0.0341790501127
0.2 0.000415602740689 0.000600099611767 0.00443114094654 0.0454522136819
0.25 0.000649366305473 0.0011770760725 0.00491940164483 0.0583966976113
0.3 0.000909303014473 0.00204633759808 0.00547806671518 0.0688313638935
0.35 0.00127080836581 0.00326473256397 0.00898214733835 0.0819673758958
0.4 0.00180426263949 0.00490306960783 0.012356023609 0.0948645753938
0.45 0.00244570139245 0.00703067895155 0.0133015265091 0.108282539756
0.5 0.00325857771571 0.00971386607497 0.0192135264213 0.121337193048
0.55 0.00432786015519 0.0130365286382 0.0235577711579 0.13714914936
0.6 0.00562916448662 0.0171067016625 0.0284944020993 0.152655633234
0.65 0.00713528642809 0.0220183921834 0.0317504755598 0.168080473454
0.7 0.00876578167988 0.0278472025398 0.0334693345115 0.183270636962
0.75 0.0105843934075 0.0346743258083 0.0392751345922 0.199167636815
0.8 0.0127213120081 0.0426522829006 0.0462016094347 0.220392159764
0.85 0.0151474584658 0.0519219938294 0.0508442488735 0.238621951375
0.9 0.0178244162006 0.0625356420989 0.0562340605178 0.253958197251
0.95 0.0207932794959 0.074590821922 0.0625204712924 0.274538410558
1.0 0.0240810298838 0.0882278646122 0.0689895442244 0.293596411145
1.05 0.0276552661701 0.103571067526 0.073979907228 0.314635365641
1.1 0.0315451729299 0.120768104439 0.0816163631646 0.335405534423
1.15 0.035750792078 0.139956853109 0.0866084027578 0.35563279404
1.2 0.0402759324443 0.161277975124 0.0943972118957 0.377834981722
1.25 0.0451178981767 0.184871360842 0.0992814173982 0.400552824699
1.3 0.0502252696631 0.210793828895 0.10501344206 0.420226650528
1.35 0.0555846566833 0.239147914603 0.109362038747 0.442172911902
1.4 0.0611529428508 0.270100353864 0.113369407955 0.462392973701
1.45 0.0669798765261 0.303608653973 0.119707939056 0.477723783986
1.5 0.0731010117955 0.339504075253 0.125137471722 0.48953467162
1.55 0.079485921011 0.37775840724 0.130258896896 0.502873775049
1.6 0.086022450815 0.418361533665 0.131202295263 0.511538403858
1.65 0.0926195266571 0.461117877749 0.132680738424 0.516285483676
1.7 0.0993384011925 0.505815259579 0.136074242991 0.521973899818
1.75 0.106066892438 0.552177961563 0.133065406824 0.521207651846
1.8 0.112748512363 0.599801167132 0.13419939017 0.516539011195
1.85 0.119392274523 0.648401392304 0.13155109626 0.513530226101
1.9 0.125953917776 0.697743732975 0.130914633828 0.510612477839
1.95 0.132453130432 0.747488616882 0.129053872432 0.507813849062
2.0 0.138876852003 0.797276868493 0.127894990399 0.503028122857
2.05 0.145198101614 0.846624910768 0.124954994046 0.494535179808
2.1 0.151298728265 0.895071589006 0.119070072002 0.487974527832
