#:t M1X M2X M1V M2V
0.05 -2.29420457154e-05 6.3185559429e-06 -0.000917681828614 0.0101096895086
0.1 -6.87508859023e-05 6.24784710483e-05 -0.000914671778862 0.0196154770287
0.15 -6.52412383735e-05 0.000217594481905 0.00105505768001 0.0298304225086
0.2 -3.24689126422e-05 0.000521854366675 0.000255835349237 0.0397648195945
0.25 5.1491726413e-05 0.00101986030839 0.00310259021297 0.0482412140562
0.3 0.000194213965977 0.00175751358468 0.00260629936959 0.0584691707401
0.35 0.000319494966494 0.0027907304633 0.00240494065108 0.0689611622834
0.4 0.000429694998574 0.00417090748568 0.00200306063212 0.0790065604249
0.45 0.000594344541971 0.00596154549878 0.00458292110375 0.0910134661537
0.5 0.000851711144958 0.00823313225876 0.00571174301572 0.101679099703
0.55 0.001178576909 0.0110456015434 0.00736288754617 0.114456425034
0.6 0.00159496046522 0.0144701986603 0.00929245470252 0.127415669459
0.65 0.00212663744525 0.0185845339314 0.0119746244984 0.140345812246
0.7 0.00282962260235 0.0234607372029 0.0161447817858 0.152787914204
0.75 0.00377543260189 0.0291865379805 0.0216876181956 0.167303655744
0.8 0.00496425044328 0.035873516556 0.0258650954599 0.18207808019
0.85 0.00631856020762 0.0435906973691 0.028307295114 0.196047770606
0.9 0.0079070605684 0.0524267972491 0.0352327193172 0.211381239627
0.95 0.00972172183224 0.0625143620679 0.0373537312365 0.228031058321
1.0 0.0116482717391 0.0739820594362 0.0397082650375 0.246222625122
1.05 0.0138184247245 0.0869177549193 0.0470978543784 0.262972140919
1.1 0.0162796964676 0.101436062388 0.051353015347 0.282542782146
1.15 0.0190040780693 0.117689505226 0.0576222487204 0.30342850396
1.2 0.0219873712092 0.135777705003 0.0617094768751 0.322216612545
1.25 0.0252261316811 0.155814786388 0.0678409420013 0.342061375903
1.3 0.0287534759928 0.177901535694 0.0732528304667 0.360562324357
1.35 0.0325889826779 0.2021158091 0.0801674369387 0.379127917809
1.4 0.0367567401865 0.228535874558 0.0865428634031 0.396678663963
1.45 0.0412351524355 0.257263625908 0.0925936265579 0.415661705738
1.5 0.0459896602836 0.288407375921 0.0975866873668 0.434365220081
1.55 0.0509844221737 0.321957512671 0.102203788236 0.448977481083
1.6 0.056134841776 0.357805867146 0.103812995857 0.460213318537
1.65 0.0613638469148 0.39590930676 0.105347209693 0.473666006195
1.7 0.0667335731349 0.436189193562 0.109441839111 0.481479812463
1.75 0.0722402638557 0.478550937237 0.110825789722 0.49076223789
1.8 0.0778442344405 0.522808851318 0.113333033673 0.49188016945
1.85 0.0835077864424 0.568658502612 0.113209046402 0.493613008887
1.9 0.0891752531692 0.615879851382 0.11348962267 0.492430614143
1.95 0.0948260831478 0.664168048119 0.112543576473 0.490520845656
2.0 0.100356852862 0.713242523708 0.108687212102 0.488018709038
2.05 0.105739001573 0.762671028115 0.106598736345 0.481235996956
2.1 0.111009267811 0.811902395719 0.104211913167 0.471391946839
2.15 0.116179785979 0.860503500858 0.10260881355 0.464304111438
2.2 0.121155692607 0.908061273018 0.096427451566 0.456024589963
2.25 0.125825268736 0.954108329299 0.0903555935903 0.448325645168
2.3 0.130185915027 0.998175641973 0.0840702580735 0.439270161746
2.35 0.134220560249 1.0399049644 0.0773155508014 0.434622820936
2.4 0.137814929545 1.07899419984 0.0664592210059 0.429051615956
2.45 0.140901557522 1.11525221563 0.0570058981112 0.430465858623
2.5 0.143497519385 1.14853154179 0.0468325763948 0.430624463087
2.55 0.145504200921 1.17851071164 0.0334346850301 0.431008237028
2.6 0.146871278592 1.20488290525 0.0212484218092 0.434108378739
2.65 0.147665721993 1.22753214942 0.0105293142572 0.441149607038
2.7 0.147854842187 1.24642227865 -0.00296450651541 0.45439383481
2.75 0.147441619969 1.26161011705 -0.0135643822038 0.469056487362
2.8 0.146427175943 1.27330445896 -0.0270133788258 0.483539611598
2.85 0.144815461941 1.28159292246 -0.0374551812459 0.500059947164
2.9 0.142669279021 1.28662181276 -0.0483921355653 0.52052408464
2.95 0.139935716927 1.28869843253 -0.0609503482134 0.534253621087
3.0 0.136606181536 1.2879487837 -0.0722310673987 0.551893245156
3.05 0.132752175175 1.28446800685 -0.0819291870504 0.56649628098
3.1 0.128509606721 1.27852671101 -0.0877735510988 0.584599041532
