#:t M1X M2X M1V M2V
0.05 -6.01499600372e-06 1.0262680193e-05 -0.000240599840149 0.0164202883089
0.1 2.46867907523e-05 0.000102542543201 0.00146867131039 0.0327721082326
0.15 0.000163576901194 0.000360880111769 0.00408693310727 0.0501054892556
0.2 0.000419722663338 0.000872579860919 0.00615889737851 0.0670981086941
0.25 0.000713649610158 0.00172340106858 0.00559818049426 0.084053765333
0.3 0.00106640496025 0.00300392181851 0.00851203350925 0.102296592383
0.35 0.00148373365659 0.00480529093553 0.00818111434469 0.119208194395
0.4 0.00188368532588 0.00721969241593 0.00781695242685 0.137601067857
0.45 0.00239503212722 0.0103462227211 0.0126369196268 0.155753440783
0.5 0.00310895444014 0.0142686787166 0.0159199728897 0.172040460464
0.55 0.00404667048809 0.0190965336071 0.0215886690286 0.19332729939
0.6 0.00516880680911 0.0249613242709 0.0232967838121 0.213507394548
0.65 0.00645729542104 0.03198389113 0.0282427606652 0.235629560903
0.7 0.00793990525969 0.0403126776111 0.0310616328807 0.259787556869
0.75 0.00959535893805 0.0500877937392 0.035156514254 0.28284176532
0.8 0.0114707616217 0.0614585857776 0.0398595930936 0.307347143049
0.85 0.0136334346484 0.0745193631725 0.0466473279733 0.325878691143
0.9 0.0161150148414 0.0893909196159 0.0526158797476 0.350385070655
0.95 0.0188790112302 0.106238664703 0.0579439758024 0.373649988973
1.0 0.0218528846662 0.125222613076 0.0610109616368 0.400573319382
1.05 0.0250609548488 0.146566349295 0.0673118456664 0.429532541941
1.1 0.0285152757756 0.170480465246 0.0708609914095 0.461249459829
1.15 0.0321968116036 0.197133932668 0.0764004417098 0.48840650805
1.2 0.0360619983281 0.226576303505 0.0782070272694 0.511617234757
1.25 0.0400567194257 0.258924670531 0.0815818166321 0.538697748996
1.3 0.0442625052122 0.29429314515 0.0866496148304 0.564100298327
1.35 0.0486864590366 0.332568680248 0.0903085381459 0.5812621118
1.4 0.0533536902604 0.373764682989 0.0963807108048 0.600040581714
1.45 0.0583070802277 0.417839617841 0.101754887889 0.614136308008
1.5 0.0634331486156 0.464580633571 0.103287847626 0.624814079284
1.55 0.0687122892001 0.513759288577 0.107877775754 0.628610569331
1.6 0.0742512922889 0.564938820738 0.113682347799 0.626484394035
1.65 0.0799928407934 0.617820319173 0.115979592381 0.626620383908
1.7 0.0858456206159 0.672147534195 0.118131600517 0.622681785807
1.75 0.0917135292847 0.727345512961 0.116584746236 0.610470862182
1.8 0.0975168625993 0.783016823328 0.115548586349 0.60565401179
1.85 0.103240595309 0.838676124459 0.113400722053 0.595993940943
1.9 0.108794431566 0.893655892099 0.108752728212 0.58716316945
1.95 0.114201206758 0.947630882913 0.10751827948 0.576002587934
2.0 0.119489018343 1.00015765935 0.103994183926 0.566031103162
2.05 0.124586828654 1.05062479863 0.0999182284924 0.553955481128
2.1 0.129491117328 1.0985118923 0.0962533184678 0.546543496379
2.15 0.134152544391 1.14339243994 0.0902037640573 0.539168817764
2.2 0.138440062229 1.18484613847 0.0812969494774 0.542630011503
