#:x y Ey Bx Bz
0 0 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
2 0 0.000000 0.000000 0.000000
3 0 0.000000 0.000000 0.000000
4 0 0.000000 0.000000 0.000000
5 0 0.000000 0.000000 0.000000
6 0 0.000000 0.000000 0.000000
7 0 0.000000 0.000000 0.000000
8 0 0.000000 0.000000 0.000000
9 0 0.000000 0.000000 0.000000
10 0 0.000000 0.000000 0.000000
11 0 0.000000 0.000000 0.000000
12 0 0.000000 0.000000 0.000000
13 0 0.000000 0.000000 0.000000
14 0 0.000000 0.000000 0.000000
15 0 0.000000 0.000000 0.000000
16 0 0.000000 0.000000 0.000000
17 0 0.000000 0.000000 0.000000
18 0 0.000000 0.000000 0.000000
19 0 0.000000 0.000000 0.000000
20 0 0.000000 0.000000 0.000000
21 0 0.000000 0.000000 0.000000
22 0 0.000000 0.000000 0.000000
23 0 0.000000 0.000000 0.000000
24 0 0.000000 0.000000 0.000000
25 0 0.000000 0.000000 0.000000
26 0 0.000000 0.000000 0.000000
27 0 0.000000 0.000000 0.000000
28 0 0.000000 0.000000 0.000000
29 0 0.000000 0.000000 0.000000
30 0 0.000000 0.000000 0.000000
31 0 0.000000 0.000000 0.000000
32 0 0.000000 0.000000 0.000000
33 0 0.000000 0.000000 0.000000
34 0 0.000000 0.000000 0.000000
35 0 0.000000 0.000000 0.000000
36 0 0.000000 0.000000 0.000000
37 0 0.000000 0.000000 0.000000
38 0 0.000000 0.000000 0.000000
39 0 0.000000 0.000000 0.000000
40 0 0.000000 0.000000 0.000000
41 0 0.000000 0.000000 0.000000
42 0 0.000000 0.000000 0.000000
43 0 0.000000 0.000000 0.000000
44 0 0.000000 0.000000 0.000000
45 0 0.000000 0.000000 0.000000
46 0 0.000000 0.000000 0.000000
47 0 0.000000 0.000000 0.000000
48 0 0.000000 0.000000 0.000000
49 0 0.000000 0.000000 0.000000

0 1 0.000000 0.000000 0.000000
1 1 -0.000771 0.001782 -0.001782
2 1 -0.001158 0.003587 -0.001805
3 1 -0.000762 0.005390 -0.001803
4 1 0.000810 0.007075 -0.001685
5 1 0.003901 0.008393 -0.001318
6 1 0.008642 0.008936 -0.000544
7 1 0.014769 0.008182 0.000754
8 1 0.021369 0.005597 0.002585
9 1 0.026720 0.000896 0.004701
10 1 0.028491 -0.005641 0.006537
11 1 0.024316 -0.012841 0.007199
12 1 0.013200 -0.018586 0.005745
13 1 -0.003102 -0.020399 0.001813
14 1 -0.019573 -0.016577 -0.003822
15 1 -0.029197 -0.007651 -0.008926
16 1 -0.027376 0.003045 -0.010697
17 1 -0.016190 0.011132 -0.008087
18 1 -0.002919 0.014099 -0.002967
19 1 0.005951 0.012530 0.001569
20 1 0.008665 0.008812 0.003718
21 1 0.007279 0.005145 0.003668
22 1 0.004622 0.002559 0.002585
23 1 0.002399 0.001104 0.001456
24 1 0.001056 0.000418 0.000686
25 1 0.000403 0.000140 0.000278
26 1 0.000135 0.000042 0.000098
27 1 0.000040 0.000011 0.000031
28 1 0.000011 0.000003 0.000009
29 1 0.000003 0.000001 0.000002
30 1 0.000001 0.000000 0.000000
31 1 0.000000 0.000000 0.000000
32 1 0.000000 0.000000 0.000000
33 1 0.000000 0.000000 0.000000
34 1 0.000000 0.000000 0.000000
35 1 0.000000 0.000000 0.000000
36 1 0.000000 0.000000 0.000000
37 1 0.000000 0.000000 0.000000
38 1 0.000000 0.000000 0.000000
39 1 0.000000 0.000000 0.000000
40 1 0.000000 0.000000 0.000000
41 1 0.000000 0.000000 0.000000
42 1 0.000000 0.000000 0.000000
43 1 0.000000 0.000000 0.000000
44 1 0.000000 0.000000 0.000000
45 1 0.000000 0.000000 0.000000
46 1 0.000000 0.000000 0.000000
47 1 0.000000 0.000000 0.000000
48 1 0.000000 0.000000 0.000000
49 1 0.000000 0.000000 0.000000

0 2 0.000000 0.000000 0.000000
1 2 -0.002028 -0.001110 -0.000518
2 2 -0.004023 -0.002177 -0.000659
3 2 -0.005890 -0.003123 -0.000937
4 2 -0.007382 -0.003805 -0.001317
5 2 -0.008088 -0.004003 -0.001738
6 2 -0.007333 -0.003446 -0.002048
7 2 -0.004377 -0.001900 -0.002017
8 2 0.001504 0.000686 -0.001321
9 2 0.010343 0.003938 0.000379
10 2 0.020973 0.006957 0.003164
11 2 0.030451 0.008305 0.006686
12 2 0.033964 0.006598 0.009676
13 2 0.027015 0.001499 0.010172
14 2 0.008128 -0.005447 0.006418
15 2 -0.017680 -0.010571 -0.001876
16 2 -0.037835 -0.010150 -0.011482
17 2 -0.040564 -0.003997 -0.016476
18 2 -0.026007 0.003945 -0.013564
19 2 -0.005648 0.009174 -0.005434
20 2 0.008803 0.010070 0.002279
21 2 0.013521 0.007953 0.006061
22 2 0.011500 0.005003 0.006067
23 2 0.007320 0.002622 0.004281
24 2 0.003793 0.001175 0.002401
25 2 0.001663 0.000458 0.001125
26 2 0.000632 0.000157 0.000452
27 2 0.000211 0.000048 0.000159
28 2 0.000063 0.000013 0.000049
29 2 0.000017 0.000003 0.000014
30 2 0.000004 0.000001 0.000003
31 2 0.000001 0.000000 0.000001
32 2 0.000000 0.000000 0.000000
33 2 0.000000 0.000000 0.000000
34 2 0.000000 0.000000 0.000000
35 2 0.000000 0.000000 0.000000
36 2 0.000000 0.000000 0.000000
37 2 0.000000 0.000000 0.000000
38 2 0.000000 0.000000 0.000000
39 2 0.000000 0.000000 0.000000
40 2 0.000000 0.000000 0.000000
41 2 0.000000 0.000000 0.000000
42 2 0.000000 0.000000 0.000000
43 2 0.000000 0.000000 0.000000
44 2 0.000000 0.000000 0.000000
45 2 0.000000 0.000000 0.000000
46 2 0.000000 0.000000 0.000000
47 2 0.000000 0.000000 0.000000
48 2 0.000000 0.000000 0.000000
49 2 0.000000 0.000000 0.000000

0 3 0.000000 0.000000 0.000000
1 3 0.002459 -0.001310 0.001198
2 3 0.004577 -0.002919 0.001348
3 3 0.005914 -0.005091 0.001608
4 3 0.005971 -0.007961 0.001851
5 3 0.004122 -0.011489 0.001931
6 3 -0.000141 -0.015247 0.001558
7 3 -0.006863 -0.018403 0.000548
8 3 -0.015349 -0.019584 -0.001316
9 3 -0.023185 -0.017208 -0.003765
10 3 -0.027031 -0.010121 -0.006050
11 3 -0.022583 0.001529 -0.006859
12 3 -0.007717 0.014899 -0.004397
13 3 0.013887 0.024839 0.001622
14 3 0.032774 0.025676 0.009358
15 3 0.034657 0.014864 0.014098
16 3 0.011744 -0.002188 0.009601
17 3 -0.022384 -0.014240 -0.003878
18 3 -0.041927 -0.014366 -0.016350
19 3 -0.035198 -0.005704 -0.018167
20 3 -0.013117 0.003573 -0.009888
21 3 0.006469 0.008164 0.000527
22 3 0.014808 0.007991 0.006644
23 3 0.013828 0.005577 0.007531
24 3 0.009192 0.003103 0.005581
25 3 0.004881 0.001444 0.003210
26 3 0.002173 0.000578 0.001525
27 3 0.000833 0.000202 0.000619
28 3 0.000280 0.000063 0.000218
29 3 0.000083 0.000017 0.000068
30 3 0.000022 0.000004 0.000019
31 3 0.000005 0.000001 0.000005
32 3 0.000001 0.000000 0.000001
33 3 0.000000 0.000000 0.000000
34 3 0.000000 0.000000 0.000000
35 3 0.000000 0.000000 0.000000
36 3 0.000000 0.000000 0.000000
37 3 0.000000 0.000000 0.000000
38 3 0.000000 0.000000 0.000000
39 3 0.000000 0.000000 0.000000
40 3 0.000000 0.000000 0.000000
41 3 0.000000 0.000000 0.000000
42 3 0.000000 0.000000 0.000000
43 3 0.000000 0.000000 0.000000
44 3 0.000000 0.000000 0.000000
45 3 0.000000 0.000000 0.000000
46 3 0.000000 0.000000 0.000000
47 3 0.000000 0.000000 0.000000
48 3 0.000000 0.000000 0.000000
49 3 0.000000 0.000000 0.000000

0 4 0.000000 0.000000 0.000000
1 4 0.003232 0.001839 -0.001133
2 4 0.006857 0.003629 -0.000865
3 4 0.011285 0.005238 -0.000269
4 4 0.016424 0.006377 0.000700
5 4 0.022123 0.006577 0.002101
6 4 0.026999 0.005119 0.003869
7 4 0.029391 0.001411 0.005600
8 4 0.026365 -0.004999 0.006791
9 4 0.015197 -0.013258 0.006062
10 4 -0.004512 -0.021245 0.002706
11 4 -0.030442 -0.024989 -0.004005
12 4 -0.052121 -0.019863 -0.012495
13 4 -0.056619 -0.004559 -0.018002
14 4 -0.035126 0.017038 -0.016017
15 4 0.009971 0.033757 -0.002998
16 4 0.049870 0.031980 0.015960
17 4 0.048030 0.011257 0.023671
18 4 0.006449 -0.011625 0.010440
19 4 -0.034028 -0.020114 -0.011024
20 4 -0.041933 -0.013239 -0.021179
21 4 -0.022289 -0.001428 -0.015201
22 4 0.001452 0.006271 -0.002723
23 4 0.014033 0.007920 0.006078
24 4 0.014977 0.006065 0.008363
25 4 0.010507 0.003538 0.006599
26 4 0.005741 0.001693 0.003912
27 4 0.002600 0.000689 0.001891
28 4 0.001008 0.000244 0.000774
29 4 0.000341 0.000076 0.000275
30 4 0.000102 0.000021 0.000086
31 4 0.000027 0.000005 0.000024
32 4 0.000007 0.000001 0.000006
33 4 0.000001 0.000000 0.000001
