#:x y Ey Bx Bz
0 0 0.000000 0.000000 0.000000
1 0 0.000000 0.000000 0.000000
2 0 0.000000 0.000000 0.000000
3 0 0.000000 0.000000 0.000000
4 0 0.000000 0.000000 0.000000
5 0 0.000000 0.000000 0.000000
6 0 0.000000 0.000000 0.000000
7 0 0.000000 0.000000 0.000000
8 0 0.000000 0.000000 0.000000
9 0 0.000000 0.000000 0.000000
10 0 0.000000 0.000000 0.000000
11 0 0.000000 0.000000 0.000000
12 0 0.000000 0.000000 0.000000
13 0 0.000000 0.000000 0.000000
14 0 0.000000 0.000000 0.000000
15 0 0.000000 0.000000 0.000000
16 0 0.000000 0.000000 0.000000
17 0 0.000000 0.000000 0.000000
18 0 0.000000 0.000000 0.000000
19 0 0.000000 0.000000 0.000000
20 0 0.000000 0.000000 0.000000
21 0 0.000000 0.000000 0.000000
22 0 0.000000 0.000000 0.000000
23 0 0.000000 0.000000 0.000000
24 0 0.000000 0.000000 0.000000
25 0 0.000000 0.000000 0.000000
26 0 0.000000 0.000000 0.000000
27 0 0.000000 0.000000 0.000000
28 0 0.000000 0.000000 0.000000
29 0 0.000000 0.000000 0.000000
30 0 0.000000 0.000000 0.000000
31 0 0.000000 0.000000 0.000000
32 0 0.000000 0.000000 0.000000
33 0 0.000000 0.000000 0.000000
34 0 0.000000 0.000000 0.000000
35 0 0.000000 0.000000 0.000000
36 0 0.000000 0.000000 0.000000
37 0 0.000000 0.000000 0.000000
38 0 0.000000 0.000000 0.000000
39 0 0.000000 0.000000 0.000000
40 0 0.000000 0.000000 0.000000
41 0 0.000000 0.000000 0.000000
42 0 0.000000 0.000000 0.000000
43 0 0.000000 0.000000 0.000000
44 0 0.000000 0.000000 0.000000
45 0 0.000000 0.000000 0.000000
46 0 0.000000 0.000000 0.000000
47 0 0.000000 0.000000 0.000000
48 0 0.000000 0.000000 0.000000
49 0 0.000000 0.000000 0.000000

0 1 0.000000 0.000000 0.000000
1 1 -0.016405 0.026406 -0.000506
2 1 -0.004498 0.027069 -0.000343
3 1 0.006079 0.026658 0.000284
4 1 0.014835 0.025410 0.001253
5 1 0.021846 0.023742 0.002510
6 1 0.026933 0.022160 0.003657
7 1 0.029998 0.020618 0.004699
8 1 0.031851 0.019256 0.005808
9 1 0.032410 0.018495 0.006419
10 1 0.031137 0.017874 0.006469
11 1 0.029168 0.017038 0.006624
12 1 0.026950 0.016695 0.006377
13 1 0.022922 0.016750 0.004935
14 1 0.017440 0.016097 0.003257
15 1 0.012677 0.015092 0.002033
16 1 0.007689 0.015008 -0.000201
17 1 -0.000077 0.015144 -0.004126
18 1 -0.009016 0.013875 -0.007800
19 1 -0.015702 0.011954 -0.010231
20 1 -0.021600 0.011446 -0.013582
21 1 -0.030906 0.011951 -0.019372
22 1 -0.042723 0.010941 -0.025369
23 1 -0.051573 0.007835 -0.028850
24 1 -0.055822 0.005138 -0.030880
25 1 -0.060289 0.005002 -0.034703
26 1 -0.069121 0.006503 -0.040901
27 1 -0.079975 0.007187 -0.046619
28 1 -0.087556 0.006143 -0.049544
29 1 -0.090573 0.004525 -0.050698
30 1 -0.092528 0.003571 -0.052552
31 1 -0.096318 0.003136 -0.055542
32 1 -0.100386 0.002312 -0.057563
33 1 -0.100914 0.000814 -0.056637
34 1 -0.096528 -0.000683 -0.053198
35 1 -0.089749 -0.001422 -0.049457
36 1 -0.084029 -0.001408 -0.046931
37 1 -0.080107 -0.001330 -0.044936
38 1 -0.075490 -0.001808 -0.041407
39 1 -0.067090 -0.002830 -0.034931
40 1 -0.054170 -0.003845 -0.025990
41 1 -0.039037 -0.004303 -0.016428
42 1 -0.025421 -0.004125 -0.007720
43 1 -0.016467 -0.003737 0.000659
44 1 -0.014094 -0.003730 0.011595
45 1 -0.019305 -0.004314 0.028497
46 1 -0.030715 -0.004889 0.051003
47 1 -0.040250 -0.004294 0.071154
48 1 -0.032840 -0.002157 0.077338
49 1 0.000000 0.000000 0.000000

0 2 0.000000 0.000000 0.000000
1 2 -0.008862 0.044471 -0.000281
2 2 -0.000942 0.044597 -0.000081
3 2 0.005484 0.044887 0.000552
4 2 0.010915 0.045257 0.001349
5 2 0.015555 0.045341 0.002354
6 2 0.019982 0.045194 0.003631
7 2 0.023727 0.044767 0.004661
8 2 0.026250 0.043679 0.005555
9 2 0.028353 0.042339 0.006657
10 2 0.029605 0.041094 0.007206
11 2 0.028774 0.039381 0.006980
12 2 0.027001 0.037373 0.006909
13 2 0.025271 0.035921 0.006669
14 2 0.021762 0.034596 0.005077
15 2 0.015937 0.032623 0.002781
16 2 0.010343 0.030743 0.001071
17 2 0.005557 0.029713 -0.000906
18 2 -0.001209 0.028661 -0.004619
19 2 -0.010663 0.026792 -0.009246
20 2 -0.019689 0.024914 -0.012984
21 2 -0.026498 0.023849 -0.016045
22 2 -0.033455 0.022997 -0.020197
23 2 -0.043307 0.021598 -0.026036
24 2 -0.055358 0.019990 -0.032339
25 2 -0.066671 0.018579 -0.037733
26 2 -0.075235 0.016668 -0.041822
27 2 -0.080925 0.013450 -0.044834
28 2 -0.084593 0.009597 -0.047130
29 2 -0.087387 0.006789 -0.049204
30 2 -0.090367 0.005714 -0.051468
31 2 -0.093723 0.005259 -0.053692
32 2 -0.096285 0.003893 -0.054933
33 2 -0.096386 0.001389 -0.054377
34 2 -0.093477 -0.001092 -0.052196
35 2 -0.088697 -0.002424 -0.049378
36 2 -0.083655 -0.002679 -0.046666
37 2 -0.078733 -0.002909 -0.043758
38 2 -0.072695 -0.003996 -0.039596
39 2 -0.063934 -0.005835 -0.033404
40 2 -0.052120 -0.007531 -0.025463
41 2 -0.038765 -0.008255 -0.016865
42 2 -0.026457 -0.007950 -0.008431
43 2 -0.017759 -0.007380 0.000480
44 2 -0.014781 -0.007542 0.012264
45 2 -0.018965 -0.008722 0.029479
46 2 -0.029085 -0.009756 0.051130
47 2 -0.037365 -0.008506 0.069706
48 2 -0.030086 -0.004316 0.075180
49 2 0.000000 0.000000 0.000000

0 3 0.000000 0.000000 0.000000
1 3 -0.008525 0.065367 -0.000002
2 3 0.000678 0.065778 0.000426
3 3 0.008671 0.065439 0.001331
4 3 0.015514 0.064688 0.002493
5 3 0.020466 0.063507 0.003495
6 3 0.023955 0.061792 0.004809
7 3 0.026729 0.060193 0.006077
8 3 0.027566 0.058545 0.006578
9 3 0.027082 0.056370 0.007251
10 3 0.026998 0.054523 0.008113
11 3 0.025548 0.053159 0.007711
12 3 0.021895 0.051151 0.006787
13 3 0.018978 0.048885 0.006709
14 3 0.016620 0.047542 0.005900
15 3 0.011338 0.046274 0.003158
16 3 0.004329 0.043865 0.000587
17 3 -0.000498 0.041327 -0.000749
18 3 -0.004788 0.039904 -0.003268
19 3 -0.012737 0.038618 -0.008116
20 3 -0.022679 0.036040 -0.012744
21 3 -0.029795 0.032707 -0.015473
22 3 -0.034574 0.030099 -0.018370
23 3 -0.041598 0.028424 -0.023466
24 3 -0.051509 0.026634 -0.029269
25 3 -0.060033 0.023922 -0.033205
26 3 -0.064769 0.020404 -0.035489
27 3 -0.068462 0.016726 -0.038466
28 3 -0.074531 0.013562 -0.043049
29 3 -0.082293 0.011249 -0.047588
30 3 -0.088209 0.009496 -0.050166
31 3 -0.090331 0.007512 -0.050730
32 3 -0.089901 0.004730 -0.050592
33 3 -0.089037 0.001452 -0.050577
34 3 -0.088202 -0.001373 -0.050243
35 3 -0.086213 -0.003093 -0.048695
36 3 -0.081944 -0.004000 -0.045605
37 3 -0.075409 -0.005014 -0.041339
38 3 -0.067365 -0.006767 -0.036374
39 3 -0.058405 -0.009009 -0.030846
40 3 -0.048672 -0.010855 -0.024629
41 3 -0.038322 -0.011587 -0.017590
42 3 -0.028132 -0.011300 -0.009512
43 3 -0.019806 -0.010912 0.000381
44 3 -0.015824 -0.011511 0.013608
45 3 -0.018310 -0.013261 0.031233
46 3 -0.026203 -0.014515 0.051165
47 3 -0.032224 -0.012494 0.066754
48 3 -0.025133 -0.006423 0.070864
49 3 0.000000 0.000000 0.000000

0 4 0.000000 0.000000 0.000000
1 4 -0.003717 0.082828 0.000399
2 4 0.003924 0.083247 0.001175
3 4 0.010314 0.081925 0.002112
4 4 0.015635 0.079472 0.003507
5 4 0.019797 0.076826 0.004692
6 4 0.021885 0.073896 0.005592
7 4 0.023466 0.070997 0.007019
8 4 0.024741 0.068921 0.007951
9 4 0.023872 0.066902 0.008013
10 4 0.022661 0.064591 0.008710
11 4 0.022483 0.063047 0.009351
12 4 0.020421 0.061841 0.008417
13 4 0.016431 0.059773 0.007366
14 4 0.013877 0.057617 0.007248
15 4 0.011657 0.056250 0.006098
16 4 0.006451 0.054608 0.003225
17 4 -0.000099 0.051935 0.000645
18 4 -0.004902 0.049172 -0.001146
19 4 -0.009394 0.046890 -0.003897
20 4 -0.016116 0.044382 -0.007986
21 4 -0.024095 0.041256 -0.012092
22 4 -0.031480 0.037885 -0.015922
23 4 -0.038503 0.034247 -0.020114
24 4 -0.045263 0.029970 -0.024137
25 4 -0.050351 0.025551 -0.026966
26 4 -0.053889 0.022231 -0.029437
27 4 -0.058965 0.020391 -0.033573
