#:x y f
0 0 0.000000
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000

0 1 0.000000
1 1 0.000005
2 1 0.000014
3 1 0.000031
4 1 0.000059
5 1 0.000104
6 1 0.000165
7 1 0.000237
8 1 0.000308
9 1 0.000361
10 1 0.000380
11 1 0.000361
12 1 0.000308
13 1 0.000237
14 1 0.000165
15 1 0.000104
16 1 0.000059
17 1 0.000030
18 1 0.000012
19 1 0.000000

0 2 0.000000
1 2 0.000014
2 2 0.000037
3 2 0.000080
4 2 0.000154
5 2 0.000270
6 2 0.000427
7 2 0.000613
8 2 0.000794
9 2 0.000928
10 2 0.000978
11 2 0.000928
12 2 0.000794
13 2 0.000613
14 2 0.000427
15 2 0.000269
16 2 0.000154
17 2 0.000078
18 2 0.000032
19 2 0.000000

0 3 0.000000
1 3 0.000031
2 3 0.000080
3 3 0.000171
4 3 0.000327
5 3 0.000568
6 3 0.000896
7 3 0.001280
8 3 0.001655
9 3 0.001932
10 3 0.002034
11 3 0.001932
12 3 0.001655
13 3 0.001280
14 3 0.000896
15 3 0.000567
16 3 0.000325
17 3 0.000166
18 3 0.000068
19 3 0.000000

0 4 0.000000
1 4 0.000059
2 4 0.000154
3 4 0.000327
4 4 0.000622
5 4 0.001075
6 4 0.001689
7 4 0.002406
8 4 0.003102
9 4 0.003616
10 4 0.003806
11 4 0.003616
12 4 0.003102
13 4 0.002406
14 4 0.001688
15 4 0.001074
16 4 0.000618
17 4 0.000317
18 4 0.000130
19 4 0.000000

0 5 0.000000
1 5 0.000104
2 5 0.000270
3 5 0.000568
4 5 0.001075
5 5 0.001850
6 5 0.002896
7 5 0.004115
8 5 0.005295
9 5 0.006165
10 5 0.006486
11 5 0.006165
12 5 0.005295
13 5 0.004114
14 5 0.002896
15 5 0.001848
16 5 0.001069
17 5 0.000551
18 5 0.000226
19 5 0.000000

0 6 0.000000
1 6 0.000165
2 6 0.000427
3 6 0.000896
4 6 0.001689
5 6 0.002896
6 6 0.004520
7 6 0.006406
8 6 0.008230
9 6 0.009570
10 6 0.010065
11 6 0.009570
12 6 0.008230
13 6 0.006406
14 6 0.004519
15 6 0.002893
16 6 0.001679
17 6 0.000869
18 6 0.000358
19 6 0.000000

0 7 0.000000
1 7 0.000237
2 7 0.000613
3 7 0.001280
4 7 0.002406
5 7 0.004115
6 7 0.006406
7 7 0.009061
8 7 0.011625
9 7 0.013508
10 7 0.014202
11 7 0.013508
12 7 0.011625
13 7 0.009061
14 7 0.006404
15 7 0.004110
