#:x y f
0 0 0.000000
1 0 0.000000
2 0 0.000000
3 0 0.000000
4 0 0.000000
5 0 0.000000
6 0 0.000000
7 0 0.000000
8 0 0.000000
9 0 0.000000
10 0 0.000000
11 0 0.000000
12 0 0.000000
13 0 0.000000
14 0 0.000000
15 0 0.000000
16 0 0.000000
17 0 0.000000
18 0 0.000000
19 0 0.000000

0 1 0.000000
1 1 0.000000
2 1 0.000001
3 1 0.000002
4 1 0.000005
5 1 0.000012
6 1 0.000025
7 1 0.000046
8 1 0.000070
9 1 0.000091
10 1 0.000099
11 1 0.000091
12 1 0.000070
13 1 0.000046
14 1 0.000025
15 1 0.000012
16 1 0.000005
17 1 0.000002
18 1 0.000001
19 1 0.000000

0 2 0.000000
1 2 0.000001
2 2 0.000002
3 2 0.000006
4 2 0.000018
5 2 0.000043
6 2 0.000088
7 2 0.000157
8 2 0.000239
9 2 0.000309
10 2 0.000336
11 2 0.000309
12 2 0.000239
13 2 0.000157
14 2 0.000088
15 2 0.000043
16 2 0.000018
17 2 0.000006
18 2 0.000002
19 2 0.000000

0 3 0.000000
1 3 0.000002
2 3 0.000006
3 3 0.000020
4 3 0.000054
5 3 0.000126
6 3 0.000258
7 3 0.000454
8 3 0.000684
9 3 0.000878
10 3 0.000954
11 3 0.000878
12 3 0.000684
13 3 0.000454
14 3 0.000258
15 3 0.000126
16 3 0.000054
17 3 0.000020
18 3 0.000006
19 3 0.000000

0 4 0.000000
1 4 0.000005
2 4 0.000018
3 4 0.000054
4 4 0.000142
5 4 0.000329
6 4 0.000662
7 4 0.001153
8 4 0.001724
9 4 0.002201
10 4 0.002388
11 4 0.002201
12 4 0.001724
13 4 0.001153
14 4 0.000662
15 4 0.000329
16 4 0.000142
17 4 0.000053
18 4 0.000016
19 4 0.000000

0 5 0.000000
1 5 0.000012
2 5 0.000043
3 5 0.000126
4 5 0.000329
5 5 0.000751
6 5 0.001495
7 5 0.002578
8 5 0.003827
9 5 0.004863
10 5 0.005270
11 5 0.004863
12 5 0.003827
13 5 0.002578
14 5 0.001495
15 5 0.000751
16 5 0.000329
17 5 0.000125
18 5 0.000039
19 5 0.000000

0 6 0.000000
1 6 0.000025
2 6 0.000088
3 6 0.000258
4 6 0.000662
5 6 0.001495
6 6 0.002946
7 6 0.005040
8 6 0.007437
9 6 0.009415
10 6 0.010190
11 6 0.009415
12 6 0.007437
13 6 0.005040
14 6 0.002946
15 6 0.001495
16 6 0.000662
17 6 0.000256
18 6 0.000081
19 6 0.000000

0 7 0.000000
1 7 0.000046
2 7 0.000157
3 7 0.000454
4 7 0.001153
5 7 0.002578
6 7 0.005040
7 7 0.008565
8 7 0.012577
9 7 0.015876
10 7 0.017166
11 7 0.015876
12 7 0.012577
13 7 0.008565
14 7 0.005040
15 7 0.002578
