#:t mx my mz
18.800000 -0.272751 0.928431 0.252234
18.850000 -0.277205 0.926876 0.253099
18.900000 -0.281651 0.925297 0.253964
18.950000 -0.286091 0.923696 0.254829
19.000000 -0.290523 0.922072 0.255695
19.050000 -0.294949 0.920425 0.256561
19.100000 -0.299367 0.918755 0.257427
19.150000 -0.303778 0.917062 0.258295
19.200000 -0.308182 0.915346 0.259163
19.250000 -0.312577 0.913607 0.260032
19.300000 -0.316965 0.911846 0.260903
19.350000 -0.321346 0.910061 0.261774
19.400000 -0.325718 0.908253 0.262648
19.450000 -0.330082 0.906423 0.263522
19.500000 -0.334437 0.904569 0.264399
19.550000 -0.338784 0.902692 0.265278
19.600000 -0.343122 0.900792 0.266158
19.650000 -0.347451 0.898870 0.267041
19.700000 -0.351771 0.896924 0.267926
19.750000 -0.356082 0.894955 0.268814
19.800000 -0.360383 0.892964 0.269704
19.850000 -0.364674 0.890949 0.270597
19.900000 -0.368955 0.888912 0.271492
19.950000 -0.373226 0.886851 0.272391
20.000000 -0.377487 0.884768 0.273293
20.050000 -0.381736 0.882663 0.274197
20.100000 -0.385975 0.880534 0.275105
20.150000 -0.390203 0.878383 0.276016
20.200000 -0.394419 0.876210 0.276931
20.250000 -0.398623 0.874014 0.277848
20.300000 -0.402816 0.871795 0.278770
20.350000 -0.406996 0.869555 0.279695
20.400000 -0.411163 0.867292 0.280623
20.450000 -0.415318 0.865007 0.281555
20.500000 -0.419460 0.862700 0.282491
20.550000 -0.423589 0.860372 0.283430
20.600000 -0.427704 0.858021 0.284373
20.650000 -0.431806 0.855650 0.285320
20.700000 -0.435893 0.853256 0.286270
20.750000 -0.439967 0.850842 0.287224
20.800000 -0.444025 0.848406 0.288182
20.850000 -0.448069 0.845949 0.289143
20.900000 -0.452098 0.843472 0.290108
20.950000 -0.456111 0.840974 0.291076
21.000000 -0.460109 0.838456 0.292048
21.050000 -0.464091 0.835917 0.293023
21.100000 -0.468057 0.833358 0.294001
21.150000 -0.472007 0.830779 0.294982
21.200000 -0.475941 0.828181 0.295967
21.250000 -0.479857 0.825563 0.296954
21.300000 -0.483757 0.822926 0.297945
21.350000 -0.487640 0.820270 0.298938
21.400000 -0.491505 0.817595 0.299934
21.450000 -0.495353 0.814902 0.300932
21.500000 -0.499183 0.812190 0.301933
21.550000 -0.502995 0.809460 0.302936
21.600000 -0.506790 0.806712 0.303941
21.650000 -0.510566 0.803946 0.304948
21.700000 -0.514323 0.801163 0.305957
21.750000 -0.518062 0.798362 0.306967
21.800000 -0.521783 0.795545 0.307979
21.850000 -0.525484 0.792711 0.308992
21.900000 -0.529167 0.789860 0.310006
21.950000 -0.532831 0.786993 0.311020
22.000000 -0.536476 0.784109 0.312036
22.050000 -0.540101 0.781210 0.313052
22.100000 -0.543708 0.778295 0.314068
22.150000 -0.547295 0.775365 0.315084
22.200000 -0.550863 0.772419 0.316100
22.250000 -0.554411 0.769458 0.317115
22.300000 -0.557940 0.766483 0.318130
22.350000 -0.561449 0.763493 0.319145
22.400000 -0.564939 0.760488 0.320158
22.450000 -0.568410 0.757470 0.321170
22.500000 -0.571861 0.754437 0.322180
22.550000 -0.575293 0.751390 0.323189
22.600000 -0.578705 0.748330 0.324196
22.650000 -0.582098 0.745256 0.325201
22.700000 -0.585471 0.742169 0.326204
22.750000 -0.588825 0.739068 0.327205
22.800000 -0.592161 0.735955 0.328202
22.850000 -0.595476 0.732828 0.329197
22.900000 -0.598773 0.729689 0.330189
22.950000 -0.602051 0.726537 0.331178
23.000000 -0.605310 0.723372 0.332163
23.050000 -0.608551 0.720195 0.333145
23.100000 -0.611772 0.717005 0.334124
23.150000 -0.614976 0.713803 0.335098
23.200000 -0.618160 0.710589 0.336068
23.250000 -0.621327 0.707362 0.337034
23.300000 -0.624475 0.704123 0.337996
23.350000 -0.627605 0.700872 0.338954
23.400000 -0.630718 0.697609 0.339907
23.450000 -0.633812 0.694334 0.340855
23.500000 -0.636889 0.691047 0.341799
23.550000 -0.639949 0.687748 0.342737
23.600000 -0.642991 0.684436 0.343671
23.650000 -0.646016 0.681113 0.344600
23.700000 -0.649024 0.677777 0.345524
23.750000 -0.652015 0.674429 0.346443
23.800000 -0.654989 0.671069 0.347356
23.850000 -0.657947 0.667696 0.348264
23.900000 -0.660888 0.664311 0.349168
23.950000 -0.663812 0.660914 0.350065
24.000000 -0.666721 0.657504 0.350958
24.050000 -0.669613 0.654082 0.351845
24.100000 -0.672490 0.650646 0.352728
24.150000 -0.675350 0.647198 0.353605
24.200000 -0.678195 0.643737 0.354476
24.250000 -0.681024 0.640263 0.355343
24.300000 -0.683838 0.636776 0.356205
24.350000 -0.686636 0.633276 0.357061
24.400000 -0.689419 0.629762 0.357913
24.450000 -0.692186 0.626235 0.358760
24.500000 -0.694938 0.622694 0.359603
24.550000 -0.697674 0.619139 0.360440
24.600000 -0.700396 0.615571 0.361273
24.650000 -0.703102 0.611988 0.362102
24.700000 -0.705793 0.608391 0.362927
24.750000 -0.708469 0.604780 0.363747
24.800000 -0.711130 0.601155 0.364564
24.850000 -0.713776 0.597515 0.365377
24.900000 -0.716406 0.593860 0.366186
24.950000 -0.719021 0.590191 0.366992
25.000000 -0.721621 0.586507 0.367794
25.050000 -0.724206 0.582808 0.368594
25.100000 -0.726775 0.579094 0.369390
25.150000 -0.729328 0.575364 0.370184
25.200000 -0.731866 0.571620 0.370975
25.250000 -0.734389 0.567860 0.371764
25.300000 -0.736895 0.564085 0.372551
25.350000 -0.739385 0.560294 0.373336
25.400000 -0.741860 0.556488 0.374119
25.450000 -0.744318 0.552666 0.374901
25.500000 -0.746760 0.548829 0.375682
25.550000 -0.749185 0.544976 0.376461
25.600000 -0.751593 0.541108 0.377240
25.650000 -0.753984 0.537224 0.378018
25.700000 -0.756358 0.533325 0.378796
25.750000 -0.758715 0.529410 0.379574
25.800000 -0.761054 0.525480 0.380351
25.850000 -0.763375 0.521535 0.381129
25.900000 -0.765679 0.517574 0.381908
25.950000 -0.767963 0.513598 0.382687
26.000000 -0.770230 0.509607 0.383467
26.050000 -0.772477 0.505601 0.384248
26.100000 -0.774706 0.501580 0.385030
26.150000 -0.776915 0.497545 0.385813
26.200000 -0.779105 0.493495 0.386598
26.250000 -0.781275 0.489431 0.387385
26.300000 -0.783425 0.485352 0.388174
26.350000 -0.785554 0.481260 0.388965
26.400000 -0.787663 0.477154 0.389758
26.450000 -0.789751 0.473035 0.390553
26.500000 -0.791817 0.468902 0.391351
26.550000 -0.793863 0.464757 0.392152
26.600000 -0.795886 0.460599 0.392955
26.650000 -0.797888 0.456429 0.393761
26.700000 -0.799868 0.452246 0.394570
26.750000 -0.801825 0.448052 0.395381
26.800000 -0.803759 0.443847 0.396196
26.850000 -0.805671 0.439631 0.397014
26.900000 -0.807559 0.435404 0.397835
26.950000 -0.809424 0.431166 0.398659
27.000000 -0.811265 0.426919 0.399486
27.050000 -0.813083 0.422662 0.400316
27.100000 -0.814877 0.418396 0.401149
27.150000 -0.816646 0.414121 0.401986
27.200000 -0.818391 0.409838 0.402825
27.250000 -0.820112 0.405547 0.403667
27.300000 -0.821808 0.401249 0.404513
27.350000 -0.823479 0.396943 0.405361
27.400000 -0.825126 0.392631 0.406212
27.450000 -0.826747 0.388312 0.407066
27.500000 -0.828343 0.383988 0.407922
27.550000 -0.829914 0.379658 0.408781
27.600000 -0.831460 0.375323 0.409642
27.650000 -0.832981 0.370983 0.410506
27.700000 -0.834476 0.366639 0.411371
27.750000 -0.835945 0.362292 0.412238
