#:T M1X
0.1 0.958602488654
0.2 0.911680496257
0.3 0.852797513615
0.4 0.781690128194
0.5 0.697624067809
0.6 0.589531231047
0.7 0.421426055319
0.8 0.131992111332
0.9 -0.00329501572012
1.0 0.00602277629084
1.1 -0.000887239722058
1.2 0.00257622507509
1.3 -0.000731663672295
1.4 0.00094191156391
1.5 0.00162460811106
1.6 -0.000306490336866
1.7 0.000183872712579
1.8 0.000263326643958
1.9 0.00124005758745
2.0 -0.00130196626136
