#:T Omega Ix Iy t1 t2 calc_time t_count
0.9 1.2 -115.195252492 -25.020793321 80.0 261.666666667 8.42152285576 5234.0
0.9 1.3 -88.2145172892 -19.6404374572 80.0 241.538461538 7.76486992836 4831.0
0.9 1.4 -67.6713751338 -16.6729432317 80.0 224.285714286 7.23131489754 4486.0
0.9 1.5 -56.9599869557 -14.677337942 80.0 209.333333333 6.77318811417 4187.0
0.9 1.6 -45.7643892204 -11.1529489133 80.0 196.25 6.3216240406 3925.0
0.9 1.7 -39.5382305478 -6.70329963751 80.0 184.705882353 5.97018504143 3695.0
0.9 1.8 -33.0390712434 -5.77314007597 80.0 174.444444444 5.62100291252 3489.0
0.9 1.9 -25.380255251 -2.47126387905 80.0 165.263157895 5.31249094009 3306.0
0.9 2.0 -21.6269724221 -1.75690538632 80.0 157.0 5.01412510872 3140.0

1.0 0.1 14368.6431519 -2407.93577952 80.0 3140.0 99.6648671627 62800.0000001
1.0 0.2 6193.32528105 -2567.5616062 80.0 1570.0 50.0098359585 31401.0
1.0 0.3 4632.03629449 -1761.03273667 80.0 1046.66666667 33.3103721142 20934.0
1.0 0.4 3675.27690192 -1981.10153688 80.0 785.0 24.9926869869 15701.0
1.0 0.5 2648.58563376 -2535.38819417 80.0 628.0 20.183298111 12561.0
1.0 0.6 1429.52197176 -2919.22713842 80.0 523.333333333 16.8393959999 10467.0
1.0 0.7 -942.580924795 -351.169591447 80.0 448.571428571 14.4272239208 8972.0
1.0 0.8 -536.354621673 -143.541820036 80.0 392.5 12.639218092 7850.0
1.0 0.9 -340.64613155 -82.2031006714 80.0 348.888888889 11.231554985 6978.0
1.0 1.0 -234.708699606 -52.6079525221 80.0 314.0 10.1169888973 6280.0
1.0 1.1 -164.113234288 -33.9589353176 80.0 285.454545455 9.18754601479 5710.0
1.0 1.2 -117.697345682 -26.2219765805 80.0 261.666666667 8.30612111092 5234.0
1.0 1.3 -89.2891488965 -23.4095195728 80.0 241.538461538 7.77936410904 4831.0
1.0 1.4 -71.4867098864 -20.1434644921 80.0 224.285714286 7.21969795227 4486.0
1.0 1.5 -59.6313852759 -14.6864598679 80.0 209.333333333 6.74616503716 4187.0
1.0 1.6 -47.448080556 -10.1324028213 80.0 196.25 6.333081007 3925.0
1.0 1.7 -38.7126140845 -8.79327906416 80.0 184.705882353 5.94675707817 3695.0
1.0 1.8 -31.710271914 -4.84031147016 80.0 174.444444444 5.61657595634 3489.0
1.0 1.9 -25.6876665743 -3.24861302241 80.0 165.263157895 5.31151390076 3306.0
1.0 2.0 -21.0145546691 -1.45888481255 80.0 157.0 5.06069803238 3140.0

1.1 0.1 12053.8067155 -1323.06969294 80.0 3140.0 100.976330996 62800.0000001
1.1 0.2 5737.23997737 -1546.39880394 80.0 1570.0 49.7264020443 31401.0
1.1 0.3 4141.24235556 -1282.49296045 80.0 1046.66666667 33.764564991 20934.0
1.1 0.4 3364.38019633 -1535.21276768 80.0 785.0 25.1983411312 15701.0
1.1 0.5 2642.46373491 -2011.79025235 80.0 628.0 20.1579921246 12561.0
1.1 0.6 1725.36518725 -2490.28446938 80.0 523.333333333 16.8361020088 10467.0
1.1 0.7 -1154.88721601 -586.583199861 80.0 448.571428571 14.3832490444 8972.0
1.1 0.8 -607.946091619 -199.353345854 80.0 392.5 12.4846138954 7850.0
1.1 0.9 -378.539626264 -100.729309655 80.0 348.888888889 11.2086141109 6978.0
1.1 1.0 -249.669559369 -58.7511011068 80.0 314.0 10.0950798988 6280.0
1.1 1.1 -172.496303889 -38.0160761979 80.0 285.454545455 9.19016003609 5710.0
1.1 1.2 -125.216550055 -30.1177781539 80.0 261.666666667 8.41466379166 5234.0
1.1 1.3 -95.9639805493 -23.9986249354 80.0 241.538461538 7.81017899513 4831.0
1.1 1.4 -73.0541103553 -19.1744076334 80.0 224.285714286 7.2476348877 4486.0
1.1 1.5 -58.4916651992 -16.4827754857 80.0 209.333333333 6.75220608711 4187.0
1.1 1.6 -45.9796137371 -12.3118339143 80.0 196.25 6.29976606369 3925.0
1.1 1.7 -39.7385007852 -9.78588544416 80.0 184.705882353 5.94278812408 3695.0
1.1 1.8 -33.2264864343 -5.70026120386 80.0 174.444444444 5.54835104942 3489.0
1.1 1.9 -27.0022123392 -3.73283550939 80.0 165.263157895 5.30889606476 3306.0
1.1 2.0 -22.3889477187 -2.6994993668 80.0 157.0 5.0449988842 3140.0

1.2 0.1 10084.7643724 -826.488444284 80.0 3140.0 100.268051147 62800.0000001
1.2 0.2 5123.03990711 -982.687905265 80.0 1570.0 49.9992418289 31401.0
1.2 0.3 3632.33609621 -918.723359928 80.0 1046.66666667 33.2273499966 20934.0
1.2 0.4 3000.58958623 -1168.08513317 80.0 785.0 25.2570860386 15701.0
1.2 0.5 2495.67671032 -1603.55468869 80.0 628.0 19.8757538795 12561.0
1.2 0.6 1826.61980531 -2093.37063157 80.0 523.333333333 16.847867012 10467.0
1.2 0.7 671.19610603 -2546.89289183 80.0 448.571428571 14.422935009 8972.0
1.2 0.8 -706.189197727 -280.802299323 80.0 392.5 12.6235039234 7850.0
1.2 0.9 -413.88670316 -125.180830121 80.0 348.888888889 11.1038348675 6978.0
1.2 1.0 -265.500643251 -70.17537948 80.0 314.0 10.1001639366 6280.0
1.2 1.1 -177.971168694 -48.26574204 80.0 285.454545455 9.16269993782 5710.0
1.2 1.2 -129.424372958 -34.2937984218 80.0 261.666666667 8.39873099327 5234.0
1.2 1.3 -96.5254643529 -27.0531276334 80.0 241.538461538 7.75810408592 4831.0
1.2 1.4 -73.0154284605 -20.4259562846 80.0 224.285714286 7.21287894249 4486.0
1.2 1.5 -59.7469167347 -15.7254253508 80.0 209.333333333 6.71941208839 4187.0
1.2 1.6 -47.4206614283 -13.8372842213 80.0 196.25 6.31072306633 3925.0
1.2 1.7 -39.6950914859 -9.94282246054 80.0 184.705882353 5.93844413757 3695.0
1.2 1.8 -33.3538844773 -7.63771622881 80.0 174.444444444 5.62624692917 3489.0
1.2 1.9 -26.9460450068 -4.50980769871 80.0 165.263157895 5.2956340313 3306.0
1.2 2.0 -23.0350712785 -2.60803985679 80.0 157.0 5.03950405121 3140.0

1.3 0.1 8502.71664279 -547.050043707 80.0 3140.0 99.9954280853 62800.0000001
1.3 0.2 4414.22448709 -630.921103022 80.0 1570.0 50.6026370525 31401.0
1.3 0.3 3149.53866392 -670.171347338 80.0 1046.66666667 33.654389143 20934.0
1.3 0.4 2649.40479977 -859.536878471 80.0 785.0 25.2026691437 15701.0
1.3 0.5 2290.29835197 -1269.83671291 80.0 628.0 19.9573850632 12561.0
1.3 0.6 1828.5216131 -1761.41740749 80.0 523.333333333 16.8247418404 10467.0
1.3 0.7 1021.39044342 -2248.49723934 80.0 448.571428571 14.461302042 8972.0
1.3 0.8 -808.342810358 -399.61433818 80.0 392.5 12.6311690807 7850.0
1.3 0.9 -453.678876285 -160.55580504 80.0 348.888888889 11.1898519993 6978.0
1.3 1.0 -289.673852114 -88.3192241984 80.0 314.0 10.0116961002 6280.0
1.3 1.1 -190.532987351 -54.0057638149 80.0 285.454545455 9.20947885513 5710.0
1.3 1.2 -134.425316497 -36.6940326062 80.0 261.666666667 8.3921380043 5234.0
1.3 1.3 -102.979198931 -27.2596302163 80.0 241.538461538 7.75443816185 4831.0
1.3 1.4 -76.8508369392 -19.988958081 80.0 224.285714286 7.2077691555 4486.0
1.3 1.5 -61.8308023323 -18.574437191 80.0 209.333333333 6.78626704216 4187.0
1.3 1.6 -49.2116101185 -14.2134754682 80.0 196.25 6.2528989315 3925.0
1.3 1.7 -40.8352020308 -8.7770380037 80.0 184.705882353 5.96813702583 3695.0
1.3 1.8 -32.5867314943 -8.18012247005 80.0 174.444444444 5.60820102692 3489.0
1.3 1.9 -28.4952720521 -5.56555716707 80.0 165.263157895 5.33616995811 3306.0
1.3 2.0 -22.1348235326 -3.13420697821 80.0 157.0 5.05092096329 3140.0

1.4 0.1 7415.86704823 -427.271026999 80.0 3140.0 100.316797972 62800.0000001
1.4 0.2 3886.23547357 -417.460591001 80.0 1570.0 49.8223879337 31401.0
1.4 0.3 2725.26011099 -495.257482782 80.0 1046.66666667 33.2283480167 20934.0
1.4 0.4 2331.59091951 -650.208178362 80.0 785.0 25.0681788921 15701.0
1.4 0.5 2083.74503645 -949.707348256 80.0 628.0 20.2457690239 12561.0
1.4 0.6 1814.81292272 -1404.04073081 80.0 523.333333333 16.8149189949 10467.0
1.4 0.7 1238.82535765 -1935.39723796 80.0 448.571428571 14.4335401058 8972.0
1.4 0.8 -963.853915338 -731.426969621 80.0 392.5 12.6204099655 7850.0
1.4 0.9 -491.209338963 -203.505567837 80.0 348.888888889 11.2161707878 6978.0
1.4 1.0 -305.059594148 -98.8838166188 80.0 314.0 10.0795619488 6280.0
1.4 1.1 -199.311443265 -60.3365311792 80.0 285.454545455 9.15587091446 5710.0
1.4 1.2 -139.899492993 -42.6169219626 80.0 261.666666667 8.39917182922 5234.0
1.4 1.3 -102.979385653 -32.171575115 80.0 241.538461538 7.76578712463 4831.0
1.4 1.4 -77.8618351367 -23.9353646743 80.0 224.285714286 7.21124911308 4486.0
