#:T Omega Ix Iy t1 t2 calc_time t_count
0.7 1.6 -114.816371443 -121.903351455 80.0 196.25 6.28469896317 3925.0
0.7 1.7 -103.572303522 -59.530278965 80.0 184.705882353 5.94248008728 3695.0
0.7 1.8 -78.2605422172 -25.1476586189 80.0 174.444444444 5.57987499237 3489.0
0.7 1.9 -55.7247366316 -10.1287541928 80.0 165.263157895 5.28788304329 3306.0
0.7 2.0 -40.0684002462 -4.57008300636 80.0 157.0 5.01886510849 3140.0

0.8 0.1 1542.81709214 -17.3067074606 80.0 3140.0 100.495976925 62800.0000001
0.8 0.2 764.213780669 -9.5465193066 80.0 1570.0 49.6907818317 31401.0
0.8 0.3 509.420154432 -15.5504255 80.0 1046.66666667 33.174284935 20934.0
0.8 0.4 387.587249845 -16.4349384375 80.0 785.0 25.1791660786 15701.0
0.8 0.5 317.841239585 -17.159509329 80.0 628.0 20.0460889339 12561.0
0.8 0.6 278.153015087 -19.4600047663 80.0 523.333333333 16.6628189087 10467.0
0.8 0.7 250.390323726 -21.725642349 80.0 448.571428571 14.3686890602 8972.0
0.8 0.8 238.961118459 -26.7442885692 80.0 392.5 12.5527169704 7850.0
0.8 0.9 234.822101443 -37.7979545409 80.0 348.888888889 11.1516778469 6978.0
0.8 1.0 247.586774375 -55.2812175072 80.0 314.0 10.0478880405 6280.0
0.8 1.1 262.814874133 -97.816875843 80.0 285.454545455 9.10125112534 5710.0
0.8 1.2 266.047487868 -178.604249471 80.0 261.666666667 8.39509296417 5234.0
0.8 1.3 191.500952165 -270.033839466 80.0 241.538461538 7.72710680962 4831.0
0.8 1.4 40.8622778292 -305.593008059 80.0 224.285714286 7.10439705849 4486.0
0.8 1.5 -63.6649803614 -222.425252935 80.0 209.333333333 6.71456503868 4187.0
0.8 1.6 -105.859762521 -135.246735633 80.0 196.25 6.28911185265 3925.0
0.8 1.7 -100.808091978 -69.5244131132 80.0 184.705882353 5.91058802605 3695.0
0.8 1.8 -81.2449936713 -32.6663796672 80.0 174.444444444 5.572245121 3489.0
0.8 1.9 -60.5150208044 -13.1700243957 80.0 165.263157895 5.29707503319 3306.0
0.8 2.0 -42.5772204241 -6.8264505283 80.0 157.0 4.99960398674 3140.0

0.9 0.1 1487.0191446 -16.3566264801 80.0 3140.0 99.9325509071 62800.0000001
0.9 0.2 738.621344219 -8.61784502869 80.0 1570.0 49.899987936 31401.0
0.9 0.3 488.660460646 -16.6247358757 80.0 1046.66666667 33.3033988476 20934.0
0.9 0.4 371.434235332 -13.6784658346 80.0 785.0 24.7906699181 15701.0
0.9 0.5 303.774070999 -13.7205802214 80.0 628.0 20.131717205 12561.0
0.9 0.6 265.711862832 -16.1676120822 80.0 523.333333333 16.6669869423 10467.0
0.9 0.7 239.078023022 -20.5143230094 80.0 448.571428571 14.2407960892 8972.0
0.9 0.8 223.740812883 -25.045639856 80.0 392.5 12.444382906 7850.0
0.9 0.9 222.288764355 -35.2948603039 80.0 348.888888889 11.0890769958 6978.0
0.9 1.0 229.92715055 -49.6832938823 80.0 314.0 10.0702989101 6280.0
0.9 1.1 242.998909647 -85.5415841067 80.0 285.454545455 9.11765003204 5710.0
0.9 1.2 246.240517302 -155.803422571 80.0 261.666666667 8.37031698227 5234.0
0.9 1.3 194.543142956 -248.757436961 80.0 241.538461538 7.716766119 4831.0
0.9 1.4 67.6770670945 -276.088183582 80.0 224.285714286 7.1591770649 4486.0
0.9 1.5 -42.3951945233 -223.975159928 80.0 209.333333333 6.72050309181 4187.0
0.9 1.6 -84.6816946199 -149.951428268 80.0 196.25 6.27377891541 3925.0
0.9 1.7 -102.673990641 -88.1364408386 80.0 184.705882353 5.92719507217 3695.0
0.9 1.8 -85.8636549837 -43.3407506854 80.0 174.444444444 5.52114391327 3489.0
0.9 1.9 -62.1123236182 -17.8438953279 80.0 165.263157895 5.29565811157 3306.0
0.9 2.0 -45.0922095135 -8.27164456112 80.0 157.0 5.02203392982 3140.0

1.0 0.1 1440.15516975 -15.6417257326 80.0 3140.0 99.1977419853 62800.0000001
1.0 0.2 713.804800262 -14.333043331 80.0 1570.0 50.1035501957 31401.0
1.0 0.3 470.357752271 -14.2633790819 80.0 1046.66666667 33.4986870289 20934.0
1.0 0.4 358.804396557 -12.2790592606 80.0 785.0 25.1458380222 15701.0
1.0 0.5 292.088836468 -12.4629302308 80.0 628.0 20.0914750099 12561.0
1.0 0.6 253.133229746 -16.5592064097 80.0 523.333333333 16.7343430519 10467.0
1.0 0.7 226.72930985 -17.7175073175 80.0 448.571428571 14.3038861752 8972.0
1.0 0.8 216.126066439 -23.7198345211 80.0 392.5 12.495002985 7850.0
1.0 0.9 209.914266587 -31.1564170208 80.0 348.888888889 11.1795449257 6978.0
1.0 1.0 215.685120999 -42.9374871857 80.0 314.0 9.98827385902 6280.0
1.0 1.1 227.934590005 -70.817715767 80.0 285.454545455 9.17054510117 5710.0
1.0 1.2 227.649235663 -132.29571535 80.0 261.666666667 8.37764811516 5234.0
1.0 1.3 197.632758385 -215.769043879 80.0 241.538461538 7.72730398178 4831.0
1.0 1.4 83.5733706285 -254.697604569 80.0 224.285714286 7.16201519966 4486.0
1.0 1.5 -19.5057705744 -226.683302892 80.0 209.333333333 6.69130206108 4187.0
1.0 1.6 -81.8502166395 -147.134241484 80.0 196.25 6.27578902245 3925.0
1.0 1.7 -86.1075553343 -98.804235762 80.0 184.705882353 5.84639811516 3695.0
1.0 1.8 -82.2845941869 -51.8082736145 80.0 174.444444444 5.59692502022 3489.0
1.0 1.9 -64.295339338 -23.4246273774 80.0 165.263157895 5.27782297134 3306.0
1.0 2.0 -47.1419904455 -10.2452656754 80.0 157.0 5.02814888954 3140.0

1.1 0.1 1395.73693546 -17.8972680398 80.0 3140.0 99.7841038704 62800.0000001
1.1 0.2 689.802087734 -9.61866901734 80.0 1570.0 50.2802810669 31401.0
1.1 0.3 459.342388978 -17.1116961258 80.0 1046.66666667 33.3694930077 20934.0
1.1 0.4 345.396386133 -10.6697592677 80.0 785.0 24.9767689705 15701.0
1.1 0.5 282.860399156 -10.9484309067 80.0 628.0 19.9477388859 12561.0
1.1 0.6 244.766010265 -14.2386507651 80.0 523.333333333 16.7794342041 10467.0
1.1 0.7 217.114674016 -17.7594657711 80.0 448.571428571 14.3257951736 8972.0
1.1 0.8 206.13462094 -19.5399166051 80.0 392.5 12.468116045 7850.0
1.1 0.9 201.212486731 -27.5049006472 80.0 348.888888889 11.1305081844 6978.0
1.1 1.0 205.489524122 -43.4358211574 80.0 314.0 10.0330979824 6280.0
1.1 1.1 212.380438307 -65.528814 80.0 285.454545455 9.1567440033 5710.0
1.1 1.2 222.300289477 -116.21576587 80.0 261.666666667 8.35647892952 5234.0
1.1 1.3 193.347847917 -190.459521808 80.0 241.538461538 7.7406668663 4831.0
1.1 1.4 104.788535727 -246.855678929 80.0 224.285714286 7.19308996201 4486.0
1.1 1.5 2.83362114248 -219.251829421 80.0 209.333333333 6.71976399422 4187.0
1.1 1.6 -58.7585140942 -160.736034254 80.0 196.25 6.25772190094 3925.0
1.1 1.7 -82.7470725722 -103.927289259 80.0 184.705882353 5.92527008057 3695.0
1.1 1.8 -79.8964827744 -61.4394727547 80.0 174.444444444 5.56688809395 3489.0
1.1 1.9 -65.6695490393 -28.4007050874 80.0 165.263157895 5.28691911697 3306.0
1.1 2.0 -50.4152343957 -14.1906934049 80.0 157.0 5.02456879616 3140.0

1.2 0.1 1353.96124175 -16.8866035765 80.0 3140.0 99.8455131054 62800.0000001
1.2 0.2 668.527868672 -10.3681180791 80.0 1570.0 50.3054339886 31401.0
1.2 0.3 443.613034838 -12.6374389914 80.0 1046.66666667 33.4097869396 20934.0
1.2 0.4 336.90021115 -12.4267505447 80.0 785.0 25.1322340965 15701.0
1.2 0.5 271.946424231 -10.7217088333 80.0 628.0 20.0509560108 12561.0
1.2 0.6 235.477937068 -14.7274677807 80.0 523.333333333 16.5579319 10467.0
1.2 0.7 210.744318142 -18.4278904544 80.0 448.571428571 14.3623209 8972.0
1.2 0.8 198.434140441 -21.0905906391 80.0 392.5 12.5785930157 7850.0
1.2 0.9 193.667197169 -27.0107216482 80.0 348.888888889 11.1648960114 6978.0
1.2 1.0 193.241981568 -39.3784084168 80.0 314.0 9.92694807053 6280.0
1.2 1.1 200.016071569 -54.8244968589 80.0 285.454545455 9.15555596352 5710.0
1.2 1.2 212.897339851 -100.383380498 80.0 261.666666667 8.38234806061 5234.0
1.2 1.3 194.094230482 -168.86098936 80.0 241.538461538 7.73760700226 4831.0
1.2 1.4 109.971828253 -217.098947412 80.0 224.285714286 7.17792105675 4486.0
1.2 1.5 21.109252064 -214.339642229 80.0 209.333333333 6.71061205864 4187.0
1.2 1.6 -46.548264138 -170.757812834 80.0 196.25 6.29717993736 3925.0
1.2 1.7 -69.663920809 -112.149852443 80.0 184.705882353 5.92642807961 3695.0
1.2 1.8 -75.629120958 -66.1482201652 80.0 174.444444444 5.57868504524 3489.0
1.2 1.9 -65.0222234829 -33.0116447546 80.0 165.263157895 5.27520108223 3306.0
1.2 2.0 -52.0902582743 -15.8438827373 80.0 157.0 5.02146100998 3140.0

1.3 0.1 1316.59680653 -12.8899413319 80.0 3140.0 99.4525129795 62800.0000001
1.3 0.2 650.541473118 -9.73516592925 80.0 1570.0 49.8920090199 31401.0
1.3 0.3 432.650400908 -11.6698831463 80.0 1046.66666667 33.3458878994 20934.0
1.3 0.4 324.465771735 -10.3045723715 80.0 785.0 24.9595060349 15701.0
1.3 0.5 264.98821017 -16.6779147849 80.0 628.0 20.1491951942 12561.0
1.3 0.6 226.876686743 -16.0556519081 80.0 523.333333333 16.5378530025 10467.0
1.3 0.7 202.724295083 -14.4671506881 80.0 448.571428571 14.3178210258 8972.0
1.3 0.8 190.685455509 -21.3188782816 80.0 392.5 12.5798151493 7850.0
1.3 0.9 186.693098031 -23.4547874067 80.0 348.888888889 11.0819070339 6978.0
1.3 1.0 187.585067593 -34.455187635 80.0 314.0 10.0691440105 6280.0
1.3 1.1 193.224411775 -51.7086272254 80.0 285.454545455 9.13018202782 5710.0
1.3 1.2 202.916628322 -93.9263614721 80.0 261.666666667 8.35794901848 5234.0
1.3 1.3 187.778003386 -154.205480276 80.0 241.538461538 7.71932697296 4831.0
1.3 1.4 112.746501089 -207.876376028 80.0 224.285714286 7.16769886017 4486.0
1.3 1.5 30.0192836558 -212.062451743 80.0 209.333333333 6.74164199829 4187.0
1.3 1.6 -31.1522816556 -168.419506648 80.0 196.25 6.28132987022 3925.0
1.3 1.7 -69.245707403 -114.417607107 80.0 184.705882353 5.93380403519 3695.0
1.3 1.8 -73.8421827386 -71.0041780785 80.0 174.444444444 5.56844806671 3489.0
1.3 1.9 -67.0076390413 -39.5070122972 80.0 165.263157895 5.2926800251 3306.0
1.3 2.0 -51.1738983148 -19.8251006126 80.0 157.0 5.02361989021 3140.0

1.4 0.1 1279.83623451 -15.6514958948 80.0 3140.0 99.2373380661 62800.0000001
1.4 0.2 633.58937567 -8.04233511984 80.0 1570.0 50.2470898628 31401.0
1.4 0.3 419.649176331 -12.5900810409 80.0 1046.66666667 33.2171189785 20934.0
1.4 0.4 318.796048937 -8.62587139379 80.0 785.0 24.8186261654 15701.0
1.4 0.5 257.518944895 -11.6256701973 80.0 628.0 20.0241491795 12561.0
1.4 0.6 222.919949296 -13.3181123525 80.0 523.333333333 16.7764420509 10467.0
1.4 0.7 197.968835601 -14.2796718369 80.0 448.571428571 14.2965290546 8972.0
1.4 0.8 183.368489713 -17.937727083 80.0 392.5 12.5655040741 7850.0
1.4 0.9 175.174448677 -22.0287627854 80.0 348.888888889 11.1468458176 6978.0
1.4 1.0 175.262088876 -32.43492516 80.0 314.0 10.0306770802 6280.0
1.4 1.1 179.429424333 -49.5618207056 80.0 285.454545455 9.12791800499 5710.0
1.4 1.2 184.523250681 -81.231077985 80.0 261.666666667 8.36667704582 5234.0
1.4 1.3 186.585001028 -134.760519404 80.0 241.538461538 7.68726205826 4831.0
1.4 1.4 129.201156102 -194.490325995 80.0 224.285714286 7.2040810585 4486.0
1.4 1.5 42.3744918859 -199.79763883 80.0 209.333333333 6.7177760601 4187.0
1.4 1.6 -22.316469057 -166.42521377 80.0 196.25 6.28961396217 3925.0
1.4 1.7 -52.449299916 -127.968348863 80.0 184.705882353 5.92263913155 3695.0
